name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Matthew Lugo|KCR|1|0|0|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Michael Stefanic|ATH|7|0|1|1|0|1|0|3|7|0|0|1|0|0.429|0.429|0.571
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
Bryan De La Cruz|PHI|48|2|6|11|0|10|2|15|42|2|2|2|0|0.357|0.396|0.548
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Kaelen Culpepper|MIN|67|3|8|6|0|15|4|20|60|1|2|2|0|0.333|0.388|0.517
Deyvison De Los Santos|MIA|9|0|0|0|0|3|0|3|9|0|0|1|0|0.333|0.333|0.444
Walker Jenkins|MIN|4|0|0|0|0|1|1|1|3|0|0|0|0|0.333|0.5|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Eduardo Valencia|DET|74|6|13|17|0|22|1|24|72|0|1|7|0|0.333|0.351|0.681
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Brett Bateman|TOR|79|0|8|5|2|17|4|24|73|1|0|3|1|0.329|0.359|0.397
Luis Arraez|PHI|557|6|63|54|10|24|27|163|510|10|4|28|7|0.32|0.352|0.437
Yordan Alvarez|HOU|584|36|89|91|1|102|93|152|478|4|9|28|1|0.318|0.435|0.607
Blaze Alexander|BAL|251|4|31|29|9|54|16|70|226|1|4|12|2|0.31|0.364|0.434
Chandler Simpson|TBR|509|0|53|29|37|42|23|146|472|6|0|14|6|0.309|0.337|0.364
Andrew Vaughn|MIL|289|5|30|38|0|44|32|77|249|2|6|16|2|0.309|0.398|0.45
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Otto Lopez|MIA|569|9|79|59|29|72|30|161|524|11|4|30|7|0.307|0.343|0.443
Nick Gonzales|PIT|525|6|66|56|7|88|36|146|478|1|10|22|1|0.305|0.366|0.393
Alex Jackson|MIN|69|1|11|5|0|23|1|20|66|0|2|4|0|0.303|0.333|0.409
Yandy Díaz|TBR|573|20|77|74|3|81|48|154|510|5|10|21|1|0.302|0.37|0.465
Freddie Freeman|LAD|564|15|65|62|6|93|58|150|497|6|3|31|1|0.302|0.374|0.459
Adael Amador|COL|13|1|5|6|0|5|3|3|10|0|0|1|0|0.3|0.462|0.7
Tyler Tolbert|KCR|127|3|29|8|20|23|11|33|110|1|1|5|0|0.3|0.366|0.427
Gabriel Moreno|ARI|444|11|57|66|5|67|50|114|381|9|4|28|1|0.299|0.378|0.465
James McCann|ARI|134|4|14|22|0|31|6|37|125|0|1|6|0|0.296|0.333|0.44
Michael Harris II|ATL|516|22|64|75|9|101|19|144|490|3|2|31|1|0.294|0.321|0.496
Josh Jung|TEX|396|9|46|35|1|71|33|104|354|3|6|23|1|0.294|0.361|0.441
Brett Callahan|DET|27|1|2|6|0|7|1|7|24|1|1|1|1|0.292|0.333|0.542
Jake McCarthy|COL|476|13|65|69|25|80|24|127|437|5|5|27|7|0.291|0.331|0.474
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Ronny Simon|PIT|34|0|4|2|1|4|2|9|31|0|0|1|0|0.29|0.333|0.323
Alec Burleson|STL|569|21|78|99|3|95|46|149|514|3|6|33|1|0.29|0.353|0.481
Jordan Walker|STL|564|27|85|97|18|137|43|149|514|3|4|29|0|0.29|0.348|0.504
TJ Rumfield|COL|531|13|55|61|0|74|61|133|459|2|9|26|2|0.29|0.382|0.44
Jung Hoo Lee|SFG|497|9|61|47|11|49|22|134|464|4|7|27|4|0.289|0.328|0.422
Chase DeLauter|CLE|472|13|52|59|9|69|50|121|419|3|0|22|3|0.289|0.362|0.449
Wade Meckler|LAA|233|3|29|21|6|49|22|60|208|0|2|10|0|0.288|0.362|0.38
Bobby Witt Jr.|KCR|518|16|76|49|36|91|55|132|458|3|2|28|1|0.288|0.365|0.459
Ceddanne Rafaela|BOS|545|16|67|66|17|111|21|147|512|2|8|32|3|0.287|0.324|0.455
Luis Campusano|SDP|168|5|18|23|0|37|23|41|143|0|2|11|0|0.287|0.393|0.469
Turner Hill|SFG|35|0|3|6|1|5|5|8|28|2|0|4|0|0.286|0.371|0.429
Corey Julks|DET|7|0|1|0|0|1|0|2|7|0|0|1|0|0.286|0.286|0.429
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Joey Wiemer|WSH|83|3|16|12|1|29|12|20|70|0|1|5|1|0.286|0.398|0.514
Xavier Edwards|MIA|567|6|59|51|20|75|64|141|494|6|0|17|6|0.285|0.363|0.381
Ty France|SDP|395|18|45|56|1|86|29|99|347|6|12|17|2|0.285|0.355|0.501
Jake Mangum|PIT|403|4|51|28|21|79|22|104|365|2|11|16|2|0.285|0.343|0.373
Pedro Ramírez|CHC|182|4|25|24|7|33|14|47|165|1|1|10|2|0.285|0.343|0.442
Fernando Tatis Jr.|SDP|586|17|75|67|30|108|54|148|520|6|5|28|2|0.285|0.354|0.444
Troy Johnston|COL|395|4|37|47|4|66|34|99|348|5|7|27|1|0.284|0.355|0.402
Luis García Jr.|NYY|457|28|59|87|4|76|22|123|433|2|0|24|5|0.284|0.317|0.557
Liam Hicks|TBR|480|17|62|73|3|45|50|117|412|7|10|13|1|0.284|0.37|0.444
Angel Genao|CLE|73|1|9|3|1|8|5|19|67|0|1|3|0|0.284|0.342|0.373
Jac Caglianone|KCR|483|23|62|66|6|126|29|127|448|1|5|24|2|0.283|0.333|0.5
Juan Soto|NYM|359|21|46|52|7|48|63|83|293|2|0|8|2|0.283|0.408|0.539
Shohei Ohtani|LAD|573|30|86|80|10|135|77|137|484|5|5|25|4|0.283|0.384|0.537
Jeremy Peña|HOU|367|16|65|44|9|81|22|95|336|2|7|15|1|0.283|0.338|0.476
Tristan Peters|CHW|404|12|54|52|7|73|31|102|362|2|5|27|3|0.282|0.345|0.472
Blake Dunn|CIN|155|2|20|7|6|33|10|40|142|1|2|7|1|0.282|0.335|0.387
Jackson Chourio|MIL|452|19|68|55|14|107|37|116|412|1|2|22|0|0.282|0.343|0.473
Keibert Ruiz|WSH|306|9|41|45|2|33|16|80|285|3|2|22|0|0.281|0.32|0.453
Javier Sanoja|MIA|376|6|34|51|9|31|21|99|353|1|0|28|2|0.28|0.32|0.422
Junior Caminero|TBR|584|35|82|85|3|106|68|143|511|2|3|20|1|0.28|0.366|0.528
Jonathan Aranda|TBR|570|16|62|78|0|133|60|138|494|7|9|21|0|0.279|0.363|0.419
Ernie Clement|TOR|530|9|54|43|5|52|18|141|505|5|2|29|1|0.279|0.304|0.394
Carson Benge|NYM|533|16|68|54|19|115|38|136|488|1|6|18|3|0.279|0.338|0.426
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Willson Contreras|BOS|505|26|66|78|3|126|55|118|424|3|22|21|2|0.278|0.387|0.521
Tyler Locklear|ARI|42|1|8|6|1|9|4|10|36|1|1|3|0|0.278|0.357|0.444
Miguel Rojas|LAD|203|3|20|19|0|21|13|50|180|6|2|12|0|0.278|0.323|0.394
Donovan Walton|ATH|188|4|29|19|2|31|19|45|162|0|5|12|1|0.278|0.371|0.438
Brendan Donovan|SEA|159|3|12|15|1|23|15|38|137|1|6|7|1|0.277|0.371|0.409
Isiah Kiner-Falefa|BOS|132|2|19|13|7|18|12|33|119|0|0|4|0|0.277|0.344|0.361
Pete Crow-Armstrong|CHC|602|33|93|83|32|159|71|143|516|3|11|27|7|0.277|0.374|0.548
Michael Massey|KCR|366|11|46|44|2|62|19|94|340|5|0|22|1|0.276|0.31|0.444
Randal Grichuk|CHW|208|11|32|32|0|48|7|55|199|1|1|20|1|0.276|0.303|0.553
Jhonny Pereda|SEA|82|2|9|4|0|16|5|21|76|0|1|0|0|0.276|0.329|0.355
Kevin McGonigle|DET|585|14|84|56|12|81|79|138|500|3|3|24|3|0.276|0.376|0.42
Drake Baldwin|ATL|496|22|72|67|3|104|49|121|439|1|7|13|0|0.276|0.357|0.456
Konnor Griffin|PIT|247|5|35|25|20|65|16|62|225|2|4|10|2|0.276|0.332|0.404
Nolan Schanuel|LAA|446|7|43|49|1|58|42|108|392|5|6|22|0|0.276|0.351|0.385
Jake Bauers|MIL|481|23|78|75|10|122|73|111|403|2|3|19|2|0.275|0.389|0.504
Mickey Gasper|BOS|154|5|17|19|0|22|18|36|131|1|3|8|1|0.275|0.373|0.466
Masataka Yoshida|BOS|297|5|34|28|2|33|28|72|263|3|3|16|1|0.274|0.347|0.399
Alejandro Kirk|TOR|230|7|17|29|0|25|26|55|201|3|0|6|0|0.274|0.352|0.408
Seiya Suzuki|CHC|516|22|78|77|3|130|63|122|446|3|4|28|0|0.274|0.366|0.484
Randy Arozarena|SEA|548|20|85|58|20|115|56|128|469|3|20|26|1|0.273|0.372|0.461
Chase Meidroth|CHW|544|12|75|50|2|121|51|131|480|3|4|26|0|0.273|0.346|0.402
Jonatan Clase|TOR|25|2|4|6|0|8|3|6|22|0|0|0|0|0.273|0.36|0.545
Steven Kwan|CLE|522|2|65|27|9|52|70|120|440|3|4|16|2|0.273|0.375|0.332
Jordan Lawlar|ARI|74|3|10|8|4|20|3|18|66|0|4|2|0|0.273|0.342|0.439
Brandon Lockridge|MIL|111|0|12|12|6|32|11|27|99|0|0|4|0|0.273|0.345|0.313
Nick Madrigal|LAA|52|0|7|2|1|3|7|12|44|0|1|1|0|0.273|0.385|0.295
Riley Greene|DET|492|16|65|54|3|133|61|115|422|5|4|25|1|0.273|0.366|0.45
CJ Abrams|WSH|556|29|81|92|26|130|49|133|489|6|12|26|3|0.272|0.349|0.515
Christian Encarnacion-Strand|BAL|123|7|13|28|1|33|6|31|114|1|1|7|0|0.272|0.311|0.518
Andy Pages|LAD|550|21|72|80|12|107|45|134|493|5|7|25|2|0.272|0.338|0.458
Ezequiel Duran|TEX|485|14|58|70|10|117|37|119|438|5|4|25|4|0.272|0.331|0.443
Pete Alonso|BAL|585|32|82|91|5|141|65|138|508|4|8|24|0|0.272|0.361|0.508
Brandon Marsh|PHI|502|17|67|55|11|127|31|126|464|4|2|18|2|0.272|0.317|0.429
Luke Keaschall|MIN|504|8|61|40|15|77|48|117|431|7|17|21|1|0.271|0.362|0.381
Jonny DeLuca|TBR|283|8|35|39|14|56|12|73|269|0|0|20|0|0.271|0.302|0.435
Casey Schmitt|SFG|409|21|47|55|9|81|11|105|387|4|7|17|1|0.271|0.301|0.483
Ryan Waldschmidt|ARI|242|3|27|22|7|70|18|58|214|3|4|15|1|0.271|0.335|0.393
Orlando Arcia|MIN|50|1|6|2|0|8|2|13|48|0|0|1|0|0.271|0.3|0.354
Ryan Jeffers|MIN|287|10|41|42|1|48|39|66|244|1|2|15|1|0.27|0.374|0.463
Ryan O'Hearn|PIT|398|17|54|69|1|86|31|97|359|3|5|15|0|0.27|0.334|0.454
Tommy White|ATH|142|2|15|8|0|23|4|37|137|1|0|4|0|0.27|0.289|0.343
Mauricio Dubón|ATL|516|10|57|64|7|62|30|129|478|2|2|24|2|0.27|0.314|0.391
Josh Naylor|SEA|535|10|48|47|25|68|40|131|487|2|5|18|0|0.269|0.33|0.368
Henry Bolte|ATH|350|6|38|26|14|98|25|83|309|2|12|11|1|0.269|0.345|0.369
Maikel Garcia|KCR|309|3|34|32|5|47|24|76|283|2|0|18|3|0.269|0.324|0.385
Elly De La Cruz|CIN|521|21|78|60|23|141|54|124|462|3|2|23|5|0.268|0.345|0.476
William Contreras|MIL|542|12|65|69|1|74|50|129|481|7|4|21|1|0.268|0.338|0.391
Hao-Yu Lee|DET|253|7|26|33|1|57|15|63|235|2|0|12|1|0.268|0.31|0.417
Cooper Pratt|MIL|180|2|24|19|12|36|18|41|153|6|2|5|1|0.268|0.341|0.353
Sam Antonacci|CHW|456|8|67|40|17|72|36|105|392|1|24|19|3|0.268|0.364|0.393
Jonah Cox|SFG|61|3|10|7|5|29|2|15|56|0|0|1|2|0.268|0.293|0.518
Santiago Espinal|LAD|60|1|5|7|0|8|1|15|56|1|0|3|0|0.268|0.276|0.375
Trevor Larnach|MIN|393|11|52|43|2|69|41|93|348|0|3|20|1|0.267|0.349|0.425
Tommy Edman|LAD|222|5|30|27|5|48|15|52|195|0|10|9|2|0.267|0.35|0.41
Kyle Farmer|ATL|16|0|2|3|0|4|0|4|15|1|0|1|0|0.267|0.25|0.333
Luis Lara|MIL|135|1|17|17|3|26|14|32|120|1|0|6|2|0.267|0.341|0.375
Endy Rodríguez|PIT|159|7|20|20|6|41|23|36|135|0|0|6|0|0.267|0.373|0.467
Justin Crawford|PHI|396|2|42|34|16|68|24|96|361|3|3|17|4|0.266|0.315|0.352
Bryce Harper|PHI|576|27|84|77|7|120|94|126|474|7|1|26|3|0.266|0.384|0.504
Jacob Wilson|ATH|337|7|37|37|4|39|12|85|320|1|3|16|1|0.266|0.298|0.388
Austin Hedges|CLE|202|5|20|21|1|35|18|47|177|2|1|7|0|0.266|0.333|0.39
James Wood|WSH|535|30|100|73|17|153|90|116|437|4|4|26|1|0.265|0.393|0.535
Cody Freeman|TEX|57|0|5|2|0|10|6|13|49|0|0|0|1|0.265|0.345|0.306
Jared Young|NYM|279|8|32|32|3|52|18|67|253|2|6|15|2|0.265|0.326|0.435
Nathan Lukes|TOR|359|10|37|32|1|53|21|86|325|2|5|11|0|0.265|0.317|0.391
Jesús Sánchez|TOR|287|8|24|34|1|66|17|68|257|5|8|18|0|0.265|0.324|0.428
