name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Justin Dean|CHC|5|0|3|3|0|1|1|2|4|0|0|0|1|0.5|0.6|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|11|0|2|1|0|0|0|5|11|0|0|2|0|0.455|0.455|0.636
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Luis Urías|TOR|18|1|2|2|0|2|3|6|15|0|0|1|0|0.4|0.5|0.667
Tommy Edman|LAD|46|1|3|8|0|9|5|15|41|0|0|2|1|0.366|0.435|0.537
Andrew Vaughn|MIL|148|2|18|24|0|15|18|43|127|1|2|14|2|0.339|0.426|0.528
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|91|1|13|11|6|26|11|26|78|0|0|1|1|0.333|0.416|0.41
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Otto Lopez|MIA|362|7|53|37|16|50|16|112|337|5|4|22|4|0.332|0.365|0.484
Yandy Díaz|TBR|351|12|46|53|1|46|35|100|304|3|9|15|1|0.329|0.41|0.503
Luis Arraez|SFG|358|4|43|32|6|13|19|105|322|8|3|18|7|0.326|0.361|0.463
Nicky Lopez|TEX|100|1|10|8|3|16|3|30|93|0|2|2|0|0.323|0.357|0.376
Yordan Alvarez|HOU|379|26|59|60|1|65|59|100|313|2|5|16|0|0.319|0.433|0.62
Brandon Marsh|PHI|324|15|50|46|8|85|15|97|304|3|2|15|2|0.319|0.352|0.53
Jung Hoo Lee|SFG|314|5|43|32|6|29|13|94|295|3|3|19|3|0.319|0.35|0.454
Anthony Seigler|BOS|49|1|7|3|1|10|5|14|44|0|0|5|0|0.318|0.388|0.5
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Troy Johnston|COL|287|3|31|36|4|49|24|80|256|2|4|22|0|0.313|0.378|0.434
Alex Jackson|MIN|47|0|5|3|0|14|0|14|45|0|2|3|0|0.311|0.34|0.378
Victor Bericoto|SFG|40|4|5|6|0|10|1|12|39|0|0|1|0|0.308|0.325|0.641
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Nelson Velázquez|STL|44|3|7|7|0|11|4|12|39|0|1|2|0|0.308|0.386|0.59
Donovan Walton|LAA|93|3|13|12|0|17|4|27|88|0|0|7|0|0.307|0.337|0.489
Blaze Alexander|BAL|215|3|24|26|8|49|14|59|193|1|3|12|2|0.306|0.36|0.435
Alika Williams|ATH|73|2|11|8|0|21|3|21|69|0|0|6|0|0.304|0.333|0.478
Xavier Edwards|MIA|363|6|48|30|13|44|42|96|317|3|0|13|5|0.303|0.381|0.432
Jake Mangum|PIT|211|1|25|14|14|38|12|58|192|1|3|8|0|0.302|0.351|0.359
Esmerlyn Valdez|PIT|59|6|11|12|0|20|6|16|53|0|0|4|0|0.302|0.373|0.717
Nick Gonzales|PIT|328|3|45|36|4|61|21|90|300|1|6|11|1|0.3|0.357|0.373
Nathan Lukes|TOR|183|4|19|17|0|29|9|50|167|1|4|8|0|0.299|0.348|0.419
Ernie Clement|TOR|335|7|38|29|2|34|12|96|321|2|0|22|1|0.299|0.322|0.439
William Contreras|MIL|345|9|47|51|1|45|31|91|307|4|3|12|0|0.296|0.362|0.423
Jackson Chourio|MIL|234|12|35|33|6|56|19|63|213|1|1|14|0|0.296|0.355|0.531
Sam Antonacci|CHW|267|5|44|23|11|39|20|67|227|1|17|11|2|0.295|0.392|0.427
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Jeremy Peña|HOU|202|6|34|21|8|35|15|54|183|1|3|9|0|0.295|0.356|0.443
Freddie Freeman|LAD|367|14|50|47|3|59|45|93|316|3|3|22|1|0.294|0.384|0.503
Josh Jung|TEX|350|9|40|32|1|63|27|93|316|2|5|20|0|0.294|0.357|0.443
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Jake McCarthy|COL|259|6|31|37|13|46|14|70|238|3|1|16|5|0.294|0.332|0.479
Jonathan Aranda|TBR|358|13|44|58|0|78|49|87|296|6|7|13|0|0.294|0.399|0.47
Juan Soto|NYM|289|17|38|39|6|36|45|71|242|1|0|8|2|0.293|0.403|0.554
Bobby Witt Jr.|KCR|358|12|44|36|28|60|37|93|317|3|1|20|1|0.293|0.366|0.476
Lars Nootbaar|STL|88|2|13|7|0|20|12|22|75|1|0|4|1|0.293|0.386|0.453
Michael Harris II|ATL|301|14|37|44|5|60|15|83|283|2|1|13|0|0.293|0.329|0.488
Junior Caminero|TBR|363|24|54|54|0|65|47|92|314|2|0|12|0|0.293|0.383|0.561
Henry Bolte|ATH|170|2|14|14|11|48|14|43|147|2|6|6|0|0.293|0.373|0.374
Wade Meckler|LAA|119|2|16|15|2|26|13|31|106|0|0|7|0|0.292|0.37|0.415
Shohei Ohtani|LAD|369|18|60|50|6|85|56|88|302|4|5|15|2|0.291|0.406|0.533
Trevor Larnach|MIN|261|5|39|29|2|46|30|66|227|0|3|16|1|0.291|0.381|0.436
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
TJ Rumfield|COL|341|12|37|45|0|49|33|87|300|2|6|18|2|0.29|0.37|0.483
Connor Wong|BOS|114|1|12|14|2|24|11|28|97|1|3|8|0|0.289|0.375|0.402
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Jordan Walker|STL|345|18|47|59|11|90|25|91|316|2|2|16|0|0.288|0.342|0.509
Elias Díaz|TEX|68|3|8|15|0|13|1|19|66|1|0|5|0|0.288|0.294|0.5
Pete Crow-Armstrong|CHC|378|19|56|49|21|98|39|94|328|2|8|13|4|0.287|0.374|0.524
Tristan Peters|CHW|245|4|31|30|5|44|17|63|220|1|3|17|2|0.286|0.344|0.436
