name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|19|0|3|1|0|0|0|8|18|0|1|2|0|0.444|0.474|0.556
Justin Dean|CHC|6|0|3|3|0|2|1|2|5|0|0|0|1|0.4|0.5|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Luis Urías|TOR|19|1|2|2|0|3|3|6|16|0|0|1|0|0.375|0.474|0.625
Tommy Edman|LAD|56|1|6|9|1|10|7|17|48|0|1|3|1|0.354|0.446|0.521
Otto Lopez|MIA|377|8|57|40|17|51|16|120|352|5|4|24|5|0.341|0.371|0.506
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Esmerlyn Valdez|PIT|73|6|13|17|0|24|6|22|66|1|0|5|1|0.333|0.384|0.712
Luis Arraez|SFG|366|4|45|33|6|15|19|109|330|8|3|19|7|0.33|0.364|0.467
Samad Taylor|SDP|96|1|14|11|6|27|12|27|82|0|0|1|1|0.329|0.415|0.402
Andrew Vaughn|MIL|153|2|18|24|0|17|19|43|131|1|2|14|2|0.328|0.418|0.511
Yandy Díaz|TBR|360|12|46|53|1|48|37|101|311|3|9|15|1|0.325|0.408|0.495
Yordan Alvarez|HOU|388|29|62|67|1|66|59|104|321|3|5|16|0|0.324|0.433|0.645
Anthony Seigler|BOS|54|1|9|3|1|10|6|15|47|0|1|6|0|0.319|0.407|0.511
Jung Hoo Lee|SFG|322|5|45|33|6|30|13|96|303|3|3|20|3|0.317|0.348|0.452
Nicky Lopez|TEX|108|1|12|9|4|16|3|32|101|0|2|2|0|0.317|0.349|0.366
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Troy Johnston|COL|297|3|32|38|4|51|27|82|263|2|4|23|0|0.312|0.382|0.433
Donovan Walton|LAA|96|3|13|12|0|18|5|28|90|0|0|7|0|0.311|0.347|0.489
Brandon Marsh|PHI|333|15|50|46|8|87|15|97|313|3|2|15|2|0.31|0.342|0.514
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Jake Mangum|PIT|225|1|28|14|17|39|12|63|205|1|4|9|0|0.307|0.356|0.366
Jake McCarthy|COL|273|9|36|47|14|47|15|77|251|3|1|16|5|0.307|0.344|0.518
Nick Gonzales|PIT|342|4|47|40|4|62|22|96|313|1|6|12|1|0.307|0.363|0.39
Blaze Alexander|BAL|222|3|25|28|9|51|15|60|199|1|3|12|2|0.302|0.358|0.427
Michael Harris II|ATL|314|16|41|48|5|62|15|89|296|2|1|13|0|0.301|0.334|0.507
Romy Gonzalez|BOS|20|1|2|4|0|5|0|6|20|0|0|0|1|0.3|0.3|0.55
Alex Jackson|MIN|52|1|6|4|0|15|0|15|50|0|2|3|0|0.3|0.327|0.42
Xavier Edwards|MIA|377|6|49|35|13|44|47|97|324|5|0|13|5|0.299|0.383|0.426
Henry Bolte|ATH|178|2|16|14|11|48|15|46|154|2|6|6|0|0.299|0.379|0.377
Victor Bericoto|SFG|48|4|5|6|0|13|1|14|47|0|0|3|0|0.298|0.313|0.617
Josh Jung|TEX|359|9|41|34|1|64|29|96|323|2|5|22|0|0.297|0.362|0.449
Freddie Freeman|LAD|380|15|51|49|3|62|47|97|327|3|3|22|1|0.297|0.387|0.508
Juan Soto|NYM|298|18|39|41|6|38|46|74|250|1|0|8|2|0.296|0.404|0.56
TJ Rumfield|COL|351|12|40|47|0|50|34|91|308|2|7|19|2|0.295|0.376|0.487
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Jeremy Peña|HOU|202|6|34|21|8|35|15|54|183|1|3|9|0|0.295|0.356|0.443
William Contreras|MIL|360|9|47|51|1|48|31|95|322|4|3|12|0|0.295|0.358|0.416
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Cole Carrigg|COL|91|4|18|19|2|18|11|22|75|3|1|3|3|0.293|0.378|0.573
Jackson Chourio|MIL|246|13|38|35|6|60|19|66|225|1|1|14|0|0.293|0.35|0.529
Ernie Clement|TOR|342|7|38|29|2|34|12|96|328|2|0|22|1|0.293|0.316|0.43
Trevor Larnach|MIN|270|6|41|30|2|47|33|68|233|0|3|16|1|0.292|0.387|0.446
Miguel Rojas|LAD|145|3|15|15|0|14|10|37|127|4|2|8|0|0.291|0.343|0.425
Tristan Peters|CHW|256|4|34|30|5|46|18|67|230|1|3|19|2|0.291|0.349|0.443
Junior Caminero|TBR|377|26|57|56|1|67|48|95|327|2|0|12|0|0.291|0.379|0.566
Jordan Walker|STL|360|19|53|63|11|93|28|95|327|2|3|18|0|0.291|0.35|0.52
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Sam Antonacci|CHW|278|5|46|24|11|42|20|69|238|1|17|12|2|0.29|0.384|0.42
Pete Crow-Armstrong|CHC|385|19|56|49|21|98|41|96|332|2|9|14|4|0.289|0.38|0.527
Shohei Ohtani|LAD|377|18|60|50|6|86|57|89|309|4|5|15|2|0.288|0.403|0.524
Liam Hicks|MIA|313|13|48|54|1|29|31|78|271|5|5|7|1|0.288|0.365|0.465
Elias Díaz|TEX|76|4|10|16|0|14|2|21|73|1|0|6|0|0.288|0.303|0.534
Connor Wong|BOS|118|1|12|14|2|26|11|29|101|1|3|8|0|0.287|0.371|0.396
Jonathan Aranda|TBR|372|13|45|58|0|83|49|89|310|6|7|13|0|0.287|0.39|0.455
Randy Arozarena|SEA|348|9|54|41|19|77|32|86|300|3|13|21|1|0.287|0.376|0.453
Riley Greene|DET|371|12|45|40|2|101|45|92|321|3|2|18|0|0.287|0.375|0.455
Gabriel Moreno|ARI|240|6|30|28|4|38|27|59|206|4|3|12|0|0.286|0.371|0.432
Bobby Witt Jr.|KCR|366|12|44|36|29|62|37|93|325|3|1|20|1|0.286|0.358|0.465
