name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Lucas Spence|HOU|8|0|1|0|0|1|1|3|7|0|0|0|0|0.429|0.5|0.429
Eduardo Valencia|DET|13|2|3|3|0|4|0|5|12|0|1|0|0|0.417|0.462|0.917
Joshua Kuroda-Grauer|ATH|55|0|7|3|0|6|1|22|53|0|1|7|0|0.415|0.436|0.547
Justin Dean|CHC|6|0|3|3|0|2|1|2|5|0|0|0|1|0.4|0.5|0.8
Harry Ford|WSH|6|1|3|3|0|2|1|2|5|0|0|0|0|0.4|0.5|1.0
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Brewer Hicklen|ATL|9|0|2|1|0|2|1|3|8|0|0|2|0|0.375|0.444|0.625
Tyler Tolbert|KCR|60|2|17|5|11|11|4|20|54|1|0|1|0|0.37|0.407|0.5
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tommy Edman|LAD|81|1|11|11|2|16|8|24|70|0|1|5|1|0.343|0.418|0.486
Otto Lopez|MIA|419|9|61|46|18|59|20|130|388|7|4|27|6|0.335|0.368|0.505
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Rafael Flores Jr.|PIT|16|1|2|2|0|2|4|4|12|0|0|1|0|0.333|0.5|0.667
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|SFG|412|4|48|35|8|16|25|121|370|8|3|21|7|0.327|0.367|0.454
Yordan Alvarez|HOU|430|31|65|72|1|73|66|114|356|3|5|19|0|0.32|0.43|0.635
Jonatan Clase|TOR|22|2|4|6|0|6|3|6|19|0|0|0|0|0.316|0.409|0.632
Jim Jarvis|ATL|41|1|5|4|0|9|1|12|38|0|1|3|0|0.316|0.35|0.474
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Yandy Díaz|TBR|407|13|51|56|1|55|39|112|356|3|9|17|1|0.315|0.393|0.478
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Nick Gonzales|PIT|381|5|53|44|4|68|28|107|346|1|6|15|1|0.309|0.37|0.402
Andrew Vaughn|MIL|172|2|20|24|0|19|20|46|149|1|2|14|2|0.309|0.395|0.47
Gabriel Moreno|ARI|283|6|37|32|4|44|33|75|243|4|3|15|0|0.309|0.392|0.444
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Donovan Walton|ATH|106|3|16|12|0|19|9|29|95|0|1|8|0|0.305|0.371|0.484
Wade Meckler|LAA|142|2|19|17|3|32|14|39|128|0|0|8|0|0.305|0.373|0.414
Esmerlyn Valdez|PIT|113|11|22|30|0|42|10|31|102|1|0|7|1|0.304|0.363|0.716
Jung Hoo Lee|SFG|360|5|48|33|6|36|14|103|339|3|4|21|3|0.304|0.336|0.428
Jake McCarthy|COL|316|10|41|55|17|54|18|87|287|3|4|19|6|0.303|0.349|0.516
