name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
James Triantos|CHC|1|0|1|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Bryan De La Cruz|PHI|6|1|1|1|0|2|1|3|5|0|0|0|0|0.6|0.667|1.2
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Eduardo Valencia|DET|13|2|3|3|0|4|0|5|12|0|1|0|0|0.417|0.462|0.917
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Christian Encarnacion-Strand|BAL|26|3|3|9|0|6|1|9|24|0|0|1|0|0.375|0.4|0.792
Tyler Locklear|ARI|19|1|4|5|1|3|3|6|16|0|0|1|0|0.375|0.474|0.625
Brewer Hicklen|ATL|22|0|5|3|0|8|3|7|19|0|0|4|0|0.368|0.455|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Otto Lopez|MIA|437|9|62|47|20|60|23|133|402|8|4|27|6|0.331|0.366|0.495
Tommy Edman|LAD|109|2|16|17|3|20|8|31|94|0|5|5|2|0.33|0.411|0.489
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|SFG|433|4|50|38|8|19|25|127|390|9|3|22|7|0.326|0.363|0.449
Yordan Alvarez|HOU|455|34|72|77|1|78|68|123|379|3|5|20|0|0.325|0.431|0.646
Alex Jackson|MIN|62|1|9|5|0|17|1|19|59|0|2|4|0|0.322|0.355|0.441
Tyler Tolbert|KCR|72|2|18|5|12|11|4|20|63|1|0|1|0|0.317|0.353|0.429
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Jeremy Peña|HOU|245|9|45|28|8|40|17|70|222|2|4|9|0|0.315|0.371|0.477
Nicky Lopez|TEX|154|1|16|16|4|21|5|44|140|0|2|3|0|0.314|0.347|0.357
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Gabriel Moreno|ARI|316|7|42|39|4|47|37|84|270|6|3|16|0|0.311|0.392|0.448
Nick Gonzales|PIT|408|6|58|47|4|73|28|116|373|1|6|17|1|0.311|0.368|0.41
Andrew Vaughn|MIL|189|3|22|26|0|23|21|51|165|1|2|15|2|0.309|0.392|0.479
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Yandy Díaz|TBR|441|14|57|61|2|63|40|119|389|3|9|18|1|0.306|0.381|0.465
Jake Mangum|PIT|284|2|35|21|19|48|14|79|260|1|6|10|1|0.304|0.352|0.373
Jung Hoo Lee|SFG|384|6|51|37|6|38|15|109|361|3|5|22|4|0.302|0.336|0.435
Jake McCarthy|COL|344|10|45|58|17|62|18|95|315|3|4|21|7|0.302|0.344|0.508
Michael Harris II|ATL|394|19|52|61|6|78|15|112|374|3|2|21|0|0.299|0.327|0.508
