name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Justin Dean|CHC|4|0|2|3|0|1|0|2|4|0|0|0|1|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Yandy Díaz|TBR|341|12|45|53|1|45|34|99|295|3|9|15|1|0.336|0.416|0.515
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Tommy Edman|LAD|37|0|1|4|0|7|4|11|33|0|0|2|1|0.333|0.405|0.455
Ben Malgeri|DET|9|0|1|1|0|3|2|2|6|1|0|0|0|0.333|0.444|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Anthony Seigler|BOS|37|1|5|3|0|7|4|11|33|0|0|3|0|0.333|0.405|0.515
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Otto Lopez|MIA|353|6|52|36|16|50|16|109|328|5|4|21|4|0.332|0.365|0.476
Andrew Vaughn|MIL|140|2|16|24|0|14|16|40|121|1|2|12|2|0.331|0.414|0.512
Luis Arraez|SFG|345|3|42|31|6|13|19|100|309|8|3|17|6|0.324|0.36|0.447
Samad Taylor|SDP|80|1|12|11|6|23|10|22|68|0|0|1|0|0.324|0.41|0.382
Jung Hoo Lee|SFG|305|5|41|31|5|29|13|92|286|3|3|19|3|0.322|0.354|0.462
Brandon Marsh|PHI|309|12|46|42|8|79|14|93|290|3|2|15|2|0.321|0.353|0.51
Alex Jackson|MIN|46|0|5|3|0|13|0|14|44|0|2|3|0|0.318|0.348|0.386
Donovan Walton|LAA|89|3|13|12|0|17|3|27|85|0|0|7|0|0.318|0.341|0.506
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Troy Johnston|COL|280|3|30|36|4|49|22|79|251|2|4|22|0|0.315|0.376|0.438
Nicky Lopez|TEX|89|1|8|6|3|14|3|26|83|0|1|1|0|0.313|0.345|0.361
Yordan Alvarez|HOU|366|25|58|56|1|63|57|94|302|2|5|16|0|0.311|0.426|0.613
Nathan Lukes|TOR|170|4|18|17|0|27|8|48|155|1|4|8|0|0.31|0.357|0.439
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Jake McCarthy|COL|245|6|31|34|13|44|14|68|224|3|1|14|5|0.304|0.343|0.491
Blaze Alexander|BAL|203|3|22|25|8|45|13|55|182|1|3|12|1|0.302|0.357|0.429
William Contreras|MIL|332|9|46|50|1|45|31|89|296|4|1|12|0|0.301|0.364|0.432
Juan Soto|NYM|277|17|38|39|6|35|42|70|233|1|0|7|2|0.3|0.406|0.567
Luis Urías|TOR|11|1|1|2|0|1|1|3|10|0|0|0|0|0.3|0.364|0.6
Ernie Clement|TOR|323|7|37|28|2|33|10|93|311|2|0|21|1|0.299|0.319|0.441
Henry Bolte|ATH|157|2|14|12|10|45|14|40|134|2|6|6|0|0.299|0.385|0.388
Xavier Edwards|MIA|351|6|45|29|12|44|42|91|305|3|0|12|5|0.298|0.38|0.43
Jake Mangum|PIT|202|1|23|14|14|37|11|55|185|1|2|7|0|0.297|0.342|0.351
Michael Harris II|ATL|292|14|37|43|5|59|13|82|276|2|1|13|0|0.297|0.329|0.496
Jackson Chourio|MIL|219|11|33|31|6|52|15|60|202|1|1|14|0|0.297|0.347|0.53
Nick Gonzales|PIT|317|3|44|35|4|58|20|86|290|1|6|11|1|0.297|0.353|0.372
Shohei Ohtani|LAD|354|17|59|47|6|82|55|85|288|4|5|15|2|0.295|0.412|0.538
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Jeremy Peña|HOU|202|6|34|21|8|35|15|54|183|1|3|9|0|0.295|0.356|0.443
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Lars Nootbaar|STL|81|2|12|7|0|17|12|20|68|1|0|4|1|0.294|0.395|0.471
TJ Rumfield|COL|328|12|36|45|0|48|31|85|289|2|6|17|2|0.294|0.372|0.491
Josh Jung|TEX|336|8|38|31|1|59|25|89|304|2|5|19|0|0.293|0.354|0.434
Sam Antonacci|CHW|258|4|41|22|11|39|20|64|219|1|16|10|2|0.292|0.391|0.411
Junior Caminero|TBR|354|22|52|49|0|62|47|89|305|2|0|12|0|0.292|0.384|0.548
Jonah Cox|SFG|26|1|5|2|2|14|0|7|24|0|0|1|1|0.292|0.292|0.542
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Ryan Kreidler|MIN|104|5|17|21|0|17|10|27|93|0|1|3|2|0.29|0.365|0.527
Jordan Walker|STL|338|18|47|58|10|87|24|90|310|2|2|16|0|0.29|0.343|0.516
Kahlil Watson|CLE|32|1|2|8|2|11|1|9|31|0|0|2|0|0.29|0.313|0.452
Casey Schmitt|SFG|313|16|37|42|7|61|7|86|297|3|6|15|1|0.29|0.316|0.508
Paul Goldschmidt|NYY|225|14|31|41|1|45|17|59|204|1|3|9|1|0.289|0.351|0.549
Freddie Freeman|LAD|354|13|47|45|2|59|43|88|305|3|3|21|1|0.289|0.379|0.492
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Trevor Larnach|MIN|248|5|37|27|2|44|29|62|215|0|3|15|1|0.288|0.381|0.437
Elias Díaz|TEX|61|2|7|13|0|13|1|17|59|1|0|5|0|0.288|0.295|0.475
Bobby Witt Jr.|KCR|350|10|42|33|28|60|37|89|309|3|1|20|1|0.288|0.363|0.456
Jonathan Aranda|TBR|349|13|42|57|0|78|47|83|290|6|6|13|0|0.286|0.39|0.466
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Kyle Farmer|ATL|15|0|2|3|0|4|0|4|14|1|0|1|0|0.286|0.267|0.357
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
