name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Max Clark|DET|15|1|4|3|0|3|3|6|12|0|0|2|0|0.5|0.6|0.917
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Eduardo Valencia|DET|32|4|9|11|0|8|0|14|31|0|1|3|0|0.452|0.469|0.935
Bryan De La Cruz|PHI|27|2|4|6|0|5|2|9|21|2|2|1|0|0.429|0.481|0.762
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Abimelec Ortiz|WSH|5|1|1|1|0|0|0|2|5|0|0|1|0|0.4|0.4|1.2
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Osleivis Basabe|SFG|14|2|2|6|0|2|0|4|12|1|1|1|0|0.333|0.357|0.917
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Yordan Alvarez|HOU|494|35|77|84|1|84|79|134|406|3|6|24|0|0.33|0.443|0.648
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Tyler Tolbert|KCR|91|3|22|6|15|15|6|26|80|1|0|3|0|0.325|0.368|0.475
Luis Arraez|SFG|464|4|52|43|10|21|25|136|420|9|4|23|7|0.324|0.36|0.44
Otto Lopez|MIA|472|9|68|51|23|64|23|140|436|9|4|28|7|0.321|0.354|0.479
Jeremy Peña|HOU|285|13|53|37|8|53|18|83|259|2|6|12|1|0.32|0.375|0.525
James McCann|ARI|96|3|10|19|0|24|2|29|91|0|1|5|0|0.319|0.34|0.473
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Luis Campusano|SDP|122|4|14|16|0|28|16|33|105|0|1|9|0|0.314|0.41|0.514
Enrique Hernández|LAD|16|1|2|2|0|3|0|5|16|0|0|2|0|0.313|0.313|0.625
John Rave|KCR|35|2|6|2|1|8|3|10|32|0|0|4|1|0.313|0.371|0.688
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Freddie Freeman|LAD|474|15|57|54|5|77|50|129|417|4|3|27|1|0.309|0.384|0.487
Nick Gonzales|PIT|447|6|61|50|5|78|28|127|411|1|7|18|1|0.309|0.362|0.401
Cole Carrigg|COL|173|5|33|28|5|34|19|45|146|4|3|11|3|0.308|0.39|0.527
Alex Jackson|MIN|68|1|10|5|0|22|1|20|65|0|2|4|0|0.308|0.338|0.415
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Pedro Ramírez|CHC|113|1|15|14|5|19|10|31|101|1|0|8|1|0.307|0.366|0.436
Jung Hoo Lee|SFG|416|8|55|43|8|43|17|119|389|4|6|25|4|0.306|0.341|0.452
Jake Mangum|PIT|323|3|40|24|20|59|16|89|295|1|8|11|1|0.302|0.353|0.376
Tommy Edman|LAD|137|3|20|21|3|28|10|36|120|0|5|6|2|0.3|0.378|0.458
Andrew Vaughn|MIL|215|4|24|29|0|28|25|55|184|2|4|15|2|0.299|0.391|0.467
Yandy Díaz|TBR|474|15|59|64|2|70|42|125|419|4|9|19|1|0.298|0.371|0.456
Chandler Simpson|TBR|418|0|46|22|28|39|20|115|386|5|0|11|6|0.298|0.328|0.358
Gabriel Moreno|ARI|350|8|46|47|4|52|40|89|299|7|4|18|0|0.298|0.38|0.438
TJ Rumfield|COL|442|13|48|58|0|65|44|115|389|2|7|23|2|0.296|0.376|0.465
Wade Meckler|LAA|165|3|20|19|3|37|15|44|149|0|1|9|0|0.295|0.364|0.416
Ty France|SDP|302|16|38|49|1|69|15|80|272|4|10|13|2|0.294|0.349|0.533
Josh Jung|TEX|396|9|46|35|1|71|33|104|354|3|6|23|1|0.294|0.361|0.441
Shohei Ohtani|LAD|474|24|71|67|6|108|67|116|395|5|5|22|2|0.294|0.398|0.542
Victor Bericoto|SFG|59|4|7|9|1|15|1|17|58|0|0|3|0|0.293|0.305|0.552
