name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
DaShawn Keirsey Jr.|ATL|1|0|2|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Vimael Machín|COL|6|0|0|0|0|2|0|3|6|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Michael Arroyo|SEA|24|1|4|3|1|5|4|7|19|1|0|2|0|0.368|0.458|0.632
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Brewer Hicklen|ATL|34|0|8|3|0|12|7|9|27|0|0|5|0|0.333|0.471|0.519
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|156|2|25|17|10|40|17|44|134|1|1|3|2|0.328|0.405|0.425
Eduardo Valencia|DET|111|6|19|18|0|27|3|34|105|0|2|11|0|0.324|0.355|0.6
Brett Bateman|TOR|165|2|23|11|3|33|14|47|146|1|2|5|1|0.322|0.387|0.411
Luis Arraez|PHI|639|6|66|62|10|28|34|182|581|13|5|33|7|0.313|0.349|0.425
Ronny Simon|PIT|52|1|9|4|3|7|3|15|48|0|0|3|0|0.313|0.353|0.438
Yordan Alvarez|HOU|659|40|98|99|1|115|105|168|539|5|10|32|1|0.312|0.429|0.597
Leo Bernal|STL|75|3|9|15|0|15|4|22|71|0|0|3|0|0.31|0.347|0.479
Chandler Simpson|TBR|594|0|65|36|45|46|26|171|553|6|0|16|6|0.309|0.337|0.36
Alex Jackson|MIN|72|1|12|5|0|24|2|21|68|0|2|4|0|0.309|0.347|0.412
Dustin Harris|SDP|122|0|18|18|9|17|10|33|107|2|1|4|3|0.308|0.367|0.402
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Otto Lopez|MIA|660|11|91|71|32|86|38|185|603|11|8|32|9|0.307|0.35|0.444
Andrew Vaughn|MIL|331|6|33|43|0|53|35|88|288|2|6|18|2|0.306|0.39|0.444
Gabriel Moreno|ARI|522|15|65|75|6|78|58|137|450|9|5|32|1|0.304|0.383|0.48
Ty France|SDP|470|21|56|70|1|99|34|126|414|8|13|24|2|0.304|0.369|0.524
Michael Stefanic|ATH|25|0|3|2|0|6|2|7|23|0|0|1|0|0.304|0.36|0.348
Nick Gonzales|PIT|588|6|70|60|7|96|41|162|533|1|13|27|1|0.304|0.367|0.392
Bryan De La Cruz|PHI|74|2|10|12|0|16|4|20|66|2|2|3|0|0.303|0.351|0.439
Blaze Alexander|BAL|289|4|35|31|10|63|19|79|261|1|4|13|2|0.303|0.358|0.414
TJ Rumfield|COL|609|15|63|70|0|85|70|159|527|2|10|29|3|0.302|0.392|0.454
Josh Jung|TEX|427|11|52|39|1|75|34|114|383|3|7|25|1|0.298|0.363|0.454
Jhonny Pereda|SEA|93|2|11|8|0|17|7|25|84|1|1|1|0|0.298|0.355|0.381
