name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Eduardo Valencia|DET|63|6|12|17|0|18|1|21|61|0|1|6|0|0.344|0.365|0.738
Bryan De La Cruz|PHI|41|2|5|10|0|8|2|12|35|2|2|1|0|0.343|0.39|0.543
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Gustavo Campero|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|PHI|540|6|63|54|10|24|27|159|493|10|4|28|7|0.323|0.356|0.444
Brett Bateman|TOR|61|0|5|4|1|11|4|18|56|0|0|3|1|0.321|0.367|0.411
Yordan Alvarez|HOU|561|36|85|90|1|96|88|147|461|4|8|28|0|0.319|0.433|0.614
Angel Genao|CLE|59|1|8|3|1|5|4|17|54|0|1|3|0|0.315|0.373|0.426
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
