name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Justin Dean|CHC|3|0|1|3|0|0|0|2|3|0|0|0|1|0.667|0.667|1.333
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Samad Taylor|SDP|71|1|11|11|6|19|8|22|61|0|0|1|0|0.361|0.435|0.426
Tommy Edman|LAD|28|0|0|1|0|5|3|9|25|0|0|1|0|0.36|0.429|0.4
Andrew Vaughn|MIL|133|2|16|24|0|14|16|39|114|1|2|12|1|0.342|0.429|0.518
Otto Lopez|MIA|344|6|51|35|16|48|16|107|319|5|4|21|3|0.335|0.369|0.476
Yandy Díaz|TBR|334|12|43|52|1|44|33|97|290|2|9|15|1|0.334|0.416|0.517
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Drew Cavanaugh|SFG|4|0|0|0|0|1|1|1|3|0|0|0|0|0.333|0.5|0.333
Tsung-Che Cheng|BOS|4|0|0|1|0|0|1|1|3|0|0|1|0|0.333|0.5|0.667
Ben Malgeri|DET|7|0|1|1|0|3|0|2|6|1|0|0|0|0.333|0.286|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Luis Urías|TOR|10|1|1|2|0|1|1|3|9|0|0|0|0|0.333|0.4|0.667
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Donovan Walton|LAA|86|3|13|12|0|15|3|27|82|0|0|7|0|0.329|0.353|0.524
Jung Hoo Lee|SFG|297|5|41|30|5|27|13|91|278|3|3|19|3|0.327|0.36|0.471
Anthony Seigler|BOS|30|0|4|1|0|7|2|9|28|0|0|3|0|0.321|0.367|0.429
Luis Arraez|SFG|337|3|40|30|6|13|19|97|302|7|3|17|6|0.321|0.36|0.447
Brandon Marsh|PHI|301|12|46|41|8|76|14|90|282|3|2|14|2|0.319|0.352|0.511
Jonah Cox|SFG|24|1|5|2|2|12|0|7|22|0|0|1|1|0.318|0.318|0.591
