name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Logan Allen|CLE|4.0|0|0|0|0.0|1.5|7|0|0|0|5|1|0|19
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
John Brebbia|COL|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Jose Cabrera|ARI|5.0|0|0|0|0.0|0.6|3|0|0|0|3|0|1|18
Tyler Callihan|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Jeff Criswell|COL|2.0|0|0|0|0.0|1.5|2|0|0|0|1|2|0|9
Yovanny Cruz|NYY|2.3|0|0|0|0.0|0.43|3|0|0|0|1|0|1|9
Nick Davila|SEA|12.7|0|1|1|0.0|1.11|9|0|0|0|5|9|1|51
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|5.0|0|0|0|0.0|0.4|3|0|0|0|1|1|0|15
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Alec Gamboa|BOS|1.7|0|0|0|0.0|0.0|3|0|0|0|0|0|0|5
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
James Karinchak|ATL|5.7|0|0|0|0.0|0.53|5|0|0|0|1|2|0|19
William Kempner|MIA|9.0|1|0|0|0.0|0.56|10|0|0|0|3|2|1|33
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Matt Krook|ATH|2.3|0|0|1|0.0|1.29|2|0|0|0|1|2|0|9
Jorge Mateo|ATL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Victor Mederos|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
A.J. Minter|NYM|10.0|0|0|1|0.0|0.6|8|0|0|0|5|1|0|36
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Jake Rogers|DET|1.3|0|0|0|0.0|1.5|1|0|0|0|2|0|0|6
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Javier Sanoja|MIA|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Dylan Smith|SFG|6.7|0|1|0|0.0|1.2|7|0|0|0|4|4|0|29
Drew Sommers|DET|6.7|0|0|2|0.0|1.05|10|0|0|0|4|3|1|28
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Myles Straw|TOR|1.3|0|0|0|0.0|3.75|0|0|0|0|4|1|0|9
Garrett Stubbs|PHI|1.3|0|0|0|0.0|0.0|0|0|0|0|0|0|0|4
Ildemaro Vargas|ARI|1.7|0|0|0|0.0|1.2|0|0|0|0|0|2|0|6
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Bryse Wilson|PHI|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|0|7
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Robert Suarez|ATL|32.0|4|4|12|0.56|0.84|26|1|0|2|21|6|0|121
Alimber Santa|HOU|12.7|0|0|0|0.71|0.79|8|0|0|1|5|5|0|47
Mason Miller|SDP|34.0|2|21|0|0.79|0.79|66|0|0|3|14|13|0|129
Louis Varland|TOR|43.0|3|16|5|0.84|0.93|58|1|0|4|28|12|0|164
Robby Ahlstrom|TEX|9.0|2|0|1|1.0|1.0|5|0|0|1|6|3|0|34
Cam Booser|TBR|9.0|0|0|1|1.0|1.0|10|1|0|1|6|3|0|35
Josh Hader|HOU|9.0|1|5|0|1.0|0.33|14|1|0|1|2|1|0|30
Dylan Lee|ATL|34.7|3|0|15|1.04|0.63|42|1|0|4|17|5|0|126
Mason Barnett|ATH|13.7|1|1|0|1.32|1.02|18|1|0|2|7|7|0|54
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Hunter Brown|HOU|19.3|1|0|0|1.4|1.19|28|1|1|3|12|11|2|81
Caleb Ferguson|CIN|12.7|0|0|2|1.42|1.26|12|0|0|2|11|5|0|54
Raisel Iglesias|ATL|25.3|0|15|0|1.42|1.11|29|1|0|4|22|6|0|99
Samy Natera Jr.|LAA|6.3|0|0|1|1.42|1.26|8|0|0|1|2|6|0|27
Jacob Misiorowski|MIL|93.0|8|0|0|1.45|0.75|138|4|10|15|47|23|7|353
