name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Max Clark|DET|5|0|2|1|0|0|1|3|4|0|0|2|0|0.75|0.8|1.25
Enrique Hernández|LAD|9|1|2|2|0|1|0|5|9|0|0|2|0|0.556|0.556|1.111
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Bryan De La Cruz|PHI|16|1|2|2|0|4|1|7|14|1|0|1|0|0.5|0.5|0.786
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
James Triantos|CHC|2|0|1|0|0|0|0|1|2|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Eduardo Valencia|DET|25|4|8|7|0|6|0|10|24|0|1|1|0|0.417|0.44|0.958
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|0|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Tyler Tolbert|KCR|83|3|21|6|14|13|6|24|72|1|0|2|0|0.333|0.38|0.486
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|SFG|459|4|52|43|10|21|25|136|415|9|4|23|7|0.328|0.364|0.446
Yordan Alvarez|HOU|479|35|74|82|1|83|75|128|395|3|6|20|0|0.324|0.436|0.641
Christian Encarnacion-Strand|BAL|37|3|5|11|0|7|2|11|34|0|0|2|0|0.324|0.361|0.647
Otto Lopez|MIA|463|9|65|50|22|63|23|138|428|8|4|27|7|0.322|0.356|0.481
Tommy Edman|LAD|125|2|19|18|3|24|9|35|109|0|5|6|2|0.321|0.398|0.468
Pedro Ramírez|CHC|104|1|14|14|4|16|8|30|94|1|0|8|1|0.319|0.369|0.457
Nick Gonzales|PIT|435|6|61|49|4|75|28|127|399|1|7|18|1|0.318|0.372|0.414
Jeremy Peña|HOU|270|12|51|34|8|49|17|78|246|2|5|11|0|0.317|0.37|0.508
