name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Will Wagner|SDP|6|0|0|0|0|0|2|3|4|0|0|1|0|0.75|0.833|1.0
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Cody Freeman|TEX|2|0|0|0|0|1|0|1|2|0|0|0|0|0.5|0.5|0.5
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Kameron Misner|KCR|3|0|0|1|0|1|1|1|2|0|0|0|0|0.5|0.667|0.5
Braden Montgomery|CHW|9|1|2|3|0|2|0|4|9|0|0|2|0|0.444|0.444|1.0
Jonah Cox|SFG|16|1|4|2|1|7|0|6|15|0|0|1|1|0.4|0.4|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Tyler Callihan|PIT|19|2|5|6|1|2|6|5|13|0|0|2|1|0.385|0.579|1.154
Andrew Vaughn|MIL|101|2|14|18|0|10|7|34|92|0|2|9|1|0.37|0.426|0.554
Nelson Velázquez|STL|24|2|5|6|0|5|1|8|22|0|1|1|0|0.364|0.417|0.682
Otto Lopez|MIA|288|5|42|30|13|45|10|93|270|4|4|18|3|0.344|0.372|0.489
Jung Hoo Lee|SFG|250|3|34|24|3|25|11|79|234|2|3|15|2|0.338|0.372|0.457
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Nick Madrigal|LAA|35|0|6|1|0|2|4|10|30|0|1|1|0|0.333|0.429|0.367
Trey Mancini|LAA|10|0|1|2|0|1|0|3|9|1|0|0|0|0.333|0.3|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Anthony Seigler|BOS|4|0|0|0|0|1|1|1|3|0|0|1|0|0.333|0.5|0.667
Samad Taylor|SDP|19|0|3|5|2|7|3|5|15|0|0|1|0|0.333|0.444|0.4
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Yandy Díaz|TBR|272|12|34|46|1|33|24|79|239|2|7|11|1|0.331|0.404|0.536
Luis Arraez|SFG|292|2|35|25|5|13|15|86|263|7|3|14|5|0.327|0.361|0.441
Brandon Marsh|PHI|241|8|34|31|5|57|12|73|224|3|2|12|2|0.326|0.361|0.504
Jose Siri|LAA|44|2|11|10|0|12|3|13|40|0|0|3|0|0.325|0.372|0.55
Yordan Alvarez|HOU|300|22|46|48|1|53|46|78|247|2|5|13|0|0.316|0.43|0.636
Wade Meckler|LAA|64|2|10|12|2|12|7|18|57|0|0|5|0|0.316|0.391|0.509
Troy Johnston|COL|241|2|27|28|4|45|18|69|219|1|2|20|0|0.315|0.371|0.434
Nathan Lukes|TOR|117|1|13|12|0|17|5|33|106|1|4|6|0|0.311|0.362|0.396
Carlos Cortes|ATH|182|6|16|18|1|17|21|49|158|1|2|9|1|0.31|0.396|0.494
Josh Jung|TEX|267|8|31|30|1|43|19|75|243|2|3|16|0|0.309|0.363|0.473
