name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Sebastián Rivero|LAA|6|0|0|0|0|1|0|3|6|0|0|0|0|0.5|0.5|0.5
Daniel Susac|SFG|24|0|1|5|0|3|1|11|23|0|0|2|1|0.478|0.5|0.652
Yohendrick Piñango|TOR|14|0|0|3|0|1|1|6|13|0|0|0|0|0.462|0.5|0.462
Tyler Black|MIL|22|0|2|7|0|5|1|9|21|0|0|4|0|0.429|0.455|0.619
Braxton Fulford|COL|5|1|2|2|0|2|0|2|5|0|0|0|0|0.4|0.4|1.0
Carlos Cortes|ATH|84|4|10|13|0|7|8|29|75|0|1|5|1|0.387|0.452|0.64
Ildemaro Vargas|ARI|108|6|19|21|0|11|4|39|102|0|0|6|2|0.382|0.406|0.657
Elias Díaz|KCR|12|1|2|3|0|1|1|4|11|0|0|2|0|0.364|0.417|0.818
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Ben Rice|NYY|134|12|30|27|2|32|23|37|108|2|1|9|0|0.343|0.455|0.759
Otto Lopez|MIA|141|3|23|15|5|28|6|45|132|1|2|8|2|0.341|0.376|0.5
Dalton Rushing|LAD|57|7|13|17|0|15|4|17|50|0|3|2|0|0.34|0.421|0.8
Xavier Edwards|MIA|145|2|23|11|4|15|19|42|125|0|0|7|2|0.336|0.424|0.472
Shea Langeliers|ATH|146|10|24|18|0|32|12|45|134|0|0|9|0|0.336|0.39|0.627
Ozzie Albies|ATL|151|7|27|22|0|17|12|45|135|3|1|8|0|0.333|0.384|0.548
JJ Bleday|CIN|20|2|4|3|0|2|5|5|15|0|0|1|0|0.333|0.5|0.8
Billy Cook|PIT|12|0|5|0|2|4|0|4|12|0|0|0|0|0.333|0.333|0.333
Yandy Díaz|TBR|135|5|19|21|1|16|13|39|117|0|5|3|1|0.333|0.422|0.504
Kyle Farmer|ATL|13|0|2|3|0|2|0|4|12|1|0|1|0|0.333|0.308|0.417
Aramis Garcia|ARI|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Vladimir Guerrero Jr.|TOR|145|2|21|15|2|17|17|42|126|0|2|7|0|0.333|0.421|0.437
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Austin Martin|MIN|95|1|11|7|4|15|20|24|72|1|2|4|0|0.333|0.484|0.431
Dominic Smith|ATL|72|4|11|17|0|9|3|22|66|1|1|2|0|0.333|0.366|0.545
Christian Vázquez|HOU|60|2|6|11|0|9|5|18|54|0|0|4|0|0.333|0.39|0.519
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Nick Gonzales|PIT|126|0|15|17|2|23|8|38|116|0|2|5|0|0.328|0.381|0.371
Mickey Moniak|COL|107|11|19|21|1|26|7|32|98|1|1|6|0|0.327|0.374|0.724
Yordan Alvarez|HOU|158|12|25|27|1|18|22|43|132|1|3|9|0|0.326|0.43|0.667
Carson Kelly|CHC|96|2|13|13|0|15|12|27|83|0|1|4|0|0.325|0.417|0.446
Josh Jung|TEX|126|4|12|19|1|19|10|37|114|1|1|12|0|0.325|0.381|0.535
MJ Melendez|NYM|39|2|4|6|0|13|3|11|34|0|1|3|0|0.324|0.395|0.588
Alex Call|LAD|39|0|6|4|0|4|7|10|31|0|1|2|0|0.323|0.462|0.387
Michael Harris II|ATL|113|7|13|22|2|20|6|34|106|1|0|4|0|0.321|0.354|0.557
Troy Johnston|COL|118|2|10|16|1|24|10|34|106|0|1|8|0|0.321|0.385|0.453
