name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
DaShawn Keirsey Jr.|ATL|1|0|2|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Vimael Machín|COL|6|0|0|0|0|2|0|3|6|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Michael Arroyo|SEA|25|1|4|3|1|5|4|7|20|1|0|2|0|0.35|0.44|0.6
Samad Taylor|SDP|159|2|25|18|10|40|17|47|137|1|1|4|2|0.343|0.417|0.445
Eduardo Valencia|DET|115|6|19|18|0|27|3|37|109|0|2|11|0|0.339|0.368|0.606
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Brett Bateman|TOR|170|2|26|11|3|34|16|48|149|1|2|6|1|0.322|0.393|0.416
Yordan Alvarez|HOU|663|40|98|99|1|115|105|170|543|5|10|32|1|0.313|0.43|0.597
Luis Arraez|PHI|644|6|66|64|10|28|34|183|585|14|5|33|7|0.313|0.348|0.424
Ronny Simon|PIT|52|1|10|4|3|7|3|15|48|0|0|3|0|0.313|0.353|0.438
Leo Bernal|STL|79|4|10|17|0|16|5|23|74|0|0|3|0|0.311|0.354|0.514
Chandler Simpson|TBR|597|0|65|38|46|46|26|172|556|6|0|16|6|0.309|0.337|0.36
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Gabriel Moreno|ARI|526|15|67|75|6|78|59|139|453|9|5|32|1|0.307|0.386|0.481
Dustin Harris|SDP|126|0|18|18|9|17|10|34|111|2|1|4|3|0.306|0.363|0.396
Andrew Vaughn|MIL|331|6|33|43|0|53|35|88|288|2|6|18|2|0.306|0.39|0.444
Otto Lopez|MIA|664|11|91|71|32|87|38|185|607|11|8|32|9|0.305|0.348|0.442
Alex Jackson|MIN|73|1|12|5|0|24|2|21|69|0|2|4|0|0.304|0.342|0.406
Michael Stefanic|ATH|25|0|3|2|0|6|2|7|23|0|0|1|0|0.304|0.36|0.348
Bryan De La Cruz|PHI|74|2|10|12|0|16|4|20|66|2|2|3|0|0.303|0.351|0.439
Blaze Alexander|BAL|289|4|35|31|10|63|19|79|261|1|4|13|2|0.303|0.358|0.414
Nick Gonzales|PIT|592|6|70|60|7|97|41|162|537|1|13|27|1|0.302|0.365|0.389
Ty France|SDP|474|21|56|70|1|100|34|126|418|8|13|24|2|0.301|0.366|0.519
TJ Rumfield|COL|613|15|63|70|0|85|71|159|530|2|10|29|3|0.3|0.392|0.451
Jhonny Pereda|SEA|93|2|11|8|0|17|7|25|84|1|1|1|0|0.298|0.355|0.381
Jake McCarthy|COL|572|15|78|83|31|90|29|156|525|5|8|30|13|0.297|0.34|0.49
Josh Jung|TEX|431|11|52|39|1|78|34|114|387|3|7|25|1|0.295|0.36|0.45
