name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Yohandy Morales|WSH|8|1|2|1|0|3|0|4|8|0|0|1|0|0.5|0.5|1.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Adael Amador|COL|22|2|8|7|0|5|4|7|18|0|0|2|0|0.389|0.5|0.833
Michael Stefanic|ATH|20|0|2|2|0|3|2|7|18|0|0|1|0|0.389|0.45|0.444
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
Brewer Hicklen|ATL|28|0|7|3|0|10|6|8|22|0|0|4|0|0.364|0.5|0.545
Bryan De La Cruz|PHI|54|2|6|11|0|11|2|17|48|2|2|3|0|0.354|0.389|0.542
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Deyvison De Los Santos|MIA|9|0|0|0|0|3|0|3|9|0|0|1|0|0.333|0.333|0.444
Gabriel Gonzalez|MIN|6|0|2|0|0|1|2|1|3|0|1|0|0|0.333|0.667|0.333
Matthew Lugo|KCR|3|0|0|0|0|2|0|1|3|0|0|0|0|0.333|0.333|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Lazaro Montes|SEA|10|1|2|3|0|4|1|3|9|0|0|0|0|0.333|0.4|0.667
Jared Serna|MIA|5|0|1|1|0|0|1|1|3|1|0|0|0|0.333|0.4|0.333
Samad Taylor|SDP|113|1|16|11|7|32|13|32|96|0|1|1|2|0.333|0.418|0.417
