name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Jihwan Bae|MIL|2|0|0|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Andrew Pinckney|WSH|2|1|3|1|1|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Eduardo Valencia|DET|43|4|10|13|0|11|1|16|41|0|1|5|0|0.39|0.419|0.805
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Angel Genao|CLE|21|1|4|2|0|2|1|7|19|0|1|0|0|0.368|0.429|0.526
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Bryan De La Cruz|PHI|32|2|4|6|0|7|2|9|26|2|2|1|0|0.346|0.406|0.615
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|517|35|79|86|1|90|82|137|426|3|6|24|0|0.322|0.435|0.624
Luis Arraez|PHI|493|5|56|48|10|23|26|143|447|10|4|25|7|0.32|0.355|0.441
Otto Lopez|MIA|499|9|72|53|23|66|24|147|462|9|4|29|7|0.318|0.351|0.47
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Tyler Tolbert|KCR|98|3|23|6|15|16|7|27|86|1|0|4|0|0.314|0.362|0.465
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Nick Gonzales|PIT|471|6|62|53|5|81|28|133|434|1|8|20|1|0.306|0.359|0.399
Jake McCarthy|COL|399|13|57|67|20|68|18|113|369|4|4|25|7|0.306|0.342|0.518
Wade Meckler|LAA|189|3|23|20|4|42|17|52|171|0|1|10|0|0.304|0.37|0.415
James McCann|ARI|109|4|11|21|0|27|4|31|102|0|1|5|0|0.304|0.336|0.471
Chandler Simpson|TBR|440|0|48|23|31|39|20|124|408|5|0|12|6|0.304|0.333|0.363
Freddie Freeman|LAD|493|15|58|55|5|78|51|132|435|4|3|27|1|0.303|0.377|0.474
Alex Jackson|MIN|69|1|11|5|0|23|1|20|66|0|2|4|0|0.303|0.333|0.409
Jake Mangum|PIT|349|4|44|27|21|64|19|96|317|2|8|14|1|0.303|0.355|0.391
Gabriel Moreno|ARI|372|8|48|51|4|55|42|96|318|8|4|21|0|0.302|0.382|0.443
Andrew Vaughn|MIL|233|5|26|34|0|35|27|60|200|2|4|15|2|0.3|0.391|0.47
Yandy Díaz|TBR|495|15|62|65|3|73|43|131|439|4|9|20|1|0.298|0.37|0.451
Jung Hoo Lee|SFG|437|8|56|45|8|45|18|122|409|4|6|26|4|0.298|0.334|0.44
Jeremy Peña|HOU|308|13|54|37|8|60|21|83|279|2|6|12|1|0.297|0.357|0.487
Max Clark|DET|42|1|5|7|0|13|4|11|37|0|1|2|1|0.297|0.381|0.486
Cole Carrigg|COL|196|5|35|30|6|40|23|49|165|4|3|13|3|0.297|0.385|0.503
Luis Campusano|SDP|134|4|14|16|0|30|17|34|115|0|2|9|0|0.296|0.396|0.478
TJ Rumfield|COL|464|13|50|59|0|67|45|121|410|2|7|24|2|0.295|0.373|0.459
Pedro Ramírez|CHC|124|2|17|15|5|22|10|33|112|1|0|8|1|0.295|0.35|0.438
George Lombard Jr.|NYY|20|2|4|2|0|5|3|5|17|0|0|0|0|0.294|0.4|0.647
Josh Jung|TEX|396|9|46|35|1|71|33|104|354|3|6|23|1|0.294|0.361|0.441
Victor Bericoto|SFG|59|4|7|9|1|15|1|17|58|0|0|3|0|0.293|0.305|0.552
Shohei Ohtani|LAD|496|26|73|71|6|114|69|121|415|5|5|22|2|0.292|0.395|0.542
Michael Harris II|ATL|448|20|58|67|6|86|17|124|426|3|2|24|1|0.291|0.319|0.493
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
CJ Abrams|WSH|498|28|74|89|22|114|42|126|439|6|11|23|3|0.287|0.359|0.544
