name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Tyler Callihan|PIT|3.0|0|0|0|0.0|2.0|1|0|0|0|3|3|0|15
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Khristian Curtis|PIT|8.0|0|0|0|0.0|0.63|5|0|0|0|2|3|0|27
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Rafael Flores Jr.|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|5
Anthony Gose|KCR|3.7|1|0|0|0.0|0.27|0|0|0|0|1|0|0|12
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Kevin Herget|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Enrique Hernández|LAD|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Troy Johnston|COL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|1|9
Antoine Kelly|CHC|1.3|0|0|0|0.0|0.75|1|0|0|0|0|1|0|4
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Nate Lavender|NYM|12.7|1|0|8|0.0|0.63|14|0|0|0|5|3|0|44
Luke Maile|KCR|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Justin Martinez|ARI|4.7|1|0|0|0.0|1.29|5|0|0|0|2|4|1|21
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Noah Murdock|PIT|3.3|0|0|0|0.0|1.8|4|0|0|0|3|3|0|15
Jake Rogers|DET|2.3|0|0|0|0.0|1.71|3|0|0|0|3|1|1|12
Josh Rojas|KCR|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Dylan Ross|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jared Simpson|WSH|3.0|1|0|0|0.0|0.0|3|0|0|0|0|0|0|8
Garrett Stallings|MIL|8.0|0|0|0|0.0|0.75|9|0|0|0|3|3|0|30
Gary Sánchez|MIL|2.0|0|0|0|0.0|2.0|0|0|0|0|4|0|0|10
Erik Tolman|WSH|6.7|0|1|1|0.0|0.75|8|0|0|0|3|2|0|23
Bryan Torres|STL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|0|8
Vince Velasquez|CHC|3.3|0|0|0|0.0|0.3|1|0|0|0|1|0|0|11
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Guillo Zuñiga|NYM|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|4
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Robert Suarez|ATL|32.0|4|4|12|0.56|0.84|26|1|0|2|21|6|0|121
Josh Hader|HOU|37.3|4|22|0|0.72|0.67|49|1|0|3|14|11|0|137
Hagen Smith|CHW|11.0|2|0|1|0.82|1.18|16|1|0|1|3|10|0|46
Alex McFarlane|PHI|10.3|4|0|2|0.87|0.97|10|0|0|1|5|5|0|40
Elieser Hernández|ATL|9.0|2|1|0|1.0|1.33|7|1|0|1|7|5|0|39
Alec Gamboa|BOS|26.0|1|1|1|1.04|0.92|18|1|0|3|17|7|1|100
Wyatt Olds|BOS|8.3|1|0|0|1.08|1.2|10|1|0|1|6|4|0|37
Alimber Santa|HOU|15.3|0|0|0|1.17|0.91|9|1|0|2|8|6|0|59
Louis Varland|TOR|68.7|5|31|5|1.18|0.98|84|2|0|9|49|18|0|267
Mason Miller|SDP|57.3|4|32|0|1.26|0.84|104|2|0|8|28|20|2|219
Yerry De los Santos|NYY|20.0|1|0|0|1.35|1.2|15|2|0|3|16|8|0|84
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Marco Gonzales|TEX|6.7|0|1|0|1.35|1.65|3|0|0|1|7|4|0|29
Kervin Castro|NYY|6.3|0|0|0|1.42|0.79|8|0|0|1|3|2|0|23
Bryan Baker|TBR|55.0|1|39|2|1.47|0.89|60|4|0|9|31|18|2|215
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
Jack Ralston|MIA|6.0|0|0|2|1.5|0.67|4|1|0|1|4|0|0|22
Logan VanWey|HOU|6.0|1|0|0|1.5|0.83|5|0|0|1|5|0|0|22
Jhoan Duran|PHI|50.3|2|29|0|1.61|1.05|69|1|0|9|44|9|4|203
Paul Blackburn|NYY|78.0|7|1|10|1.62|1.03|64|6|0|14|52|28|1|303
Jacob Latz|TEX|60.7|3|28|2|1.63|0.74|68|3|0|11|27|18|0|224
A.J. Minter|MIN|36.0|2|0|6|1.75|0.94|30|5|0|7|28|6|1|142
Aroldis Chapman|BOS|45.7|3|30|0|1.77|1.14|60|2|0|9|32|20|1|189
Shohei Ohtani|LAD|85.7|8|0|0|1.79|0.95|95|4|12|17|55|26|6|340
Eddy Yean|WSH|10.0|0|0|1|1.8|0.7|6|1|0|2|5|2|1|39
Ben Brown|CHC|68.0|4|1|2|1.85|0.94|65|2|3|14|45|19|2|265
James Karinchak|ATL|9.7|0|0|1|1.86|0.93|8|1|0|2|4|5|0|37
Tyler Rogers|TOR|61.7|2|4|29|1.9|1.2|35|1|0|13|53|21|1|258
Brent Headrick|NYY|70.0|7|0|24|1.93|1.19|87|4|0|15|62|21|0|289
Yunior Marte|SFG|4.7|0|0|0|1.93|1.07|3|0|0|1|3|2|0|18
Kevin Kelly|TBR|64.7|6|4|28|1.95|0.84|52|5|0|14|43|11|3|240
Abner Uribe|MIL|50.3|4|6|20|1.97|0.99|51|3|0|11|32|18|1|197
Jacob Misiorowski|MIL|155.0|14|0|0|1.97|0.79|227|14|17|34|84|39|9|592
Yuki Matsui|SDP|54.3|3|0|8|1.99|1.14|60|6|0|12|30|32|2|221
Grant Taylor|CHW|72.0|7|8|10|2.0|1.01|94|4|0|16|49|24|1|285
Garrett Whitlock|BOS|45.0|6|2|22|2.0|0.87|50|3|0|10|32|7|0|171
Bradgley Rodriguez|SDP|62.3|3|2|11|2.02|1.09|67|3|0|14|50|18|0|257
Dylan Dodd|ATL|44.3|4|1|14|2.03|0.9|46|4|0|10|26|14|2|172
Cam Schlittler|NYY|171.7|12|0|0|2.04|0.94|210|15|17|39|119|42|6|677
Chris Sale|ATL|144.0|13|0|0|2.06|1.0|177|8|17|33|116|28|12|576
Juan Burgos|ARI|4.3|0|0|0|2.08|0.69|0|0|0|1|3|0|1|17
Daniel Duarte|NYM|26.0|1|2|6|2.08|0.77|26|2|0|6|14|6|1|97
Jack Weisenburger|NYM|4.3|0|0|0|2.08|1.15|4|0|0|1|3|2|0|18
Clay Holmes|CHC|81.7|6|0|0|2.09|1.07|63|4|7|19|60|27|1|326
Juan Morillo|ARI|55.3|3|3|17|2.11|1.05|64|2|0|13|37|21|3|224
Steven Okert|HOU|67.7|6|0|21|2.13|0.87|68|7|0|16|45|14|4|261
Josh Walker|BAL|21.0|1|0|3|2.14|1.29|20|2|0|5|20|7|1|89
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Jack Anderson|MIN|12.3|1|1|0|2.19|1.05|12|1|0|3|10|3|0|48
Trevor Megill|MIL|53.3|2|25|7|2.19|0.84|59|0|0|13|31|14|1|207
Brandyn Garcia|ARI|41.0|0|4|15|2.2|0.8|49|2|0|10|23|10|5|156
Troy Melton|DET|102.3|7|0|0|2.2|1.03|84|12|9|25|76|29|4|407
Brooks Raley|PHI|49.0|5|1|16|2.2|1.08|48|4|0|12|37|16|3|200
Dylan Cease|TOR|156.3|10|0|0|2.25|1.04|221|10|15|39|97|65|3|622
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Erik Miller|BOS|44.0|3|4|12|2.25|1.27|65|3|0|11|31|25|3|188
Cesar Perdomo|SFG|4.0|0|0|0|2.25|1.0|4|1|0|1|3|1|0|15
Nate Pearson|KCR|35.7|2|3|4|2.27|1.21|30|1|0|9|25|18|4|148
DL Hall|MIL|47.0|2|0|5|2.3|1.04|51|4|0|12|21|28|1|183
Didier Fuentes|ATL|61.3|5|3|15|2.35|1.13|79|4|0|16|50|19|2|251
Paul Gervase|LAD|7.7|0|0|0|2.35|1.57|8|0|0|2|7|5|0|34
Cade Smith|CLE|61.0|3|35|0|2.36|1.08|86|5|0|16|45|21|3|251
Sean Newcomb|CHW|80.0|2|4|11|2.36|1.08|73|2|0|21|58|28|7|323
Joel Peguero|SFG|11.3|0|0|1|2.38|1.24|5|0|0|3|10|4|2|48
Jonathan Loáisiga|ARI|56.3|6|1|8|2.4|0.99|40|3|0|15|45|11|1|218
Blake Snell|LAD|26.0|2|0|0|2.42|1.08|36|0|3|7|16|12|1|109
Cam Booser|TBR|33.3|1|0|9|2.43|0.87|39|5|0|9|23|6|0|128
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Michael Fulmer|NYY|7.3|0|0|2|2.45|1.23|8|1|0|2|6|3|1|32
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
Derek Law|ARI|3.7|0|0|0|2.45|1.36|3|0|0|1|4|1|0|16
Mark Manfredi|COL|7.3|1|0|0|2.45|1.77|9|0|0|2|7|6|0|33
Parker Messick|CLE|161.0|11|0|0|2.46|1.02|161|14|12|44|121|43|2|637
Logan Henderson|MIL|76.3|9|0|0|2.48|0.83|86|11|6|21|49|14|1|286
Jason Adam|SDP|32.3|2|2|17|2.51|1.18|22|5|0|9|30|8|2|134
Gavin Hollowell|CHC|14.3|0|1|1|2.51|1.33|13|2|0|4|11|8|1|62
Cristopher Sánchez|PHI|175.3|16|0|0|2.52|1.19|202|14|19|49|170|39|5|726
Taylor Clarke|ARI|64.0|2|0|13|2.53|0.88|38|6|0|18|44|12|3|244
Tyler Wells|TBR|67.0|3|5|15|2.55|0.94|66|8|0|19|46|17|2|260
