name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Justin Dean|CHC|3|0|1|3|0|0|0|2|3|0|0|0|1|0.667|0.667|1.333
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Samad Taylor|SDP|66|1|11|11|6|18|6|22|58|0|0|1|0|0.379|0.438|0.448
Tommy Edman|LAD|24|0|0|1|0|4|2|8|22|0|0|1|0|0.364|0.417|0.409
Andrew Vaughn|MIL|130|2|16|24|0|14|16|39|111|1|2|12|1|0.351|0.438|0.532
Otto Lopez|MIA|340|6|51|35|16|48|16|107|315|5|4|21|3|0.34|0.374|0.483
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Ben Malgeri|DET|7|0|1|1|0|3|0|2|6|1|0|0|0|0.333|0.286|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Anthony Seigler|BOS|26|0|3|1|0|7|2|8|24|0|0|3|0|0.333|0.385|0.458
Luis Urías|TOR|10|1|1|2|0|1|1|3|9|0|0|0|0|0.333|0.4|0.667
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Jung Hoo Lee|SFG|293|5|41|30|5|27|13|91|274|3|3|19|3|0.332|0.365|0.478
Yandy Díaz|TBR|330|12|41|51|1|44|32|95|287|2|9|14|1|0.331|0.412|0.512
Donovan Walton|LAA|83|3|13|11|0|14|3|26|79|0|0|7|0|0.329|0.354|0.532
Brandon Marsh|PHI|297|12|46|41|8|74|14|90|278|3|2|14|2|0.324|0.357|0.518
Luis Arraez|SFG|332|3|40|30|6|13|18|96|299|7|3|16|6|0.321|0.358|0.445
Henry Bolte|ATH|143|2|12|10|9|39|13|39|122|2|6|6|0|0.32|0.406|0.418
Jonah Cox|SFG|24|1|5|2|2|12|0|7|22|0|0|1|1|0.318|0.318|0.591
Yordan Alvarez|HOU|358|25|57|56|1|60|55|94|296|2|5|16|0|0.318|0.43|0.625
