name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
George Lombard Jr.|NYY|3|1|1|1|0|0|1|1|2|0|0|0|0|0.5|0.667|2.0
Eduardo Valencia|DET|32|4|9|11|0|8|0|14|31|0|1|3|0|0.452|0.469|0.935
Bryan De La Cruz|PHI|27|2|4|6|0|5|2|9|21|2|2|1|0|0.429|0.481|0.762
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Max Clark|DET|20|1|4|3|0|6|4|6|16|0|0|2|0|0.375|0.5|0.688
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Abimelec Ortiz|WSH|6|1|1|1|0|0|0|2|6|0|0|1|0|0.333|0.333|1.0
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|499|35|78|84|1|85|80|135|410|3|6|24|0|0.329|0.443|0.644
Luis Arraez|PHI|468|4|53|45|10|21|25|138|424|9|4|24|7|0.325|0.361|0.443
Tyler Tolbert|KCR|91|3|22|6|15|15|6|26|80|1|0|3|0|0.325|0.368|0.475
Otto Lopez|MIA|476|9|69|51|23|64|23|142|440|9|4|29|7|0.323|0.355|0.482
James McCann|ARI|99|4|11|21|0|24|2|30|94|0|1|5|0|0.319|0.34|0.5
Jeremy Peña|HOU|290|13|53|37|8|54|20|83|262|2|6|12|1|0.317|0.376|0.519
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Luis Campusano|SDP|122|4|14|16|0|28|16|33|105|0|1|9|0|0.314|0.41|0.514
Enrique Hernández|LAD|16|1|2|2|0|3|0|5|16|0|0|2|0|0.313|0.313|0.625
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Freddie Freeman|LAD|478|15|57|54|5|78|51|130|420|4|3|27|1|0.31|0.385|0.486
Alex Jackson|MIN|68|1|10|5|0|22|1|20|65|0|2|4|0|0.308|0.338|0.415
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Cole Carrigg|COL|178|5|33|28|5|35|20|46|150|4|3|11|3|0.307|0.39|0.52
Nick Gonzales|PIT|451|6|61|50|5|78|28|127|415|1|7|18|1|0.306|0.359|0.398
Jung Hoo Lee|SFG|421|8|55|43|8|43|17|120|394|4|6|26|4|0.305|0.34|0.452
Wade Meckler|LAA|169|3|20|19|3|38|16|46|152|0|1|9|0|0.303|0.373|0.421
Jake Mangum|PIT|327|3|40|24|20|60|17|90|298|1|8|11|1|0.302|0.355|0.376
Yandy Díaz|TBR|480|15|61|64|3|72|43|127|424|4|9|20|1|0.3|0.373|0.458
Andrew Vaughn|MIL|219|5|25|30|0|30|26|56|187|2|4|15|2|0.299|0.393|0.481
Chandler Simpson|TBR|423|0|46|22|29|39|20|117|391|5|0|11|6|0.299|0.329|0.358
Gabriel Moreno|ARI|350|8|46|47|4|52|40|89|299|7|4|18|0|0.298|0.38|0.438
Pedro Ramírez|CHC|117|1|15|14|5|20|10|31|105|1|0|8|1|0.295|0.353|0.419
TJ Rumfield|COL|447|13|48|58|0|65|44|116|394|2|7|24|2|0.294|0.374|0.464
Osleivis Basabe|SFG|19|3|3|8|0|2|0|5|17|1|1|1|0|0.294|0.316|0.882
John Rave|KCR|38|2|6|2|1|8|3|10|34|0|0|4|1|0.294|0.351|0.647
Josh Jung|TEX|396|9|46|35|1|71|33|104|354|3|6|23|1|0.294|0.361|0.441
Jake McCarthy|COL|381|11|52|64|17|67|18|103|351|4|4|23|7|0.293|0.332|0.493
Shohei Ohtani|LAD|478|24|71|67|6|108|67|117|399|5|5|22|2|0.293|0.397|0.539
Victor Bericoto|SFG|59|4|7|9|1|15|1|17|58|0|0|3|0|0.293|0.305|0.552
