name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
Daz Cameron|TOR|11|1|2|2|0|3|0|4|11|0|0|1|0|0.364|0.364|0.727
Bryan De La Cruz|PHI|37|2|4|8|0|8|2|11|31|2|2|1|0|0.355|0.405|0.581
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Eduardo Valencia|DET|63|6|12|17|0|18|1|21|61|0|1|6|0|0.344|0.365|0.738
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|PHI|538|6|62|54|10|24|27|158|491|10|4|28|7|0.322|0.355|0.444
Yordan Alvarez|HOU|557|36|85|90|1|95|87|147|458|4|8|28|0|0.321|0.434|0.618
Angel Genao|CLE|55|1|8|3|1|5|4|16|50|0|1|3|0|0.32|0.382|0.44
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Nick Gonzales|PIT|499|6|66|55|5|83|33|142|456|1|9|22|1|0.311|0.369|0.404
