name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Brewer Hicklen|ATL|13|0|2|2|0|3|2|5|11|0|0|3|0|0.455|0.538|0.727
Eduardo Valencia|DET|13|2|3|3|0|4|0|5|12|0|1|0|0|0.417|0.462|0.917
Joshua Kuroda-Grauer|ATH|59|0|7|3|0|6|1|23|57|0|1|7|0|0.404|0.424|0.526
Justin Dean|CHC|7|0|3|3|0|2|2|2|5|0|0|0|1|0.4|0.571|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Harry Ford|WSH|10|1|3|4|1|3|1|3|8|0|1|1|0|0.375|0.5|0.875
Tommy Edman|LAD|88|2|15|14|2|17|8|27|76|0|2|5|1|0.355|0.43|0.526
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Tolbert|KCR|64|2|17|5|11|11|4|20|58|1|0|1|0|0.345|0.381|0.466
Otto Lopez|MIA|419|9|61|46|18|59|20|130|388|7|4|27|6|0.335|0.368|0.505
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Rafael Flores Jr.|PIT|16|1|2|2|0|2|4|4|12|0|0|1|0|0.333|0.5|0.667
Tyler Locklear|ARI|4|0|1|1|0|0|1|1|3|0|0|0|0|0.333|0.5|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|SFG|416|4|48|36|8|18|25|122|374|8|3|22|7|0.326|0.366|0.455
Yordan Alvarez|HOU|434|31|65|73|1|74|66|115|360|3|5|20|0|0.319|0.429|0.633
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Nicky Lopez|TEX|138|1|15|13|4|19|4|40|127|0|2|3|0|0.315|0.346|0.362
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Nick Gonzales|PIT|386|5|55|44|4|70|28|109|351|1|6|17|1|0.311|0.37|0.407
Yandy Díaz|TBR|412|13|51|56|1|57|39|112|361|3|9|17|1|0.31|0.388|0.471
Alex Jackson|MIN|57|1|6|4|0|16|0|17|55|0|2|3|0|0.309|0.333|0.418
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Andrew Vaughn|MIL|176|2|20|24|0|21|20|47|153|1|2|14|2|0.307|0.392|0.464
Esmerlyn Valdez|PIT|118|12|23|32|0|44|12|32|105|1|0|7|1|0.305|0.373|0.733
Wade Meckler|LAA|142|2|19|17|3|32|14|39|128|0|0|8|0|0.305|0.373|0.414
Gabriel Moreno|ARI|288|6|37|33|4|44|34|75|247|4|3|15|0|0.304|0.389|0.437
Jake Mangum|PIT|268|2|35|20|18|46|14|74|244|1|6|10|1|0.303|0.355|0.377
Jung Hoo Lee|SFG|364|5|48|33|6|36|14|104|343|3|4|21|3|0.303|0.335|0.426
Tsung-Che Cheng|BOS|38|0|6|5|0|11|4|10|33|1|0|1|0|0.303|0.368|0.333
