name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Bryan De La Cruz|PHI|12|1|2|1|0|2|1|8|11|0|0|1|0|0.727|0.75|1.091
Eduardo Valencia|DET|18|4|6|7|0|5|0|9|17|0|1|0|0|0.529|0.556|1.235
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
James Triantos|CHC|2|0|1|0|0|0|0|1|2|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|0|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Christian Encarnacion-Strand|BAL|30|3|3|9|0|6|2|10|27|0|0|1|0|0.37|0.414|0.741
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
Tommy White|ATH|41|0|6|0|0|3|2|14|39|0|0|2|0|0.359|0.39|0.41
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tommy Edman|LAD|117|2|18|18|3|21|8|35|102|0|5|6|2|0.343|0.417|0.5
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Otto Lopez|MIA|450|9|64|48|22|62|23|136|415|8|4|27|7|0.328|0.362|0.492
Luis Arraez|SFG|446|4|51|41|9|20|25|131|403|9|3|23|7|0.325|0.361|0.447
Yordan Alvarez|HOU|469|35|74|80|1|81|72|126|388|3|6|20|0|0.325|0.435|0.647
Alex Jackson|MIN|65|1|10|5|0|19|1|20|62|0|2|4|0|0.323|0.354|0.435
Pedro Ramírez|CHC|95|1|14|14|4|15|6|28|87|1|0|8|1|0.322|0.362|0.471
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Nick Gonzales|PIT|422|6|59|47|4|75|28|122|387|1|6|17|1|0.315|0.37|0.411
Jeremy Peña|HOU|259|11|49|30|8|46|17|74|236|2|4|10|0|0.314|0.367|0.496
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Nicky Lopez|TEX|166|1|17|18|4|25|7|46|149|1|2|3|0|0.309|0.346|0.349
Andrew Vaughn|MIL|202|4|24|28|0|24|22|54|175|2|3|15|2|0.309|0.391|0.486
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Tyler Tolbert|KCR|75|2|19|5|12|12|5|20|65|1|0|1|0|0.308|0.352|0.415
Gabriel Moreno|ARI|332|7|44|43|4|49|39|87|283|7|3|18|0|0.307|0.389|0.445
Jake Mangum|PIT|299|2|37|21|19|52|14|83|275|1|6|11|1|0.302|0.348|0.371
Jung Hoo Lee|SFG|388|6|51|37|6|40|15|110|365|3|5|22|4|0.301|0.335|0.433
Cole Carrigg|COL|155|5|31|26|3|31|15|40|133|4|2|9|3|0.301|0.37|0.526
Yandy Díaz|TBR|449|14|58|61|2|65|41|119|396|3|9|18|1|0.301|0.376|0.457
