name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Spencer Bivens|SFG|2.0|0|0|0|0.0|2.0|3|0|0|0|3|1|0|10
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Tyler Callihan|PIT|3.0|0|0|0|0.0|2.0|1|0|0|0|3|3|0|15
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Khristian Curtis|PIT|5.0|0|0|0|0.0|0.8|4|0|0|0|2|2|0|17
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Rafael Flores Jr.|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|5
Michael Fulmer|LAA|3.7|0|0|1|0.0|1.09|4|0|0|0|2|2|0|15
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Kevin Herget|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Troy Johnston|COL|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|1|5
Ben Joyce|LAA|6.7|0|3|1|0.0|0.75|9|0|0|0|3|2|0|24
Antoine Kelly|CHC|1.3|0|0|0|0.0|0.75|1|0|0|0|0|1|0|4
Ray Kerr|ATL|2.3|0|0|0|0.0|0.43|0|0|0|0|1|0|1|10
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Nate Lavender|NYM|7.7|1|0|5|0.0|0.39|10|0|0|0|1|2|0|25
Mark Manfredi|COL|2.0|0|0|0|0.0|2.0|3|0|0|0|1|3|0|10
Justin Martinez|ARI|2.0|0|0|0|0.0|1.0|1|0|0|0|0|2|1|9
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Noah Murdock|PIT|3.0|0|0|0|0.0|2.0|4|0|0|0|3|3|0|14
Wyatt Olds|BOS|3.3|1|0|0|0.0|1.2|4|0|0|0|2|2|0|13
Tanner Rainey|DET|4.7|0|0|0|0.0|1.07|4|0|0|0|1|4|0|18
