name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Franco Aleman|CLE|2.0|0|0|0|0.0|1.0|1|0|0|0|2|0|0|6
Andrew Alvarez|WSH|4.3|1|0|0|0.0|0.92|5|0|0|0|4|0|0|16
Mason Barnett|ATH|2.0|0|0|0|0.0|1.5|1|0|0|0|1|2|0|9
Mason Black|KCR|4.7|0|0|0|0.0|1.93|5|0|0|0|7|2|0|22
Matt Brash|SEA|11.3|2|0|4|0.0|0.44|8|0|0|0|3|2|1|38
Carlos Carrasco|ATL|2.3|0|0|0|0.0|0.43|2|0|0|0|1|0|0|8
Gavin Collyer|TEX|9.7|1|0|0|0.0|0.83|8|0|0|0|4|4|3|38
Nick Davila|SEA|2.0|0|0|0|0.0|1.5|1|0|0|0|2|1|0|8
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
Alec Gamboa|BOS|1.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|3
Brandyn Garcia|ARI|5.0|0|0|0|0.0|0.2|5|0|0|0|1|0|0|15
Joey Gerber|NYM|2.0|0|0|0|0.0|1.5|5|0|0|0|2|1|0|9
Ryan Gusto|MIA|1.0|0|0|1|0.0|0.0|1|0|0|0|0|0|0|3
Brenan Hanifee|DET|7.3|0|0|0|0.0|1.09|4|0|0|0|7|1|0|29
Austin Hedges|CLE|0.3|0|0|0|0.0|0.0|0|0|0|0|0|0|0|1
Sam Hentges|SFG|0.3|0|0|0|0.0|3.0|0|0|0|0|0|1|0|2
Tim Herrin|CLE|12.7|0|0|1|0.0|1.5|6|0|0|0|11|8|1|58
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Raisel Iglesias|ATL|10.7|0|6|0|0.0|0.66|14|0|0|0|6|1|0|38
Alek Jacob|SDP|2.0|1|0|0|0.0|1.0|3|0|0|0|1|1|1|9
William Kempner|MIA|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|1.0|0|0|0|0.0|2.0|1|0|0|0|2|0|0|5
Alek Manoah|LAA|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Yuki Matsui|SDP|2.7|0|0|0|0.0|1.5|2|0|0|0|3|1|0|11
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Wyatt Mills|LAD|0.3|0|0|0|0.0|6.0|0|0|0|0|2|0|0|3
Anthony Molina|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Ethan Roberts|CHC|5.7|0|0|0|0.0|0.71|2|0|0|0|1|3|2|21
Jake Rogers|DET|1.0|0|0|0|0.0|2.0|1|0|0|0|2|0|0|5
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Tyler Samaniego|BOS|14.3|0|0|0|0.0|0.98|11|0|0|0|8|6|1|56
Justin Slaten|BOS|4.3|0|0|2|0.0|0.92|6|0|0|0|2|2|0|17
Dylan Smith|SFG|0.7|0|0|0|0.0|1.5|0|0|0|0|0|1|0|3
Brock Stewart|LAD|2.0|0|0|1|0.0|0.5|3|0|0|0|0|1|0|7
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Garrett Stubbs|PHI|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Trent Thornton|CHC|2.0|1|0|0|0.0|1.0|0|0|0|0|1|1|0|7
Tyler Tolbert|KCR|0.7|0|0|0|0.0|1.5|0|0|0|0|1|0|0|2
Logan VanWey|HOU|2.0|0|0|0|0.0|0.5|3|0|0|0|1|0|0|7
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Kirby Yates|LAA|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|4
Louis Varland|TOR|19.7|1|5|3|0.46|1.07|29|0|0|1|14|7|0|76
Rico Garcia|BAL|18.0|3|3|6|0.5|0.44|20|1|0|1|1|7|0|61
Robert Suarez|ATL|17.0|3|4|5|0.53|0.88|16|0|0|1|12|3|0|65
John King|MIA|16.7|1|1|3|0.54|0.54|15|1|0|1|3|6|2|60
Trey Yesavage|TOR|13.3|1|0|0|0.68|1.35|15|0|0|1|13|5|1|57
Aroldis Chapman|BOS|12.7|0|8|0|0.71|0.79|16|0|0|1|7|3|1|47
Hunter Brown|HOU|10.7|1|0|0|0.84|1.03|17|0|1|1|5|6|0|43
Jacob Latz|TEX|20.7|0|4|2|0.87|0.44|17|1|0|2|5|4|0|72
Kyle Hurt|LAD|10.0|0|0|1|0.9|0.6|14|0|0|1|5|1|1|37
Bryan Hudson|CHW|19.0|1|1|2|0.95|1.37|22|0|0|2|17|9|1|81
Dylan Lee|ATL|18.7|1|0|5|0.96|0.48|23|0|0|2|7|2|0|65
Mason Miller|SDP|18.7|1|12|0|0.96|0.64|38|0|0|2|7|5|0|68
Shohei Ohtani|LAD|37.0|2|0|0|0.97|0.81|42|2|6|4|21|9|3|145
Austin Warren|NYM|9.0|0|0|0|1.0|1.0|10|1|0|1|6|3|0|35
Tim Hill|NYY|17.3|0|0|6|1.04|0.81|7|1|0|2|12|2|0|63
Antonio Senzatela|COL|24.3|2|2|1|1.11|0.82|22|0|0|3|13|7|0|90
Matt Gage|SFG|16.0|2|0|4|1.13|1.19|10|1|0|2|9|10|0|65
Tyler Phillips|MIA|23.7|0|2|0|1.14|1.31|24|1|0|3|18|13|1|102
Brooks Raley|NYM|15.0|0|0|5|1.2|0.87|18|1|0|2|8|5|0|57
Yennier Cano|BAL|14.0|1|0|2|1.29|0.5|11|1|0|2|6|1|0|49
