name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Aramis Garcia|ARI|2|0|0|0|0|1|0|1|2|0|0|0|0|0.5|0.5|0.5
Braden Shewmake|HOU|2|1|1|1|0|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Daniel Susac|SFG|24|0|1|5|0|3|1|11|23|0|0|2|1|0.478|0.5|0.652
Elias Díaz|KCR|8|0|1|2|0|1|1|3|7|0|0|2|0|0.429|0.5|0.714
Dalton Rushing|LAD|35|7|10|14|0|8|2|13|31|0|2|2|0|0.419|0.486|1.161
Moisés Ballesteros|CHC|61|3|10|11|0|12|5|22|55|1|0|5|0|0.4|0.443|0.655
Braxton Fulford|COL|5|1|2|2|0|2|0|2|5|0|0|0|0|0.4|0.4|1.0
Kyle Stowers|MIA|18|0|4|0|0|3|2|6|15|0|1|3|0|0.4|0.5|0.6
Eloy Jiménez|TOR|27|0|2|3|0|4|3|9|23|1|0|0|0|0.391|0.444|0.391
Billy Cook|PIT|8|0|5|0|2|2|0|3|8|0|0|0|0|0.375|0.375|0.375
Miguel Rojas|LAD|43|1|4|3|0|6|3|14|38|1|0|2|0|0.368|0.405|0.5
Yordan Alvarez|HOU|121|11|20|26|1|11|19|35|98|1|3|8|0|0.357|0.471|0.776
Ildemaro Vargas|ARI|73|5|14|16|0|9|2|25|70|0|0|5|1|0.357|0.375|0.671
Dominic Smith|ATL|67|4|11|17|0|7|2|22|62|1|1|2|0|0.355|0.379|0.581
Javier Sanoja|MIA|59|0|1|9|2|6|5|19|54|0|0|3|0|0.352|0.407|0.407
Hyeseong Kim|LAD|44|1|6|6|5|10|6|13|37|1|0|2|0|0.351|0.432|0.486
Christian Vázquez|HOU|43|2|6|10|0|8|5|13|37|0|0|4|0|0.351|0.429|0.622
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Adley Rutschman|BAL|48|3|6|11|0|7|5|15|43|0|0|6|0|0.349|0.417|0.698
Joey Wiemer|WSH|53|3|11|6|1|18|7|16|46|0|0|2|1|0.348|0.434|0.63
Xavier Edwards|MIA|113|1|19|8|3|13|14|34|98|0|0|6|2|0.347|0.429|0.48
Austin Martin|MIN|72|1|11|6|2|11|17|18|52|1|2|4|0|0.346|0.514|0.481
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Carlos Cortes|ATH|62|4|8|11|0|4|6|19|56|0|0|4|0|0.339|0.403|0.625
Yandy Díaz|TBR|112|3|13|18|1|14|10|33|98|0|4|3|1|0.337|0.42|0.48
Luis Campusano|SDP|39|2|7|7|0|9|3|12|36|0|0|6|0|0.333|0.385|0.667
Andrés Chaparro|WSH|7|0|1|0|0|2|1|2|6|0|0|1|0|0.333|0.429|0.5
Kyle Farmer|ATL|7|0|1|3|0|0|0|2|6|1|0|1|0|0.333|0.286|0.5
Eric Haase|SFG|3|0|1|1|0|0|0|1|3|0|0|1|0|0.333|0.333|0.667
Colt Keith|DET|79|0|13|6|0|15|4|25|75|0|0|7|0|0.333|0.367|0.427
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Ryan O'Hearn|PIT|100|4|13|16|1|16|13|28|84|2|1|4|0|0.333|0.42|0.524
Andy Pages|LAD|102|5|13|21|4|24|7|31|93|1|1|5|0|0.333|0.382|0.548
Garrett Stubbs|PHI|7|0|1|1|0|0|0|2|6|1|0|0|0|0.333|0.286|0.333
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Otto Lopez|MIA|106|3|19|12|4|19|6|32|97|1|2|5|2|0.33|0.377|0.515
Michael Harris II|ATL|91|6|11|18|2|15|5|28|86|0|0|4|0|0.326|0.363|0.581
Vladimir Guerrero Jr.|TOR|107|2|13|13|1|13|13|30|93|0|1|5|0|0.323|0.411|0.441
Daniel Schneemann|CLE|71|3|11|12|1|21|9|20|62|0|0|7|0|0.323|0.408|0.581
Luis Arraez|SFG|106|0|11|7|4|4|6|31|97|2|0|1|2|0.32|0.352|0.371
Kevin McGonigle|DET|113|1|20|11|2|15|15|31|97|0|1|10|2|0.32|0.416|0.495
