name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Justin Dean|CHC|3|0|1|3|0|0|0|2|3|0|0|0|1|0.667|0.667|1.333
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Tommy Edman|LAD|33|0|1|4|0|5|4|11|29|0|0|2|1|0.379|0.455|0.517
Samad Taylor|SDP|76|1|12|11|6|19|10|22|64|0|0|1|0|0.344|0.432|0.406
Otto Lopez|MIA|349|6|52|36|16|48|16|109|324|5|4|21|4|0.336|0.37|0.481
Yandy Díaz|TBR|338|12|44|52|1|45|34|98|293|2|9|15|1|0.334|0.417|0.515
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Ben Malgeri|DET|7|0|1|1|0|3|0|2|6|1|0|0|0|0.333|0.286|0.333
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Anthony Seigler|BOS|33|1|5|2|0|7|3|10|30|0|0|3|0|0.333|0.394|0.533
Andrew Vaughn|MIL|136|2|16|24|0|14|16|39|117|1|2|12|1|0.333|0.419|0.504
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Jung Hoo Lee|SFG|301|5|41|30|5|29|13|91|282|3|3|19|3|0.323|0.355|0.465
Luis Arraez|SFG|341|3|41|30|6|13|19|98|306|7|3|17|6|0.32|0.358|0.444
Jonah Cox|SFG|24|1|5|2|2|12|0|7|22|0|0|1|1|0.318|0.318|0.591
Brandon Marsh|PHI|305|12|46|41|8|78|14|91|286|3|2|14|2|0.318|0.351|0.507
Donovan Walton|LAA|89|3|13|12|0|17|3|27|85|0|0|7|0|0.318|0.341|0.506
Alex Jackson|MIN|43|0|5|3|0|13|0|13|41|0|2|3|0|0.317|0.349|0.39
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Yordan Alvarez|HOU|361|25|57|56|1|62|55|94|299|2|5|16|0|0.314|0.427|0.619
