name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
DaShawn Keirsey Jr.|ATL|1|0|2|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Vimael Machín|COL|6|0|0|0|0|2|0|3|6|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Michael Stefanic|ATH|21|0|3|2|0|3|2|7|19|0|0|1|0|0.368|0.429|0.421
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Brewer Hicklen|ATL|34|0|8|3|0|12|7|9|27|0|0|5|0|0.333|0.471|0.519
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Emmanuel Rodriguez|MIN|15|1|1|4|0|4|0|5|15|0|0|1|1|0.333|0.333|0.733
Brett Bateman|TOR|153|2|22|11|3|31|14|44|134|1|2|5|1|0.328|0.397|0.425
Eduardo Valencia|DET|105|6|16|18|0|26|3|32|100|0|1|10|0|0.32|0.346|0.6
Luis Arraez|PHI|621|6|66|60|10|26|30|179|568|12|5|32|7|0.315|0.348|0.428
Andrew Vaughn|MIL|319|6|33|42|0|50|34|87|277|2|6|18|2|0.314|0.398|0.458
Yordan Alvarez|HOU|643|39|96|98|1|114|103|163|525|5|10|30|1|0.31|0.429|0.594
Adael Amador|COL|63|4|15|12|0|8|6|17|55|0|1|3|0|0.309|0.387|0.582
Alex Jackson|MIN|72|1|12|5|0|24|2|21|68|0|2|4|0|0.309|0.347|0.412
Chandler Simpson|TBR|576|0|63|33|41|46|26|165|535|6|0|15|6|0.308|0.337|0.359
Michael Arroyo|SEA|18|1|3|3|1|4|4|4|13|1|0|1|0|0.308|0.444|0.615
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Nick Gonzales|PIT|576|6|68|60|7|92|41|160|522|1|12|26|1|0.307|0.37|0.395
Samad Taylor|SDP|139|1|19|11|9|38|14|37|121|0|1|2|2|0.306|0.382|0.38
Otto Lopez|MIA|645|10|89|69|30|84|36|180|590|11|8|31|9|0.305|0.347|0.439
Leo Bernal|STL|60|3|8|14|0|10|4|17|56|0|0|3|0|0.304|0.35|0.518
Bryan De La Cruz|PHI|74|2|10|12|0|16|4|20|66|2|2|3|0|0.303|0.351|0.439
Ronny Simon|PIT|36|0|5|2|2|4|2|10|33|0|0|1|0|0.303|0.343|0.333
Gabriel Moreno|ARI|510|14|64|74|6|77|57|133|439|9|5|31|1|0.303|0.382|0.474
Blaze Alexander|BAL|289|4|35|31|10|63|19|79|261|1|4|13|2|0.303|0.358|0.414
TJ Rumfield|COL|597|15|62|69|0|81|69|155|516|2|10|29|3|0.3|0.392|0.455
Yohandy Morales|WSH|30|2|7|4|1|9|0|9|30|0|0|3|0|0.3|0.3|0.6
Yandy Díaz|TBR|646|22|86|81|3|93|52|173|578|6|10|25|1|0.299|0.364|0.46
