name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Angel Genao|CLE|5|0|1|1|0|0|0|4|5|0|0|0|0|0.8|0.8|0.8
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Bryan De La Cruz|PHI|27|2|4|6|0|5|2|9|21|2|2|1|0|0.429|0.481|0.762
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Eduardo Valencia|DET|35|4|9|11|0|9|0|14|34|0|1|3|0|0.412|0.429|0.853
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Max Clark|DET|24|1|4|3|0|7|4|7|19|0|1|2|0|0.368|0.5|0.632
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
George Lombard Jr.|NYY|7|1|1|1|0|2|1|2|6|0|0|0|0|0.333|0.429|0.833
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|504|35|78|85|1|87|81|136|414|3|6|24|0|0.329|0.442|0.64
Tyler Tolbert|KCR|91|3|22|6|15|15|6|26|80|1|0|3|0|0.325|0.368|0.475
Luis Arraez|PHI|473|5|54|46|10|21|25|139|429|9|4|24|7|0.324|0.36|0.448
Otto Lopez|MIA|480|9|69|51|23|64|23|142|444|9|4|29|7|0.32|0.352|0.477
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Jeremy Peña|HOU|295|13|54|37|8|56|20|83|267|2|6|12|1|0.311|0.369|0.509
Freddie Freeman|LAD|481|15|57|54|5|78|51|131|423|4|3|27|1|0.31|0.385|0.485
