name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Matthew Lugo|KCR|1|0|0|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Michael Stefanic|ATH|7|0|1|1|0|1|0|3|7|0|0|1|0|0.429|0.429|0.571
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Bryan De La Cruz|PHI|46|2|6|11|0|10|2|14|40|2|2|2|0|0.35|0.391|0.55
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Kaelen Culpepper|MIN|63|3|8|6|0|15|3|19|57|1|2|2|0|0.333|0.381|0.526
Deyvison De Los Santos|MIA|9|0|0|0|0|3|0|3|9|0|0|1|0|0.333|0.333|0.444
Corey Julks|DET|6|0|1|0|0|1|0|2|6|0|0|1|0|0.333|0.333|0.5
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Eduardo Valencia|DET|72|6|12|17|0|21|1|23|70|0|1|6|0|0.329|0.347|0.671
Brett Bateman|TOR|74|0|7|5|1|16|4|22|68|1|0|3|1|0.324|0.356|0.397
Yordan Alvarez|HOU|580|36|88|91|1|102|91|152|476|4|9|28|1|0.319|0.434|0.609
Luis Arraez|PHI|553|6|63|54|10|24|27|161|506|10|4|28|7|0.318|0.351|0.437
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Andrew Vaughn|MIL|288|5|30|38|0|44|32|77|248|2|6|16|2|0.31|0.399|0.452
Turner Hill|SFG|31|0|2|4|1|5|4|8|26|1|0|4|0|0.308|0.387|0.462
Otto Lopez|MIA|565|9|79|59|29|71|30|160|520|11|4|30|7|0.308|0.343|0.444
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Chandler Simpson|TBR|505|0|51|29|35|42|23|144|468|6|0|13|6|0.308|0.336|0.361
Nick Gonzales|PIT|521|6|66|56|7|88|35|145|475|1|10|22|1|0.305|0.365|0.394
Gabriel Moreno|ARI|439|11|57|66|5|65|50|114|376|9|4|28|1|0.303|0.383|0.471
Alex Jackson|MIN|69|1|11|5|0|23|1|20|66|0|2|4|0|0.303|0.333|0.409
Yandy Díaz|TBR|568|19|76|72|3|79|48|152|505|5|10|21|1|0.301|0.37|0.459
Freddie Freeman|LAD|559|15|65|61|6|91|57|148|493|6|3|31|1|0.3|0.372|0.458
Adael Amador|COL|13|1|5|6|0|5|3|3|10|0|0|1|0|0.3|0.462|0.7
Tyler Tolbert|KCR|127|3|28|8|20|23|11|33|110|1|1|5|0|0.3|0.366|0.427
Josh Jung|TEX|396|9|46|35|1|71|33|104|354|3|6|23|1|0.294|0.361|0.441
Alec Burleson|STL|565|21|78|99|3|94|46|149|510|3|6|33|1|0.292|0.356|0.484
Michael Harris II|ATL|512|21|62|72|9|101|19|142|487|3|2|30|1|0.292|0.319|0.487
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Jordan Lawlar|ARI|70|3|10|8|4|19|3|18|62|0|4|2|0|0.29|0.362|0.468
Jake McCarthy|COL|471|13|64|68|25|80|24|126|434|4|4|27|7|0.29|0.33|0.475
Ronny Simon|PIT|34|0|4|2|1|4|2|9|31|0|0|1|0|0.29|0.333|0.323
TJ Rumfield|COL|526|13|55|60|0|74|59|132|456|2|9|26|2|0.289|0.38|0.441
James McCann|ARI|130|4|13|21|0|30|6|35|121|0|1|5|0|0.289|0.328|0.43
Bobby Witt Jr.|KCR|513|16|75|49|36|90|55|131|453|3|2|27|1|0.289|0.366|0.459
Chase DeLauter|CLE|468|13|52|59|9|67|50|120|415|3|0|22|3|0.289|0.363|0.451
Jung Hoo Lee|SFG|493|9|59|47|10|49|21|133|461|4|7|27|4|0.289|0.327|0.423
Angel Genao|CLE|72|1|9|3|1|8|5|19|66|0|1|3|0|0.288|0.347|0.379
Wade Meckler|LAA|229|3|28|20|6|49|21|59|205|0|2|10|0|0.288|0.36|0.38
Ty France|SDP|391|18|44|56|1|84|28|99|344|6|12|17|2|0.288|0.356|0.506
Jake Mangum|PIT|399|4|50|28|21|78|22|104|362|2|10|16|2|0.287|0.343|0.376
Luis Campusano|SDP|168|5|18|23|0|37|23|41|143|0|2|11|0|0.287|0.393|0.469
Jordan Walker|STL|560|27|83|97|18|136|43|146|510|3|4|29|0|0.286|0.345|0.502
Liam Hicks|TBR|477|17|62|73|3|45|50|117|409|7|10|13|1|0.286|0.372|0.447
Xavier Edwards|MIA|563|6|59|50|19|75|64|140|490|6|0|17|6|0.286|0.364|0.382
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Pedro Ramírez|CHC|178|3|24|21|7|33|14|46|161|1|1|10|2|0.286|0.345|0.429
Joey Wiemer|WSH|83|3|16|12|1|29|12|20|70|0|1|5|1|0.286|0.398|0.514
Ceddanne Rafaela|BOS|541|16|67|66|17|109|21|145|508|2|8|32|3|0.285|0.323|0.455
Shohei Ohtani|LAD|568|30|86|80|10|133|76|137|480|5|5|25|4|0.285|0.385|0.542
Troy Johnston|COL|394|4|37|47|4|66|34|99|347|5|7|27|1|0.285|0.356|0.403
Fernando Tatis Jr.|SDP|582|17|75|67|30|108|54|147|516|6|5|28|2|0.285|0.355|0.446
Luis García Jr.|NYY|457|28|59|87|4|76|22|123|433|2|0|24|5|0.284|0.317|0.557
Juan Soto|NYM|359|21|46|52|7|48|63|83|293|2|0|8|2|0.283|0.408|0.539
Jackson Chourio|MIL|447|19|68|54|14|107|37|115|407|1|2|22|0|0.283|0.345|0.477
Jeremy Peña|HOU|363|16|65|44|8|80|21|94|333|2|7|15|1|0.282|0.336|0.477
Tristan Peters|CHW|400|12|53|52|7|72|31|101|358|2|5|27|3|0.282|0.346|0.475
Blake Dunn|CIN|155|2|20|7|6|33|10|40|142|1|2|7|1|0.282|0.335|0.387
Jac Caglianone|KCR|479|23|62|66|6|125|29|125|444|1|5|24|2|0.282|0.332|0.5
Ernie Clement|TOR|526|9|54|43|5|51|18|141|501|5|2|29|1|0.281|0.306|0.397
Willson Contreras|BOS|501|26|66|78|3|124|55|118|420|3|22|21|2|0.281|0.39|0.526
Keibert Ruiz|WSH|306|9|41|45|2|33|16|80|285|3|2|22|0|0.281|0.32|0.453
Junior Caminero|TBR|579|35|81|84|3|106|68|142|507|2|2|20|1|0.28|0.366|0.531
Javier Sanoja|MIA|372|6|33|51|9|31|20|98|350|1|0|27|2|0.28|0.318|0.42
Jonathan Aranda|TBR|565|16|62|78|0|132|59|137|490|7|9|21|0|0.28|0.363|0.42
Donovan Walton|ATH|187|4|29|19|2|31|19|45|161|0|5|12|1|0.28|0.373|0.441
Carson Benge|NYM|529|16|68|53|19|113|38|135|484|1|6|17|3|0.279|0.338|0.426
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Kevin McGonigle|DET|581|14|84|56|12|80|79|138|496|3|3|24|3|0.278|0.379|0.423
Jonah Cox|SFG|59|3|10|7|5|28|2|15|54|0|0|1|2|0.278|0.304|0.537
Randal Grichuk|CHW|207|11|32|32|0|47|7|55|198|1|1|20|1|0.278|0.304|0.556
Tyler Locklear|ARI|42|1|8|6|1|9|4|10|36|1|1|3|0|0.278|0.357|0.444
Brendan Donovan|SEA|159|3|12|15|1|23|15|38|137|1|6|7|1|0.277|0.371|0.409
Isiah Kiner-Falefa|BOS|132|2|19|13|7|18|12|33|119|0|0|4|0|0.277|0.344|0.361
Cody Freeman|TEX|54|0|5|2|0|10|5|13|47|0|0|0|1|0.277|0.346|0.319
Michael Massey|KCR|366|11|46|44|2|62|19|94|340|5|0|22|1|0.276|0.31|0.444
Jhonny Pereda|SEA|82|2|9|4|0|16|5|21|76|0|1|0|0|0.276|0.329|0.355
Ryan Jeffers|MIN|282|10|41|42|1|46|39|66|239|1|2|15|1|0.276|0.381|0.473
Pete Crow-Armstrong|CHC|597|33|93|83|32|158|71|141|511|3|11|27|7|0.276|0.374|0.55
Konnor Griffin|PIT|247|5|35|25|20|65|16|62|225|2|4|10|2|0.276|0.332|0.404
Nolan Schanuel|LAA|446|7|43|49|1|58|42|108|392|5|6|22|0|0.276|0.351|0.385
Steven Kwan|CLE|518|2|65|27|9|51|70|120|436|3|4|16|2|0.275|0.378|0.335
Mickey Gasper|BOS|152|5|17|19|0|22|16|36|131|1|3|8|1|0.275|0.364|0.466
Drake Baldwin|ATL|491|22|72|66|3|103|49|119|434|1|7|13|0|0.274|0.356|0.456
Pete Alonso|BAL|580|32|82|91|5|140|64|138|504|4|8|24|0|0.274|0.362|0.512
Masataka Yoshida|BOS|297|5|34|28|2|33|28|72|263|3|3|16|1|0.274|0.347|0.399
Miguel Rojas|LAD|202|3|20|18|0|21|13|49|179|6|2|12|0|0.274|0.32|0.391
CJ Abrams|WSH|552|29|80|92|26|129|48|133|486|6|12|26|3|0.274|0.35|0.519
Alejandro Kirk|TOR|230|7|17|29|0|25|26|55|201|3|0|6|0|0.274|0.352|0.408
Ezequiel Duran|TEX|482|14|58|70|10|115|37|119|435|5|4|25|4|0.274|0.333|0.446
Chase Meidroth|CHW|540|12|74|50|2|121|51|130|476|3|4|25|0|0.273|0.346|0.401
Jonatan Clase|TOR|25|2|4|6|0|8|3|6|22|0|0|0|0|0.273|0.36|0.545
Christian Encarnacion-Strand|BAL|118|7|13|27|1|31|5|30|110|1|1|7|0|0.273|0.308|0.527
Brandon Lockridge|MIL|111|0|12|12|6|32|11|27|99|0|0|4|0|0.273|0.345|0.313
Nick Madrigal|LAA|52|0|7|2|1|3|7|12|44|0|1|1|0|0.273|0.385|0.295
Riley Greene|DET|492|16|65|54|3|133|61|115|422|5|4|25|1|0.273|0.366|0.45
Brandon Marsh|PHI|501|17|67|55|11|126|31|126|463|4|2|18|2|0.272|0.318|0.43
Henry Bolte|ATH|345|6|37|26|14|96|25|83|305|2|11|11|1|0.272|0.347|0.374
Randy Arozarena|SEA|544|20|85|58|20|115|54|127|467|3|20|26|1|0.272|0.369|0.46
Jake Bauers|MIL|476|23|76|75|9|122|70|109|401|2|3|19|2|0.272|0.382|0.501
Andy Pages|LAD|550|21|72|80|12|107|45|134|493|5|7|25|2|0.272|0.338|0.458
Hao-Yu Lee|DET|249|7|26|33|1|56|14|63|232|2|0|12|1|0.272|0.31|0.422
Casey Schmitt|SFG|409|21|47|55|9|81|11|105|387|4|7|17|1|0.271|0.301|0.483
Josh Naylor|SEA|531|10|48|47|25|67|40|131|483|2|5|18|0|0.271|0.332|0.371
Ryan Waldschmidt|ARI|242|3|27|22|7|70|18|58|214|3|4|15|1|0.271|0.335|0.393
Orlando Arcia|MIN|50|1|6|2|0|8|2|13|48|0|0|1|0|0.271|0.3|0.354
Jonny DeLuca|TBR|279|8|34|38|14|55|11|72|266|0|0|20|0|0.271|0.3|0.436
Sam Antonacci|CHW|451|8|67|40|16|72|35|105|388|1|24|19|3|0.271|0.366|0.397
Ryan O'Hearn|PIT|398|17|54|69|1|86|31|97|359|3|5|15|0|0.27|0.334|0.454
Seiya Suzuki|CHC|511|22|76|75|3|129|63|119|441|3|4|26|0|0.27|0.364|0.478
Luke Keaschall|MIN|499|8|60|40|15|77|48|115|427|7|16|21|1|0.269|0.359|0.379
Tommy White|ATH|139|2|15|8|0|22|4|36|134|1|0|4|0|0.269|0.288|0.343
Maikel Garcia|KCR|309|3|34|32|5|47|24|76|283|2|0|18|3|0.269|0.324|0.385
Alika Williams|ATH|161|2|18|12|0|38|6|40|149|1|2|14|1|0.268|0.304|0.416
Jared Young|NYM|276|8|32|32|3|51|18|67|250|2|6|15|2|0.268|0.33|0.44
Cooper Pratt|MIL|180|2|24|19|12|36|18|41|153|6|2|5|1|0.268|0.341|0.353
Mauricio Dubón|ATL|512|10|57|63|7|62|30|127|474|2|2|24|2|0.268|0.313|0.39
Santiago Espinal|LAD|60|1|5|7|0|8|1|15|56|1|0|3|0|0.268|0.276|0.375
Tommy Edman|LAD|217|5|30|27|5|47|15|51|191|0|9|9|2|0.267|0.349|0.414
Justin Crawford|PHI|394|2|41|34|16|68|23|96|360|3|3|17|4|0.267|0.314|0.353
Kyle Farmer|ATL|16|0|2|3|0|4|0|4|15|1|0|1|0|0.267|0.25|0.333
Luis Lara|MIL|135|1|17|17|3|26|14|32|120|1|0|6|2|0.267|0.341|0.375
Endy Rodríguez|PIT|159|7|20|20|6|41|23|36|135|0|0|6|0|0.267|0.373|0.467
Nick Sogard|BOS|164|2|20|10|0|29|25|36|135|1|0|9|1|0.267|0.379|0.393
Jesús Sánchez|TOR|284|8|24|34|1|66|17|68|255|5|7|18|0|0.267|0.324|0.431
Bryce Harper|PHI|571|27|84|77|7|118|94|125|469|7|1|26|3|0.267|0.385|0.507
William Contreras|MIL|537|12|65|66|1|74|50|127|477|6|4|21|1|0.266|0.337|0.39
Jacob Wilson|ATH|337|7|37|37|4|39|12|85|320|1|3|16|1|0.266|0.298|0.388
Austin Hedges|CLE|202|5|20|21|1|35|18|47|177|2|1|7|0|0.266|0.333|0.39
James Wood|WSH|535|30|100|73|17|153|90|116|437|4|4|26|1|0.265|0.393|0.535
Jeff McNeil|ATH|408|6|38|46|6|45|25|99|373|4|4|18|0|0.265|0.315|0.362
Nathan Lukes|TOR|354|9|35|31|1|53|20|85|321|2|5|11|0|0.265|0.316|0.383
Elly De La Cruz|CIN|516|21|77|58|23|140|54|121|457|3|2|23|5|0.265|0.343|0.475
