name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
James Triantos|CHC|1|0|1|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Bryan De La Cruz|PHI|8|1|2|1|0|2|1|5|7|0|0|0|0|0.714|0.75|1.143
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Eduardo Valencia|DET|13|2|3|3|0|4|0|5|12|0|1|0|0|0.417|0.462|0.917
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Christian Encarnacion-Strand|BAL|30|3|3|9|0|6|2|10|27|0|0|1|0|0.37|0.414|0.741
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tommy Edman|LAD|113|2|17|17|3|21|8|33|98|0|5|5|2|0.337|0.414|0.49
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Otto Lopez|MIA|441|9|62|47|20|62|23|133|406|8|4|27|6|0.328|0.363|0.49
Luis Arraez|SFG|438|4|50|40|8|19|25|129|395|9|3|23|7|0.327|0.363|0.451
Yordan Alvarez|HOU|459|34|72|77|1|79|70|123|381|3|5|20|0|0.323|0.431|0.643
Alex Jackson|MIN|65|1|10|5|0|19|1|20|62|0|2|4|0|0.323|0.354|0.435
Tommy White|ATH|33|0|4|0|0|2|2|10|31|0|0|2|0|0.323|0.364|0.387
Jeremy Peña|HOU|249|11|47|30|8|40|17|72|226|2|4|9|0|0.319|0.373|0.504
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Tyler Locklear|ARI|24|1|4|6|1|3|3|6|19|1|1|1|0|0.316|0.417|0.526
Gabriel Moreno|ARI|321|7|43|41|4|47|38|86|273|7|3|18|0|0.315|0.396|0.458
Nick Gonzales|PIT|412|6|58|47|4|73|28|118|377|1|6|17|1|0.313|0.369|0.411
Nicky Lopez|TEX|158|1|16|17|4|23|5|45|144|0|2|3|0|0.313|0.344|0.354
Tyler Tolbert|KCR|74|2|19|5|12|11|5|20|64|1|0|1|0|0.313|0.357|0.422
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Andrew Vaughn|MIL|194|4|23|28|0|24|21|52|169|2|2|15|2|0.308|0.387|0.491
Pedro Ramírez|CHC|90|1|13|13|3|14|6|25|82|1|0|7|1|0.305|0.348|0.451
Luis Lara|MIL|40|0|5|7|1|5|6|10|33|1|0|4|0|0.303|0.4|0.424
Jake Mangum|PIT|288|2|35|21|19|50|14|80|264|1|6|10|1|0.303|0.351|0.371
Yandy Díaz|TBR|445|14|57|61|2|64|40|119|393|3|9|18|1|0.303|0.378|0.461
Jung Hoo Lee|SFG|384|6|51|37|6|38|15|109|361|3|5|22|4|0.302|0.336|0.435
