name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
JJ Bleday|CIN|2|1|1|1|0|0|1|1|1|0|0|0|0|1.0|1.0|4.0
Aramis Garcia|ARI|2|0|0|0|0|1|0|1|2|0|0|0|0|0.5|0.5|0.5
Yohendrick Pinango|TOR|2|0|0|0|0|0|0|1|2|0|0|0|0|0.5|0.5|0.5
Will Wilson|SEA|2|1|1|2|0|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Daniel Susac|SFG|24|0|1|5|0|3|1|11|23|0|0|2|1|0.478|0.5|0.652
Elias Díaz|KCR|8|0|1|2|0|1|1|3|7|0|0|2|0|0.429|0.5|0.714
Braxton Fulford|COL|5|1|2|2|0|2|0|2|5|0|0|0|0|0.4|0.4|1.0
Alejandro Osuna|TEX|7|0|1|0|0|0|2|2|5|0|0|0|0|0.4|0.571|0.4
Moisés Ballesteros|CHC|65|4|11|12|0|12|6|23|58|1|0|5|0|0.397|0.446|0.69
Dalton Rushing|LAD|44|7|11|16|0|11|3|15|39|0|2|2|0|0.385|0.455|0.974
Carlos Cortes|ATH|67|4|8|13|0|4|6|23|61|0|0|5|1|0.377|0.433|0.689
Ildemaro Vargas|ARI|82|6|18|20|0|10|2|29|79|0|0|6|2|0.367|0.383|0.722
Miguel Rojas|LAD|46|1|4|5|0|6|3|15|41|1|0|3|0|0.366|0.4|0.512
Eloy Jiménez|TOR|29|0|2|3|0|4|3|9|25|1|0|0|0|0.36|0.414|0.36
Yordan Alvarez|HOU|129|11|22|26|1|11|19|38|106|1|3|9|0|0.358|0.465|0.755
Vaughn Grissom|LAA|36|0|4|3|0|2|6|10|28|1|0|3|0|0.357|0.457|0.464
Luis Campusano|SDP|43|3|8|9|0|9|3|14|40|0|0|7|0|0.35|0.395|0.75
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Dominic Smith|ATL|68|4|11|17|0|8|2|22|63|1|1|2|0|0.349|0.373|0.571
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Xavier Edwards|MIA|121|1|20|9|4|15|15|36|105|0|0|6|2|0.343|0.425|0.467
Jose Fernandez|ARI|78|3|17|12|1|18|2|26|76|0|0|3|0|0.342|0.359|0.5
Vladimir Guerrero Jr.|TOR|115|2|15|14|2|13|14|34|100|0|1|6|0|0.34|0.426|0.46
Javier Sanoja|MIA|62|0|1|9|2|6|6|19|56|0|0|3|0|0.339|0.403|0.393
Andy Pages|LAD|111|5|15|25|4|25|7|34|101|2|1|7|0|0.337|0.378|0.554
Yandy Díaz|TBR|120|4|16|20|1|14|11|35|104|0|5|3|1|0.337|0.425|0.5
Michael Conforto|CHC|32|0|3|5|0|10|7|8|24|1|0|3|0|0.333|0.469|0.458
Kyle Farmer|ATL|7|0|1|3|0|0|0|2|6|1|0|1|0|0.333|0.286|0.5
Eric Haase|SFG|3|0|1|1|0|0|0|1|3|0|0|1|0|0.333|0.333|0.667
Hyeseong Kim|LAD|52|1|7|7|5|13|6|15|45|1|0|2|0|0.333|0.404|0.444
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Adley Rutschman|BAL|56|3|6|11|0|7|5|17|51|0|0|6|0|0.333|0.393|0.627
Garrett Stubbs|PHI|7|0|2|1|0|0|0|2|6|1|0|0|0|0.333|0.286|0.333
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Kevin McGonigle|DET|123|2|22|12|2|15|16|35|106|0|1|11|2|0.33|0.423|0.528
Austin Martin|MIN|76|1|11|6|2|13|18|18|55|1|2|4|0|0.327|0.5|0.455
Ben Rice|NYY|109|9|25|21|1|30|20|28|86|2|1|8|0|0.326|0.45|0.733
Michael Harris II|ATL|100|6|11|20|2|17|6|30|93|1|0|4|0|0.323|0.36|0.559
Ernie Clement|TOR|113|0|9|7|1|9|1|36|112|0|0|13|0|0.321|0.327|0.438
Chandler Simpson|TBR|116|0|14|6|9|10|6|34|106|1|0|0|2|0.321|0.354|0.358
Joey Wiemer|WSH|58|3|11|7|1|21|8|16|50|0|0|2|1|0.32|0.414|0.58
Daniel Schneemann|CLE|75|3|11|12|1|23|9|21|66|0|0|7|0|0.318|0.4|0.561
Colt Keith|DET|86|0|13|6|0|18|4|26|82|0|0|7|0|0.317|0.349|0.402
Mickey Moniak|COL|85|8|14|15|1|20|5|25|79|1|0|5|0|0.316|0.353|0.684
Ozzie Albies|ATL|124|5|19|16|0|15|7|36|114|2|1|5|0|0.316|0.355|0.491
Myles Straw|TOR|42|1|12|3|1|3|3|12|38|0|0|2|0|0.316|0.366|0.447
Ryan O'Hearn|PIT|109|4|14|16|1|19|13|29|92|2|2|4|0|0.315|0.404|0.489
Troy Johnston|COL|98|2|8|16|1|20|7|28|89|0|1|6|0|0.315|0.371|0.449
Luis Arraez|SFG|115|0|11|8|4|4|6|33|105|2|0|2|2|0.314|0.345|0.371
Carson Kelly|CHC|83|2|11|10|0|14|12|22|70|0|1|4|0|0.314|0.422|0.457
Otto Lopez|MIA|114|3|19|12|4|20|6|33|105|1|2|5|2|0.314|0.36|0.486
Liam Hicks|MIA|96|5|16|24|1|6|5|27|86|3|2|3|0|0.314|0.354|0.523
Christian Yelich|MIL|56|1|10|10|3|14|5|16|51|0|0|2|1|0.314|0.375|0.451
Jung Hoo Lee|SFG|109|2|13|10|0|14|8|31|99|2|0|8|1|0.313|0.358|0.475
