name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Robby Ahlstrom|TEX|4.3|0|0|0|0.0|0.46|2|0|0|0|2|0|0|15
Logan Allen|CLE|4.0|0|0|0|0.0|1.5|7|0|0|0|5|1|0|19
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Mason Barnett|ATH|8.0|0|1|0|0.0|0.75|12|0|0|0|2|4|0|29
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Cam Booser|TBR|4.0|0|0|1|0.0|0.75|5|0|0|0|2|1|0|14
Tyler Callihan|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Carlos Cortes|ATH|2.0|0|0|0|0.0|1.5|0|0|0|0|1|2|0|9
Yovanny Cruz|NYY|2.3|0|0|0|0.0|0.43|3|0|0|0|1|0|1|9
Nick Davila|SEA|8.3|0|1|1|0.0|1.2|5|0|0|0|4|6|1|34
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|7
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
Caleb Ferguson|CIN|7.7|0|0|0|0.0|0.78|8|0|0|0|4|2|0|30
Alec Gamboa|BOS|1.7|0|0|0|0.0|0.0|3|0|0|0|0|0|0|5
Domingo Gonzalez|SEA|5.7|0|0|0|0.0|1.41|5|0|0|0|5|3|0|24
Josh Hader|HOU|3.0|1|1|0|0.0|0.33|7|0|0|0|0|1|0|10
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Tommy Kahnle|BOS|3.0|0|0|0|0.0|2.0|2|0|0|0|4|2|0|13
William Kempner|MIA|4.7|0|0|0|0.0|0.64|5|0|0|0|3|0|0|17
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Jorge Mateo|ATL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Chayce McDermott|LAD|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|4
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Victor Mederos|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
A.J. Minter|NYM|5.3|0|0|0|0.0|0.94|6|0|0|0|4|1|0|21
Anthony Molina|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
Samy Natera Jr.|LAA|2.7|0|0|0|0.0|0.38|4|0|0|0|0|1|0|9
