name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
James Triantos|CHC|1|0|1|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Bryan De La Cruz|PHI|9|1|2|1|0|2|1|6|8|0|0|0|0|0.75|0.778|1.125
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Eduardo Valencia|DET|13|2|3|3|0|4|0|5|12|0|1|0|0|0.417|0.462|0.917
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Christian Encarnacion-Strand|BAL|30|3|3|9|0|6|2|10|27|0|0|1|0|0.37|0.414|0.741
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tommy Edman|LAD|113|2|17|17|3|21|8|33|98|0|5|5|2|0.337|0.414|0.49
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Otto Lopez|MIA|446|9|64|48|22|62|23|136|411|8|4|27|7|0.331|0.365|0.496
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|SFG|442|4|50|41|9|20|25|130|399|9|3|23|7|0.326|0.362|0.449
Yordan Alvarez|HOU|464|34|73|78|1|80|71|124|384|3|6|20|0|0.323|0.433|0.641
Alex Jackson|MIN|65|1|10|5|0|19|1|20|62|0|2|4|0|0.323|0.354|0.435
Jeremy Peña|HOU|254|11|49|30|8|42|17|73|231|2|4|10|0|0.316|0.37|0.502
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Nick Gonzales|PIT|416|6|58|47|4|74|28|120|381|1|6|17|1|0.315|0.37|0.412
Nicky Lopez|TEX|162|1|17|17|4|24|6|46|147|0|2|3|0|0.313|0.348|0.354
Tyler Tolbert|KCR|74|2|19|5|12|11|5|20|64|1|0|1|0|0.313|0.357|0.422
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Gabriel Moreno|ARI|326|7|43|41|4|49|39|86|277|7|3|18|0|0.31|0.393|0.451
Andrew Vaughn|MIL|197|4|23|28|0|24|22|53|171|2|2|15|2|0.31|0.391|0.491
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Pedro Ramírez|CHC|90|1|13|13|3|14|6|25|82|1|0|7|1|0.305|0.348|0.451
Yandy Díaz|TBR|445|14|57|61|2|64|40|119|393|3|9|18|1|0.303|0.378|0.461
Jung Hoo Lee|SFG|384|6|51|37|6|38|15|109|361|3|5|22|4|0.302|0.336|0.435
Jake Mangum|PIT|293|2|36|21|19|51|14|81|269|1|6|10|1|0.301|0.348|0.368
Freddie Freeman|LAD|446|15|56|52|5|74|50|117|389|4|3|27|1|0.301|0.381|0.491
Michael Harris II|ATL|402|19|53|61|6|79|15|114|382|3|2|21|0|0.298|0.326|0.503
