name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Sebastián Rivero|LAA|4|0|0|0|0|0|0|2|4|0|0|0|0|0.5|0.5|0.5
Daniel Susac|SFG|24|0|1|5|0|3|1|11|23|0|0|2|1|0.478|0.5|0.652
Braxton Fulford|COL|5|1|2|2|0|2|0|2|5|0|0|0|0|0.4|0.4|1.0
Carlos Cortes|ATH|78|4|8|13|0|7|8|27|69|0|1|5|1|0.391|0.462|0.667
Tyler Black|MIL|19|0|2|6|0|4|1|7|18|0|0|2|0|0.389|0.421|0.5
Ildemaro Vargas|ARI|95|6|19|20|0|11|3|34|90|0|0|6|2|0.378|0.398|0.689
Alejandro Osuna|TEX|13|0|2|1|0|1|4|3|8|0|1|0|0|0.375|0.615|0.375
Elias Díaz|KCR|12|1|2|3|0|1|1|4|11|0|0|2|0|0.364|0.417|0.818
Yordan Alvarez|HOU|143|12|25|27|1|14|21|42|118|1|3|9|0|0.356|0.462|0.737
Adley Rutschman|BAL|64|4|9|17|0|8|5|21|59|0|0|6|0|0.356|0.406|0.661
Vladimir Guerrero Jr.|TOR|130|2|18|15|2|15|15|40|113|0|2|7|0|0.354|0.438|0.469
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Dalton Rushing|LAD|52|7|13|17|0|13|4|16|46|0|2|2|0|0.348|0.423|0.848
MJ Melendez|NYM|33|2|4|6|0|12|3|10|29|0|0|3|0|0.345|0.406|0.655
Juan Soto|NYM|68|3|7|8|0|8|10|20|58|0|0|4|0|0.345|0.441|0.569
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Ryan Vilade|TBR|35|0|4|5|1|7|3|11|32|0|0|2|0|0.344|0.4|0.406
Vaughn Grissom|LAA|47|1|6|5|0|3|6|13|38|2|0|4|0|0.342|0.413|0.526
Miguel Rojas|LAD|49|1|4|5|0|7|3|15|44|1|0|3|0|0.341|0.375|0.477
Dominic Smith|ATL|71|4|11|17|0|9|3|22|65|1|1|2|0|0.338|0.371|0.554
Moisés Ballesteros|CHC|79|5|12|16|0|12|7|24|71|1|0|5|0|0.338|0.392|0.62
Xavier Edwards|MIA|133|1|22|9|4|15|19|38|113|0|0|6|2|0.336|0.432|0.451
JJ Bleday|CIN|9|1|1|1|0|1|3|2|6|0|0|0|0|0.333|0.556|0.833
Kyle Farmer|ATL|13|0|1|3|0|2|0|4|12|1|0|1|0|0.333|0.308|0.417
Aramis Garcia|ARI|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Eric Haase|SFG|6|0|2|1|0|1|0|2|6|0|0|1|0|0.333|0.333|0.5
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Yohendrick Pinango|TOR|7|0|0|1|0|0|1|2|6|0|0|0|0|0.333|0.429|0.333
Drew Romo|CHW|9|2|2|3|0|1|2|2|6|0|1|0|0|0.333|0.556|1.333
Esteury Ruiz|MIA|6|1|1|1|1|1|0|2|6|0|0|0|0|0.333|0.333|0.833
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Yandy Díaz|TBR|133|4|18|20|1|16|13|38|115|0|5|3|1|0.33|0.421|0.478
Seiya Suzuki|CHC|79|5|14|9|0|19|10|22|67|0|2|1|0|0.328|0.43|0.567
Shea Langeliers|ATH|136|8|21|15|0|31|11|41|125|0|0|9|0|0.328|0.382|0.592
Kevin McGonigle|DET|136|2|22|13|2|17|19|38|116|0|1|11|2|0.328|0.426|0.509
Joey Wiemer|WSH|63|3|13|8|1|23|8|18|55|0|0|3|1|0.327|0.413|0.582
Ben Rice|NYY|122|10|26|23|1|31|21|32|98|2|1|8|0|0.327|0.443|0.714
Christian Vázquez|HOU|55|2|6|11|0|8|5|16|49|0|0|4|0|0.327|0.389|0.531
Luis Campusano|SDP|50|3|8|10|0|13|4|15|46|0|0|7|0|0.326|0.38|0.674
Colt Keith|DET|96|0|14|6|0|19|4|30|92|0|0|7|0|0.326|0.354|0.402
Jose Fernandez|ARI|86|3|18|12|1|19|3|27|83|0|0|3|0|0.325|0.349|0.47
Ozzie Albies|ATL|136|7|23|20|0|16|9|40|124|2|1|6|0|0.323|0.368|0.54
Javier Sanoja|MIA|68|0|1|10|2|7|6|20|62|0|0|3|0|0.323|0.382|0.371
Otto Lopez|MIA|127|3|20|12|5|26|6|38|118|1|2|7|2|0.322|0.362|0.492
Andy Pages|LAD|123|5|16|25|4|28|8|36|112|2|1|7|0|0.321|0.366|0.518
Daniel Schneemann|CLE|87|4|12|14|2|26|9|25|78|0|0|7|0|0.321|0.391|0.564
Nick Gonzales|PIT|112|0|13|15|2|21|6|33|104|0|2|5|0|0.317|0.366|0.365
Michael Harris II|ATL|108|6|11|20|2|18|6|32|101|1|0|4|0|0.317|0.352|0.535
Josh Jung|TEX|113|4|12|17|1|19|10|32|101|1|1|11|0|0.317|0.381|0.545
Liam Hicks|MIA|104|7|18|28|1|8|7|29|92|3|2|3|0|0.315|0.365|0.576
Mickey Moniak|COL|97|8|15|17|1|25|6|28|89|1|1|6|0|0.315|0.361|0.652
Christian Yelich|MIL|56|1|10|10|3|14|5|16|51|0|0|2|1|0.314|0.375|0.451
Chandler Simpson|TBR|129|0|14|6|11|10|7|37|118|1|0|1|2|0.314|0.349|0.356
