name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|0|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Eduardo Valencia|DET|46|5|11|14|0|12|1|17|44|0|1|5|0|0.386|0.413|0.841
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Abimelec Ortiz|WSH|31|4|5|8|0|6|1|10|30|0|0|1|0|0.333|0.355|0.767
Ronny Simon|PIT|26|0|3|2|1|1|2|8|24|0|0|1|0|0.333|0.385|0.375
Zac Veen|COL|3|1|1|2|0|1|0|1|3|0|0|0|0|0.333|0.333|1.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|530|35|80|87|1|91|84|140|435|4|7|25|0|0.322|0.436|0.621
Bryan De La Cruz|PHI|34|2|4|6|0|8|2|9|28|2|2|1|0|0.321|0.382|0.571
Luis Arraez|PHI|511|5|56|49|10|23|26|147|465|10|4|26|7|0.316|0.35|0.434
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Luis Campusano|SDP|141|5|16|20|0|30|18|38|121|0|2|9|0|0.314|0.411|0.512
Otto Lopez|MIA|511|9|72|53|23|67|24|148|474|9|4|29|7|0.312|0.344|0.46
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Tyler Tolbert|KCR|104|3|24|6|17|18|9|28|90|1|0|5|0|0.311|0.37|0.467
Nick Gonzales|PIT|483|6|65|53|5|82|30|137|444|1|8|21|1|0.309|0.362|0.401
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Chandler Simpson|TBR|450|0|49|25|33|39|20|128|417|6|0|12|6|0.307|0.334|0.365
Gabriel Moreno|ARI|386|8|49|53|4|57|43|101|331|8|4|23|1|0.305|0.383|0.453
Freddie Freeman|LAD|509|15|59|57|5|82|54|136|448|4|3|27|1|0.304|0.379|0.469
Alex Jackson|MIN|69|1|11|5|0|23|1|20|66|0|2|4|0|0.303|0.333|0.409
Wade Meckler|LAA|206|3|24|20|4|44|19|56|185|0|1|10|0|0.303|0.371|0.405
Yandy Díaz|TBR|510|17|68|69|3|73|43|137|453|5|9|21|1|0.302|0.371|0.466
Jake Mangum|PIT|362|4|47|28|21|68|19|99|329|2|9|15|2|0.301|0.354|0.395
Andrew Vaughn|MIL|248|5|27|34|0|38|29|64|213|2|4|16|2|0.3|0.391|0.465
Jake McCarthy|COL|412|13|57|67|20|69|19|114|380|4|4|25|7|0.3|0.337|0.505
Angel Genao|CLE|30|1|5|3|1|2|2|8|27|0|1|1|0|0.296|0.367|0.444
