name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Brewer Hicklen|ATL|13|0|2|2|0|3|2|5|11|0|0|3|0|0.455|0.538|0.727
Tommy White|ATH|12|0|1|0|0|0|1|5|11|0|0|1|0|0.455|0.5|0.545
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Eduardo Valencia|DET|13|2|3|3|0|4|0|5|12|0|1|0|0|0.417|0.462|0.917
Justin Dean|CHC|7|0|3|3|0|2|2|2|5|0|0|0|1|0.4|0.571|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Christian Encarnacion-Strand|BAL|8|1|1|2|0|2|0|3|8|0|0|0|0|0.375|0.375|0.75
Tommy Edman|LAD|93|2|15|14|2|17|8|28|79|0|4|5|1|0.354|0.44|0.519
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Tolbert|KCR|65|2|17|5|11|11|4|20|58|1|0|1|0|0.345|0.381|0.466
Otto Lopez|MIA|419|9|61|46|18|59|20|130|388|7|4|27|6|0.335|0.368|0.505
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Rafael Flores Jr.|PIT|16|1|2|2|0|2|4|4|12|0|0|1|0|0.333|0.5|0.667
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|438|33|67|75|1|75|66|118|364|3|5|20|0|0.324|0.432|0.651
Luis Arraez|SFG|420|4|48|36|8|18|25|122|378|8|3|22|7|0.323|0.362|0.45
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Andrew Vaughn|MIL|180|3|21|26|0|21|20|49|157|1|2|15|2|0.312|0.394|0.49
Yandy Díaz|TBR|417|13|53|57|2|57|39|114|366|3|9|17|1|0.311|0.388|0.47
Nicky Lopez|TEX|140|1|15|13|4|20|4|40|129|0|2|3|0|0.31|0.341|0.357
Alex Jackson|MIN|57|1|6|4|0|16|0|17|55|0|2|3|0|0.309|0.333|0.418
Nick Gonzales|PIT|391|5|55|45|4|71|28|110|356|1|6|17|1|0.309|0.368|0.404
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Esmerlyn Valdez|PIT|122|13|24|34|0|46|13|33|108|1|0|7|1|0.306|0.377|0.75
Jake McCarthy|COL|324|10|43|55|17|55|18|90|295|3|4|19|6|0.305|0.35|0.512
Gabriel Moreno|ARI|292|6|37|33|4|45|34|76|251|4|3|15|0|0.303|0.387|0.434
Jung Hoo Lee|SFG|368|5|49|33|6|36|14|105|347|3|4|21|3|0.303|0.334|0.424
Wade Meckler|LAA|143|2|19|17|3|32|14|39|129|0|0|8|0|0.302|0.371|0.411
Michael Harris II|ATL|372|18|49|59|6|74|15|106|352|3|2|18|0|0.301|0.331|0.506
