name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Blaze Jordan|STL|8|1|2|4|0|2|0|4|8|0|0|0|1|0.5|0.5|1.125
Nick Solak|SDP|3|0|0|1|0|0|0|1|2|1|0|0|0|0.5|0.333|0.5
Will Wagner|SDP|12|0|0|0|0|2|4|4|8|0|0|1|0|0.5|0.667|0.625
Kameron Misner|KCR|10|0|0|3|0|2|1|4|9|0|0|0|0|0.444|0.5|0.444
Jonah Cox|SFG|16|1|4|2|1|7|0|6|15|0|0|1|1|0.4|0.4|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Samad Taylor|SDP|28|1|4|8|2|8|3|9|24|0|0|1|0|0.375|0.444|0.542
Andrew Vaughn|MIL|105|2|14|18|0|10|10|34|93|0|2|9|1|0.366|0.438|0.548
Jordan Lawlar|ARI|25|1|4|4|3|7|1|8|22|0|2|1|0|0.364|0.44|0.545
Nick Madrigal|LAA|39|0|7|2|1|2|5|12|33|0|1|1|0|0.364|0.462|0.394
Tyler Callihan|PIT|26|2|6|6|1|6|6|7|20|0|0|2|1|0.35|0.5|0.85
Nelson Velázquez|STL|28|2|5|6|0|7|1|9|26|0|1|1|0|0.346|0.393|0.615
Otto Lopez|MIA|297|5|43|31|13|45|11|96|278|4|4|18|3|0.345|0.374|0.486
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Cody Freeman|TEX|6|0|0|0|0|4|0|2|6|0|0|0|0|0.333|0.333|0.333
Trey Mancini|LAA|13|0|1|4|0|2|0|4|12|1|0|0|1|0.333|0.308|0.5
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Anthony Seigler|BOS|4|0|0|0|0|1|1|1|3|0|0|1|0|0.333|0.5|0.667
Jose Siri|LAA|51|3|12|12|0|13|4|15|45|0|0|3|0|0.333|0.388|0.6
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Jung Hoo Lee|SFG|257|3|34|24|3|25|11|79|241|2|3|15|2|0.328|0.362|0.444
Brandon Marsh|PHI|249|8|36|32|6|59|12|76|232|3|2|12|2|0.328|0.361|0.5
Yordan Alvarez|HOU|310|24|49|54|1|53|46|84|257|2|5|13|0|0.327|0.435|0.658
Yandy Díaz|TBR|281|12|34|46|1|34|26|80|246|2|7|11|1|0.325|0.402|0.524
Luis Arraez|SFG|301|2|35|26|5|13|15|88|272|7|3|14|6|0.324|0.357|0.441
Jackson Chourio|MIL|161|8|26|25|5|40|12|47|148|1|0|11|0|0.318|0.366|0.554
Bryce Eldridge|SFG|117|5|18|13|0|25|15|32|101|1|0|9|0|0.317|0.402|0.554
Troy Johnston|COL|249|2|27|30|4|45|18|71|225|2|3|20|0|0.316|0.371|0.431
Henry Bolte|ATH|100|1|8|7|5|29|7|27|87|1|5|4|0|0.31|0.39|0.391
Josh Jung|TEX|276|8|32|30|1|45|20|77|251|2|3|16|0|0.307|0.362|0.466
Carlos Cortes|ATH|185|6|16|19|1|17|21|49|160|1|3|9|1|0.306|0.395|0.488
Ernie Clement|TOR|283|7|33|28|2|28|9|83|272|2|0|20|1|0.305|0.325|0.463
Wade Meckler|LAA|66|2|10|12|2|13|7|18|59|0|0|5|0|0.305|0.379|0.492
Shohei Ohtani|LAD|304|14|50|41|6|67|49|75|246|3|5|15|2|0.305|0.426|0.553
Drake Baldwin|ATL|216|13|39|38|1|44|24|57|188|1|3|6|0|0.303|0.389|0.543
Michael Harris II|ATL|254|14|33|41|3|52|11|73|241|1|1|9|0|0.303|0.335|0.515
Xavier Edwards|MIA|301|6|43|24|11|36|37|78|260|3|0|11|4|0.3|0.383|0.442
Yohendrick Piñango|TOR|125|4|9|18|0|28|8|35|117|0|0|6|0|0.299|0.344|0.453
Tristan Peters|CHW|194|3|21|21|4|36|14|52|174|0|2|15|2|0.299|0.358|0.46
Nathan Lukes|TOR|126|1|13|12|0|22|6|34|114|1|4|6|0|0.298|0.352|0.377
Jordan Walker|STL|289|18|46|56|10|72|21|79|265|1|2|16|0|0.298|0.353|0.562
Daniel Susac|SFG|94|0|5|12|0|20|6|25|84|1|2|5|1|0.298|0.355|0.381
Blaze Alexander|BAL|166|2|18|19|7|38|10|44|148|1|3|9|1|0.297|0.352|0.412
Riley Greene|DET|297|8|36|33|1|84|37|76|256|2|2|16|0|0.297|0.387|0.453
Nick Gonzales|PIT|263|2|36|31|3|46|16|72|243|1|3|11|0|0.296|0.346|0.366
Jake Mangum|PIT|151|1|19|10|13|27|10|40|135|1|2|5|0|0.296|0.351|0.356
Willson Contreras|BOS|274|14|32|41|1|68|25|69|233|3|13|11|2|0.296|0.391|0.541
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Donovan Walton|LAA|55|0|8|3|0|10|3|15|51|0|0|4|0|0.294|0.333|0.373
Jesús Sánchez|TOR|208|7|22|29|1|43|8|56|192|4|4|13|0|0.292|0.327|0.469
Taylor Trammell|HOU|80|0|9|7|1|28|6|21|72|0|1|5|1|0.292|0.354|0.389
CJ Abrams|WSH|295|14|45|53|10|60|29|74|254|3|9|13|2|0.291|0.38|0.524
William Contreras|MIL|283|6|39|43|1|37|24|74|254|4|1|11|0|0.291|0.35|0.406
Ryan Vilade|TBR|119|3|10|23|3|22|12|30|103|3|0|5|1|0.291|0.356|0.447
Randy Arozarena|SEA|302|7|47|33|19|66|28|76|261|3|10|18|1|0.291|0.377|0.448
Ceddanne Rafaela|BOS|254|7|29|32|7|52|14|68|234|0|6|14|2|0.291|0.346|0.457
Ben Rice|NYY|274|18|50|45|2|63|36|68|234|2|2|15|2|0.291|0.387|0.603
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Jorge Mateo|ATL|99|4|24|11|7|29|6|27|93|0|0|5|0|0.29|0.333|0.473
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Alec Burleson|STL|294|12|38|50|2|45|26|76|264|2|2|17|0|0.288|0.354|0.489
