name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
JJ Bleday|CIN|2|1|1|1|0|0|1|1|1|0|0|0|0|1.0|1.0|4.0
Aramis Garcia|ARI|2|0|0|0|0|1|0|1|2|0|0|0|0|0.5|0.5|0.5
Alejandro Osuna|TEX|8|0|1|1|0|0|2|3|6|0|0|0|0|0.5|0.625|0.5
Will Wilson|SEA|2|1|1|2|0|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Daniel Susac|SFG|24|0|1|5|0|3|1|11|23|0|0|2|1|0.478|0.5|0.652
Elias Díaz|KCR|8|0|1|2|0|1|1|3|7|0|0|2|0|0.429|0.5|0.714
Braxton Fulford|COL|5|1|2|2|0|2|0|2|5|0|0|0|0|0.4|0.4|1.0
Moisés Ballesteros|CHC|69|5|12|16|0|12|6|24|62|1|0|5|0|0.387|0.435|0.71
Dalton Rushing|LAD|45|7|12|16|0|11|4|15|39|0|2|2|0|0.385|0.467|0.974
Carlos Cortes|ATH|67|4|8|13|0|4|6|23|61|0|0|5|1|0.377|0.433|0.689
Vaughn Grissom|LAA|41|0|5|4|0|2|6|12|32|2|0|4|0|0.375|0.45|0.5
Ildemaro Vargas|ARI|82|6|18|20|0|10|2|29|79|0|0|6|2|0.367|0.383|0.722
Yordan Alvarez|HOU|129|11|22|26|1|11|19|38|106|1|3|9|0|0.358|0.465|0.755
Luis Campusano|SDP|43|3|8|9|0|9|3|14|40|0|0|7|0|0.35|0.395|0.75
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Dominic Smith|ATL|68|4|11|17|0|8|2|22|63|1|1|2|0|0.349|0.373|0.571
Miguel Rojas|LAD|48|1|4|5|0|7|3|15|43|1|0|3|0|0.349|0.383|0.488
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Ryan Vilade|TBR|35|0|4|5|1|7|3|11|32|0|0|2|0|0.344|0.4|0.406
Jose Fernandez|ARI|78|3|17|12|1|18|2|26|76|0|0|3|0|0.342|0.359|0.5
Xavier Edwards|MIA|125|1|21|9|4|15|18|36|106|0|0|6|2|0.34|0.435|0.462
Kyle Farmer|ATL|7|0|1|3|0|0|0|2|6|1|0|1|0|0.333|0.286|0.5
Eric Haase|SFG|3|0|1|1|0|0|0|1|3|0|0|1|0|0.333|0.333|0.667
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Yohendrick Pinango|TOR|3|0|0|0|0|0|0|1|3|0|0|0|0|0.333|0.333|0.333
Adley Rutschman|BAL|56|3|6|11|0|7|5|17|51|0|0|6|0|0.333|0.393|0.627
Garrett Stubbs|PHI|7|0|2|1|0|0|0|2|6|1|0|0|0|0.333|0.286|0.333
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Kevin McGonigle|DET|123|2|22|12|2|15|16|35|106|0|1|11|2|0.33|0.423|0.528
Vladimir Guerrero Jr.|TOR|118|2|15|14|2|15|14|34|103|0|1|6|0|0.33|0.415|0.447
Austin Martin|MIN|76|1|11|6|2|13|18|18|55|1|2|4|0|0.327|0.5|0.455
Yandy Díaz|TBR|125|4|17|20|1|15|13|35|107|0|5|3|1|0.327|0.424|0.486
Andy Pages|LAD|115|5|16|25|4|25|8|34|104|2|1|7|0|0.327|0.374|0.538
Nick Gonzales|PIT|99|0|12|13|2|19|5|30|93|0|1|5|0|0.323|0.364|0.376
Michael Harris II|ATL|100|6|11|20|2|17|6|30|93|1|0|4|0|0.323|0.36|0.559
Ben Rice|NYY|114|10|26|23|1|30|21|29|90|2|1|8|0|0.322|0.447|0.744
Eloy Jiménez|TOR|32|0|2|3|0|6|3|9|28|1|0|0|0|0.321|0.375|0.321
Joey Wiemer|WSH|58|3|11|7|1|21|8|16|50|0|0|2|1|0.32|0.414|0.58
Hyeseong Kim|LAD|54|1|7|7|5|13|6|15|47|1|0|2|0|0.319|0.389|0.426
Seiya Suzuki|CHC|74|5|13|9|0|18|9|20|63|0|2|1|0|0.317|0.419|0.571
Colt Keith|DET|86|0|13|6|0|18|4|26|82|0|0|7|0|0.317|0.349|0.402
Javier Sanoja|MIA|66|0|1|9|2|7|6|19|60|0|0|3|0|0.317|0.379|0.367
Mickey Moniak|COL|85|8|14|15|1|20|5|25|79|1|0|5|0|0.316|0.353|0.684
Ozzie Albies|ATL|124|5|19|16|0|15|7|36|114|2|1|5|0|0.316|0.355|0.491
Ryan O'Hearn|PIT|113|4|14|17|1|20|14|30|95|2|2|4|0|0.316|0.407|0.484
Troy Johnston|COL|98|2|8|16|1|20|7|28|89|0|1|6|0|0.315|0.371|0.449
Luis Arraez|SFG|115|0|11|8|4|4|6|33|105|2|0|2|2|0.314|0.345|0.371
Carson Kelly|CHC|83|2|11|10|0|14|12|22|70|0|1|4|0|0.314|0.422|0.457
Daniel Schneemann|CLE|79|4|12|14|1|24|9|22|70|0|0|7|0|0.314|0.392|0.586
Christian Yelich|MIL|56|1|10|10|3|14|5|16|51|0|0|2|1|0.314|0.375|0.451
Jung Hoo Lee|SFG|109|2|13|10|0|14|8|31|99|2|0|8|1|0.313|0.358|0.475
Miguel Andujar|SDP|68|0|6|6|1|13|3|20|64|0|1|6|1|0.313|0.353|0.438
Otto Lopez|MIA|118|3|20|12|4|23|6|34|109|1|2|6|2|0.312|0.356|0.486
Taylor Ward|BAL|132|1|14|11|1|19|21|34|109|1|1|13|0|0.312|0.424|0.459
