name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Tyler Callihan|PIT|3.0|0|0|0|0.0|2.0|1|0|0|0|3|3|0|15
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Khristian Curtis|PIT|8.0|0|0|0|0.0|0.63|5|0|0|0|2|3|0|27
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Rafael Flores Jr.|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|5
Michael Fulmer|NYY|4.7|0|0|1|0.0|0.86|5|0|0|0|2|2|0|18
Anthony Gose|KCR|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Kevin Herget|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Troy Johnston|COL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|1|9
Antoine Kelly|CHC|1.3|0|0|0|0.0|0.75|1|0|0|0|0|1|0|4
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Nate Lavender|NYM|10.3|1|0|6|0.0|0.48|12|0|0|0|3|2|0|35
Justin Martinez|ARI|3.0|1|0|0|0.0|1.0|2|0|0|0|1|2|1|12
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Noah Murdock|PIT|3.3|0|0|0|0.0|1.8|4|0|0|0|3|3|0|15
Wyatt Olds|BOS|6.0|1|0|0|0.0|1.17|8|0|0|0|4|3|0|27
Tanner Rainey|DET|6.7|0|0|0|0.0|1.05|6|0|0|0|1|6|0|25
Jack Ralston|MIA|3.0|0|0|1|0.0|0.67|2|0|0|0|2|0|0|11
Manuel Rodríguez|TBR|2.0|0|0|2|0.0|2.0|3|0|0|0|2|2|0|10
Jake Rogers|DET|2.3|0|0|0|0.0|1.71|3|0|0|0|3|1|1|12
Josh Rojas|KCR|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Braxton Roxby|SFG|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Garrett Stallings|MIL|8.0|0|0|0|0.0|0.75|9|0|0|0|3|3|0|30
Gary Sánchez|MIL|2.0|0|0|0|0.0|2.0|0|0|0|0|4|0|0|10
Erik Tolman|WSH|2.7|0|0|1|0.0|1.5|2|0|0|0|2|2|0|11
Bryan Torres|STL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|0|8
Vince Velasquez|CHC|3.3|0|0|0|0.0|0.3|1|0|0|0|1|0|0|11
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Guillo Zuñiga|NYM|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|4
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Gerardo Carrillo|ARI|16.3|3|0|0|0.55|1.22|19|0|0|1|8|12|0|67
Robert Suarez|ATL|32.0|4|4|12|0.56|0.84|26|1|0|2|21|6|0|121
Josh Hader|HOU|35.3|4|20|0|0.76|0.68|48|1|0|3|13|11|0|130
Hagen Smith|CHW|11.0|2|0|1|0.82|1.18|16|1|0|1|3|10|0|46
Mason Miller|SDP|56.3|4|32|0|0.96|0.82|102|1|0|6|26|20|2|214
Alex McFarlane|PHI|8.3|4|0|0|1.08|1.08|8|0|0|1|5|4|0|33
Daniel Duarte|NYM|23.0|1|2|4|1.17|0.65|23|1|0|3|10|5|1|83
Alimber Santa|HOU|15.3|0|0|0|1.17|0.91|9|1|0|2|8|6|0|59
Louis Varland|TOR|67.7|5|30|5|1.2|0.99|83|2|0|9|49|18|0|264
Alec Gamboa|BOS|20.7|1|1|1|1.31|0.97|14|1|0|3|14|6|0|80
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Marco Gonzales|TEX|6.7|0|1|0|1.35|1.65|3|0|0|1|7|4|0|29
Kervin Castro|NYY|6.3|0|0|0|1.42|0.79|8|0|0|1|3|2|0|23
Yerry De los Santos|NYY|18.7|1|0|0|1.45|1.23|13|2|0|3|15|8|0|79
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
Elieser Hernández|ATL|6.0|1|1|0|1.5|1.67|6|1|0|1|6|4|0|28
Mark Manfredi|COL|6.0|1|0|0|1.5|1.67|8|0|0|1|7|3|0|27
Logan VanWey|HOU|6.0|1|0|0|1.5|0.83|5|0|0|1|5|0|0|22
Bryan Baker|TBR|52.0|1|38|2|1.56|0.88|58|4|0|9|30|16|2|204
Josh Ekness|MIA|17.0|1|1|1|1.59|1.12|11|1|0|3|11|8|1|69
Luke Murphy|LAA|11.3|0|0|4|1.59|1.15|10|0|0|2|5|8|1|44
Paul Blackburn|NYY|75.7|6|1|9|1.67|1.04|60|6|0|14|51|28|1|296
Jacob Latz|TEX|59.0|3|26|2|1.68|0.76|65|3|0|11|27|18|0|219
Jhoan Duran|PHI|47.3|1|28|0|1.71|1.04|67|1|0|9|41|8|3|189
Jacob Misiorowski|MIL|151.0|14|0|0|1.73|0.75|222|13|17|29|79|35|9|571
Shohei Ohtani|LAD|85.7|8|0|0|1.79|0.95|95|4|12|17|55|26|6|340
Eddy Yean|WSH|10.0|0|0|1|1.8|0.7|6|1|0|2|5|2|1|39
Aroldis Chapman|BOS|44.7|2|30|0|1.81|1.16|58|2|0|9|32|20|1|186
Ben Brown|CHC|68.0|4|1|2|1.85|0.94|65|2|3|14|45|19|2|265
Troy Melton|DET|97.0|7|0|0|1.86|1.01|80|10|9|20|70|28|3|382
Brent Headrick|NYY|67.7|7|0|22|1.86|1.2|85|4|0|14|60|21|0|280
James Karinchak|ATL|9.7|0|0|1|1.86|0.93|8|1|0|2|4|5|0|37
A.J. Minter|MIN|33.7|2|0|6|1.87|0.92|28|5|0|7|27|4|1|132
Brock Stewart|LAD|19.0|0|1|7|1.89|0.89|18|2|0|4|9|8|0|72
Randy Dobnak|KCR|51.7|2|0|0|1.92|1.37|34|3|2|11|50|21|0|221
Tyler Rogers|TOR|61.0|2|4|28|1.92|1.2|33|1|0|13|53|20|1|255
Jose Cuas|KCR|14.0|0|0|3|1.93|1.64|14|0|0|3|15|8|0|62
Bradgley Rodriguez|SDP|60.0|3|2|10|1.95|1.05|65|3|0|13|46|17|0|245
Samy Natera Jr.|LAA|27.0|1|3|4|2.0|0.85|42|1|0|6|13|10|1|104
Grant Taylor|CHW|71.0|7|8|10|2.03|1.03|92|4|0|16|49|24|1|282
Cam Booser|TBR|31.0|1|0|9|2.03|0.81|38|5|0|7|19|6|0|117
Kevin Kelly|TBR|62.0|5|4|28|2.03|0.82|48|5|0|14|42|9|3|229
Joe Mantiply|TOR|17.7|1|0|0|2.04|1.13|16|1|0|4|16|4|1|71
Garrett Whitlock|BOS|44.0|6|2|21|2.05|0.89|49|3|0|10|32|7|0|168
Abner Uribe|MIL|48.3|4|6|18|2.05|1.03|48|3|0|11|32|18|1|191
Chris Sale|ATL|144.0|13|0|0|2.06|1.0|177|8|17|33|116|28|12|576
Juan Burgos|ARI|4.3|0|0|0|2.08|0.69|0|0|0|1|3|0|1|17
Carlos Vargas|SEA|4.3|0|0|0|2.08|1.15|6|0|0|1|4|1|0|18
Jack Weisenburger|NYM|4.3|0|0|0|2.08|1.15|4|0|0|1|3|2|0|18
Cam Schlittler|NYY|163.7|12|0|0|2.09|0.97|201|14|16|38|117|42|6|651
Dylan Dodd|ATL|43.0|4|1|13|2.09|0.91|44|4|0|10|26|13|2|167
Erik Miller|BOS|43.0|3|4|12|2.09|1.28|63|2|0|10|30|25|3|184
Yuki Matsui|SDP|51.3|3|0|8|2.1|1.15|55|6|0|12|30|29|2|209
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Steven Okert|HOU|66.3|6|0|19|2.17|0.87|66|7|0|16|44|14|4|256
Jack Anderson|MIN|12.3|1|1|0|2.19|1.05|12|1|0|3|10|3|0|48
Juan Morillo|ARI|53.3|3|2|17|2.19|1.01|62|2|0|13|36|18|3|214
DL Hall|MIL|45.0|2|0|5|2.2|1.07|50|3|0|11|20|28|1|176
Scott Blewett|ATH|20.3|0|0|2|2.21|1.33|13|0|0|5|21|6|0|86
Brooks Raley|PHI|48.7|5|1|15|2.22|1.09|48|4|0|12|37|16|3|199
Mason Adams|COL|4.0|0|0|0|2.25|1.5|5|1|0|1|3|3|0|18
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Colin Holderman|CLE|52.0|6|1|11|2.25|0.94|50|1|0|13|30|19|10|212
Clay Holmes|CHC|75.7|5|0|0|2.26|1.06|55|4|6|19|55|25|1|303
Trevor Megill|MIL|51.3|2|24|7|2.28|0.86|57|0|0|13|30|14|1|200
Sean Newcomb|CHW|75.0|2|4|10|2.28|1.08|68|2|0|19|54|27|6|302
Brandyn Garcia|ARI|39.0|0|4|15|2.31|0.82|46|2|0|10|22|10|5|149
David Bednar|NYY|58.3|6|31|0|2.31|0.98|65|3|0|15|39|18|2|234
Dylan Cease|TOR|150.3|9|0|0|2.33|1.05|217|10|14|39|93|65|3|601
Paul Gervase|LAD|7.7|0|0|0|2.35|1.57|8|0|0|2|7|5|0|34
Luke Weaver|PIT|49.7|2|1|15|2.36|0.93|53|3|0|13|32|14|2|196
Joel Peguero|SFG|11.3|0|0|1|2.38|1.24|5|0|0|3|10|4|2|48
Cade Smith|CLE|60.0|3|35|0|2.4|1.08|84|5|0|16|45|20|3|247
Nate Pearson|KCR|33.7|2|3|4|2.41|1.22|28|1|0|9|23|18|4|140
Dylan Lee|ATL|59.7|5|0|30|2.41|0.85|73|3|0|16|36|15|0|228
Didier Fuentes|ATL|59.3|5|2|15|2.43|1.11|75|4|0|16|48|18|2|242
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
