name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Angel Genao|CLE|9|0|2|1|0|1|0|5|9|0|0|0|0|0.556|0.556|0.556
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Andrew Pinckney|WSH|2|1|2|1|0|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Bryan De La Cruz|PHI|27|2|4|6|0|5|2|9|21|2|2|1|0|0.429|0.481|0.762
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Eduardo Valencia|DET|35|4|9|11|0|9|0|14|34|0|1|3|0|0.412|0.429|0.853
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Max Clark|DET|29|1|4|4|0|9|4|8|24|0|1|2|0|0.333|0.448|0.542
George Lombard Jr.|NYY|7|1|1|1|0|2|1|2|6|0|0|0|0|0.333|0.429|0.833
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|504|35|78|85|1|87|81|136|414|3|6|24|0|0.329|0.442|0.64
Luis Arraez|PHI|477|5|54|47|10|21|25|141|433|9|4|25|7|0.326|0.361|0.45
Tyler Tolbert|KCR|91|3|22|6|15|15|6|26|80|1|0|3|0|0.325|0.368|0.475
Otto Lopez|MIA|485|9|69|51|23|64|23|143|449|9|4|29|7|0.318|0.351|0.474
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Jeremy Peña|HOU|295|13|54|37|8|56|20|83|267|2|6|12|1|0.311|0.369|0.509
Wade Meckler|LAA|175|3|22|20|4|38|16|49|158|0|1|9|0|0.31|0.377|0.424
Freddie Freeman|LAD|481|15|57|54|5|78|51|131|423|4|3|27|1|0.31|0.385|0.485
Nick Gonzales|PIT|458|6|61|50|5|79|28|130|421|1|8|18|1|0.309|0.362|0.399
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Jung Hoo Lee|SFG|426|8|55|43|8|43|17|121|399|4|6|26|4|0.303|0.338|0.449
Alex Jackson|MIN|69|1|11|5|0|23|1|20|66|0|2|4|0|0.303|0.333|0.409
James McCann|ARI|104|4|11|21|0|26|2|30|99|0|1|5|0|0.303|0.324|0.475
Luis Campusano|SDP|126|4|14|16|0|29|16|33|109|0|1|9|0|0.303|0.397|0.495
Gabriel Moreno|ARI|359|8|47|50|4|54|42|92|305|8|4|19|0|0.302|0.384|0.443
