name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
DaShawn Keirsey Jr.|ATL|1|0|3|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Vimael Machín|COL|6|0|0|0|0|2|0|3|6|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|69|1|8|4|0|10|2|25|66|0|1|7|0|0.379|0.406|0.53
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Eduardo Valencia|DET|129|6|23|18|0|29|6|42|120|0|2|14|0|0.35|0.391|0.617
Michael Stefanic|ATH|28|0|3|4|0|6|2|9|26|0|0|1|0|0.346|0.393|0.385
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Josue De Paula|LAD|42|1|7|7|1|5|11|10|31|0|0|3|1|0.323|0.5|0.581
Brett Bateman|TOR|173|2|27|11|3|34|17|48|151|1|2|6|1|0.318|0.392|0.411
Samad Taylor|SDP|172|2|26|18|12|44|18|47|149|1|1|4|2|0.315|0.391|0.409
Yordan Alvarez|HOU|682|41|102|102|1|117|109|176|558|5|10|33|1|0.315|0.433|0.599
Gabriel Moreno|ARI|545|16|72|82|6|79|60|146|470|10|5|33|1|0.311|0.387|0.487
Luis Arraez|PHI|655|6|67|64|10|28|34|185|596|14|5|33|7|0.31|0.345|0.419
Michael Arroyo|SEA|35|1|4|4|2|6|5|9|29|1|0|2|0|0.31|0.4|0.483
Bo Davidson|SFG|14|0|2|0|1|4|1|4|13|0|0|0|0|0.308|0.357|0.308
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Chandler Simpson|TBR|612|0|66|38|46|48|26|175|571|6|0|16|6|0.306|0.333|0.356
Wade Meckler|LAA|331|3|42|27|8|62|32|90|294|0|3|15|1|0.306|0.38|0.395
Andrew Vaughn|MIL|331|6|33|43|0|53|35|88|288|2|6|18|2|0.306|0.39|0.444
Alex Jackson|MIN|73|1|12|5|0|24|2|21|69|0|2|4|0|0.304|0.342|0.406
Otto Lopez|MIA|682|11|93|71|34|89|40|189|622|11|9|32|9|0.304|0.349|0.437
Blaze Alexander|BAL|289|4|35|31|10|63|19|79|261|1|4|13|2|0.303|0.358|0.414
Nick Gonzales|PIT|604|6|71|61|7|99|43|165|547|1|13|27|1|0.302|0.366|0.388
Josh Jung|TEX|444|12|54|42|1|80|35|119|398|3|8|27|1|0.299|0.365|0.462
TJ Rumfield|COL|630|16|66|72|0|86|72|163|546|2|10|30|3|0.299|0.389|0.452
Javier Sanoja|MIA|482|10|49|68|11|39|27|134|453|1|0|32|5|0.296|0.335|0.455
Ty France|SDP|490|21|56|70|1|107|36|127|432|8|13|24|2|0.294|0.36|0.505
Tyler Tolbert|KCR|144|3|32|8|22|29|12|37|126|1|1|5|0|0.294|0.357|0.405
Jake McCarthy|COL|587|15|78|83|32|95|29|158|540|5|8|30|13|0.293|0.335|0.48
Leo Bernal|STL|94|4|11|18|0|22|5|26|89|0|0|3|0|0.292|0.33|0.461
Fernando Tatis Jr.|SDP|699|25|95|82|38|130|63|181|622|6|7|32|3|0.291|0.36|0.473
Randal Grichuk|CHW|272|14|40|43|0|60|10|75|258|3|1|25|2|0.291|0.316|0.566
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Yandy Díaz|TBR|682|22|90|85|3|98|56|177|610|6|10|25|1|0.29|0.356|0.443
Michael Harris II|ATL|616|26|76|86|12|118|23|170|586|3|2|34|1|0.29|0.318|0.485
Freddie Freeman|LAD|654|16|74|70|7|115|66|167|576|7|5|32|1|0.29|0.364|0.432
Bryan De La Cruz|PHI|82|2|10|12|0|17|5|21|73|2|2|4|0|0.288|0.341|0.425
