name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Orlando Arcia|MIN|2|0|0|0|0|1|0|1|2|0|0|0|0|0.5|0.5|0.5
Chadwick Tromp|ATL|5|0|0|0|0|1|0|2|4|0|0|0|0|0.5|0.5|0.5
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Daniel Susac|SFG|41|0|1|7|0|8|3|15|38|0|0|3|1|0.395|0.439|0.526
Blake Dunn|CIN|31|1|8|1|2|6|3|10|28|0|0|2|1|0.357|0.419|0.607
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Carlos Cortes|ATH|130|4|11|16|1|14|14|39|113|1|2|8|1|0.345|0.423|0.54
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Mickey Gasper|BOS|33|0|3|2|0|6|0|11|32|0|1|2|0|0.344|0.364|0.406
Colby Thomas|ATH|35|1|4|5|0|8|2|11|32|0|0|2|0|0.344|0.382|0.5
Dominic Smith|ATL|110|5|17|22|0|16|4|35|102|2|1|4|1|0.343|0.367|0.549
Otto Lopez|MIA|212|4|30|21|8|35|8|68|199|2|3|13|2|0.342|0.373|0.487
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Aramis Garcia|ARI|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Jhostynxon Garcia|PIT|9|0|0|1|0|3|0|3|9|0|0|0|0|0.333|0.333|0.333
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Endy Rodríguez|PIT|16|0|2|2|0|3|4|4|12|0|0|1|0|0.333|0.5|0.417
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Riley Greene|DET|211|4|29|24|1|58|28|59|181|0|2|15|0|0.326|0.422|0.475
Ildemaro Vargas|ARI|177|7|28|32|1|16|6|55|169|0|0|8|2|0.325|0.349|0.521
Brandon Marsh|PHI|177|4|26|22|4|37|7|54|166|3|1|9|1|0.325|0.35|0.464
Troy Johnston|COL|163|2|18|22|1|35|12|48|148|0|2|13|0|0.324|0.383|0.453
Justin Foscue|TEX|37|2|4|6|0|10|2|11|34|1|0|3|0|0.324|0.351|0.588
Michael Conforto|CHC|72|3|11|11|0|17|12|19|59|1|0|8|0|0.322|0.431|0.61
Shea Langeliers|ATH|208|12|35|27|0|43|20|59|184|1|3|11|0|0.321|0.394|0.576
Luis Arraez|SFG|204|2|21|17|4|7|13|59|185|3|0|9|2|0.319|0.358|0.422
Nick Gonzales|PIT|177|0|21|21|3|28|13|51|160|1|3|7|0|0.319|0.379|0.363
Yandy Díaz|TBR|198|8|27|33|1|23|16|55|174|1|7|7|1|0.316|0.394|0.506
Xavier Edwards|MIA|216|6|37|19|6|24|25|60|190|0|0|8|3|0.316|0.395|0.484
Andrew Vaughn|MIL|43|1|7|6|0|4|6|11|35|0|2|3|0|0.314|0.442|0.486
Josh Jung|TEX|192|5|22|21|1|28|14|54|175|1|2|14|0|0.309|0.365|0.474
Ryan Vilade|TBR|72|2|8|13|2|12|8|19|62|1|0|3|1|0.306|0.38|0.484
Jorge Mateo|ATL|63|2|17|6|5|21|4|18|59|0|0|3|0|0.305|0.349|0.458
Alex Call|LAD|58|0|11|9|0|7|10|14|46|1|1|4|0|0.304|0.431|0.391
Drake Baldwin|ATL|216|13|39|38|1|44|24|57|188|1|3|6|0|0.303|0.389|0.543
Yordan Alvarez|HOU|221|15|30|31|1|36|31|56|185|1|4|11|0|0.303|0.412|0.605
Randy Arozarena|SEA|214|5|36|21|14|50|21|55|182|3|8|13|1|0.302|0.393|0.467
Ryan Waldschmidt|ARI|46|0|7|6|3|12|5|12|40|0|0|4|0|0.3|0.378|0.4
Bobby Witt Jr.|KCR|222|7|23|23|15|38|23|59|197|2|0|13|1|0.299|0.369|0.482
JJ Bleday|CIN|92|6|14|20|1|14|14|23|77|1|0|6|1|0.299|0.402|0.636
Yohendrick Piñango|TOR|61|1|4|8|0|10|4|17|57|0|0|2|0|0.298|0.344|0.386
Michael Harris II|ATL|176|11|22|29|3|35|7|50|168|1|0|5|0|0.298|0.324|0.524
CJ Abrams|WSH|215|10|32|42|7|42|23|54|182|3|7|11|1|0.297|0.391|0.533
Carson Kelly|CHC|134|2|16|17|0|24|15|35|118|0|1|6|0|0.297|0.381|0.398
Ernie Clement|TOR|197|3|19|16|1|16|7|56|189|1|0|16|0|0.296|0.32|0.429
Ryan Kreidler|MIN|32|3|6|7|0|7|5|8|27|0|0|1|0|0.296|0.406|0.667
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Jordan Walker|STL|205|13|34|35|7|53|19|54|183|1|2|10|0|0.295|0.366|0.563
Ezequiel Duran|TEX|143|4|21|23|4|32|12|38|129|1|0|11|1|0.295|0.352|0.488
William Contreras|MIL|202|3|26|27|1|23|20|53|180|1|1|8|0|0.294|0.366|0.389
Sam Antonacci|CHW|120|1|17|9|4|15|7|30|102|1|8|5|2|0.294|0.381|0.412
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Starling Marte|KCR|57|0|3|2|0|16|4|15|51|1|1|3|0|0.294|0.351|0.353
Casey Schmitt|SFG|169|9|21|22|3|34|6|46|157|1|5|8|1|0.293|0.337|0.529
Austin Martin|MIN|150|1|16|11|7|22|23|36|123|1|3|7|0|0.293|0.413|0.374
Jake McCarthy|COL|119|2|12|18|9|20|8|31|106|1|1|7|3|0.292|0.345|0.472
Juan Soto|NYM|152|9|21|20|5|24|21|38|130|1|0|4|1|0.292|0.388|0.546
Jacob Wilson|ATH|168|3|18|19|2|20|5|47|161|1|0|8|0|0.292|0.311|0.398
Wilyer Abreu|BOS|206|6|21|19|3|40|20|54|185|1|0|7|1|0.292|0.359|0.438
Braden Shewmake|HOU|56|3|6|7|0|11|0|16|55|0|0|2|0|0.291|0.291|0.491
Brice Turang|MIL|203|7|39|29|9|44|35|48|165|1|0|10|1|0.291|0.413|0.491
Jake Bauers|MIL|164|7|27|29|4|35|16|43|148|0|0|10|0|0.291|0.36|0.5
Alec Burleson|STL|209|7|24|34|2|34|19|54|186|2|2|12|0|0.29|0.359|0.468
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Brayan Rocchio|CLE|188|4|24|27|9|20|19|47|162|1|4|7|1|0.29|0.376|0.42
Elly De La Cruz|CIN|222|11|36|32|9|63|20|58|200|1|1|12|1|0.29|0.356|0.525
Miguel Andujar|SDP|143|5|15|17|1|26|4|40|138|0|1|11|2|0.29|0.315|0.507
Ryan O'Hearn|PIT|182|7|27|29|1|34|19|46|159|2|2|6|0|0.289|0.368|0.459
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Ben Rice|NYY|192|16|36|33|2|48|25|47|163|2|2|10|0|0.288|0.385|0.644
Andy Pages|LAD|202|10|27|42|6|41|13|53|184|3|2|8|0|0.288|0.337|0.495
Chandler Simpson|TBR|199|0|25|12|14|20|10|53|184|2|0|2|4|0.288|0.321|0.342
Travis Bazzana|CLE|88|2|10|9|7|14|13|21|73|0|2|1|0|0.288|0.409|0.384
Ceddanne Rafaela|BOS|173|4|21|19|3|39|10|45|157|0|6|8|2|0.287|0.353|0.439
Jackson Chourio|MIL|67|1|5|5|3|18|4|18|63|0|0|5|0|0.286|0.328|0.413
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Kyle Farmer|ATL|15|0|2|3|0|4|0|4|14|1|0|1|0|0.286|0.267|0.357
P.J. Higgins|CIN|16|0|0|3|0|5|1|4|14|1|0|0|0|0.286|0.313|0.286
Kevin McGonigle|DET|215|2|29|16|7|28|31|52|182|0|2|12|2|0.286|0.395|0.407
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Miguel Rojas|LAD|77|1|6|7|0|8|4|20|70|2|0|3|0|0.286|0.316|0.371
Max Schuemann|NYY|19|0|3|1|2|4|5|4|14|0|0|2|0|0.286|0.474|0.429
Nick Sogard|BOS|16|0|0|2|0|3|2|4|14|0|0|1|0|0.286|0.375|0.357
Joey Wiemer|WSH|83|3|16|12|1|29|12|20|70|0|1|5|1|0.286|0.398|0.514
Jose Fernandez|ARI|136|3|22|14|6|34|5|36|127|0|1|4|0|0.283|0.316|0.386
Vladimir Guerrero Jr.|TOR|211|3|29|22|4|23|25|51|180|3|3|7|0|0.283|0.374|0.372
Corbin Carroll|ARI|195|7|33|26|6|45|28|46|163|2|2|11|6|0.282|0.39|0.552
Liam Hicks|MIA|178|9|22|42|1|17|13|44|157|4|4|4|0|0.28|0.343|0.478
Mickey Moniak|COL|164|12|21|28|1|40|10|42|150|1|3|9|2|0.28|0.335|0.607
TJ Rumfield|COL|201|6|20|25|0|31|18|50|179|1|3|8|1|0.279|0.353|0.436
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Colt Keith|DET|149|0|18|6|1|33|8|39|140|0|1|8|0|0.279|0.322|0.336
Ty France|SDP|82|4|9|14|1|15|2|22|79|0|1|3|2|0.278|0.305|0.519
Nick Kurtz|ATH|226|8|34|36|6|65|48|49|176|0|2|10|1|0.278|0.438|0.483
Hunter Feduccia|TBR|65|1|8|6|0|20|7|15|54|1|1|2|0|0.278|0.365|0.37
Konnor Griffin|PIT|178|3|25|20|11|47|11|45|162|2|3|8|2|0.278|0.331|0.407
Samuel Basallo|BAL|149|7|19|18|0|39|12|38|137|0|0|7|1|0.277|0.336|0.496
Spencer Horwitz|PIT|164|4|17|21|1|23|24|38|137|2|1|7|1|0.277|0.384|0.431
Jesús Sánchez|TOR|155|5|16|21|1|29|7|39|141|4|3|6|0|0.277|0.316|0.426
Daulton Varsho|TOR|187|5|22|16|4|36|15|47|170|0|2|11|1|0.276|0.342|0.441
A.J. Ewing|NYM|39|1|6|4|2|11|8|8|29|0|0|0|1|0.276|0.432|0.448
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Ozzie Albies|ATL|219|8|34|27|0|27|16|54|196|4|3|8|0|0.276|0.333|0.439
Matt Olson|ATL|224|14|37|42|1|54|25|54|197|2|0|16|0|0.274|0.353|0.569
Brendan Donovan|SEA|101|3|9|8|1|15|11|23|84|1|5|4|1|0.274|0.386|0.452
Spencer Steer|CIN|191|7|27|18|3|38|15|47|172|1|3|9|0|0.273|0.34|0.448
Brandon Nimmo|TEX|207|5|21|16|1|40|19|50|183|1|4|8|2|0.273|0.353|0.421
Nolan Arenado|ARI|175|7|25|25|1|33|16|42|154|2|3|9|0|0.273|0.349|0.468
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Weston Wilson|BAL|40|1|6|3|2|10|6|9|33|0|1|1|0|0.273|0.4|0.394
Shohei Ohtani|LAD|214|8|33|26|6|49|34|47|173|2|4|11|1|0.272|0.399|0.486
Jeff McNeil|ATH|170|2|15|15|1|23|13|41|151|2|3|9|0|0.272|0.337|0.371
Christian Yelich|MIL|80|3|13|13|3|23|6|20|74|0|0|4|1|0.27|0.325|0.473
Nick Fortes|TBR|121|1|10|9|0|17|3|31|115|0|3|5|0|0.27|0.306|0.339
Willson Contreras|BOS|198|10|22|30|1|52|20|45|167|3|8|6|1|0.269|0.369|0.497
Henry Bolte|ATH|30|0|2|2|3|7|3|7|26|1|0|1|0|0.269|0.333|0.308
