name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Bryan De La Cruz|PHI|16|1|2|2|0|4|1|8|14|1|0|1|0|0.571|0.563|0.857
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
James Triantos|CHC|2|0|1|0|0|0|0|1|2|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Eduardo Valencia|DET|24|4|8|7|0|6|0|9|23|0|1|0|0|0.391|0.417|0.913
Justin Dean|CHC|10|0|3|3|0|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Luis Arraez|SFG|451|4|52|43|10|20|25|135|408|9|3|23|7|0.331|0.366|0.451
Tommy Edman|LAD|121|2|18|18|3|23|8|35|106|0|5|6|2|0.33|0.403|0.481
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Otto Lopez|MIA|455|9|65|50|22|62|23|138|420|8|4|27|7|0.329|0.363|0.49
Tyler Tolbert|KCR|79|3|21|6|13|12|6|22|68|1|0|2|0|0.324|0.373|0.485
Alex Jackson|MIN|65|1|10|5|0|19|1|20|62|0|2|4|0|0.323|0.354|0.435
Yordan Alvarez|HOU|474|35|74|80|1|82|73|126|392|3|6|20|0|0.321|0.432|0.64
Tommy White|ATH|46|0|6|0|0|7|2|14|44|0|0|2|0|0.318|0.348|0.364
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Pedro Ramírez|CHC|99|1|14|14|4|16|8|28|89|1|0|8|1|0.315|0.367|0.461
Nick Gonzales|PIT|426|6|59|47|4|75|28|123|391|1|6|17|1|0.315|0.369|0.409
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Jeremy Peña|HOU|264|12|50|31|8|48|17|75|241|2|4|10|0|0.311|0.364|0.502
Andrew Vaughn|MIL|204|4|24|28|0|24|23|54|175|2|4|15|2|0.309|0.397|0.486
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Gabriel Moreno|ARI|336|8|46|45|4|50|40|88|286|7|3|18|0|0.308|0.39|0.455
Christian Encarnacion-Strand|BAL|36|3|4|9|0|7|2|10|33|0|0|1|0|0.303|0.343|0.606
Nicky Lopez|TEX|170|1|17|18|4|25|8|46|152|1|2|3|0|0.303|0.344|0.342
Jung Hoo Lee|SFG|394|6|52|40|6|40|15|112|371|3|5|23|4|0.302|0.335|0.434
Jake Mangum|PIT|299|2|37|21|19|52|14|83|275|1|6|11|1|0.302|0.348|0.371
Freddie Freeman|LAD|455|15|56|53|5|74|50|120|398|4|3|27|1|0.302|0.38|0.487
Yandy Díaz|TBR|453|15|59|62|2|65|42|120|399|3|9|18|1|0.301|0.377|0.464
