name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Justin Dean|CHC|2|0|1|3|0|0|0|1|2|0|0|0|1|0.5|0.5|1.5
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Tommy Edman|LAD|18|0|0|0|0|2|1|7|17|0|0|1|0|0.412|0.444|0.471
Jonah Cox|SFG|16|1|5|2|2|7|0|6|15|0|0|1|1|0.4|0.4|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Kameron Misner|KCR|22|0|1|3|1|7|1|7|20|0|0|0|0|0.35|0.381|0.35
Cooper Pratt|MIL|23|0|2|2|3|4|2|7|20|1|0|0|0|0.35|0.391|0.35
Andrew Vaughn|MIL|125|2|15|20|0|14|14|38|109|0|2|11|1|0.349|0.432|0.523
Samad Taylor|SDP|57|1|11|8|4|16|5|17|50|0|0|1|0|0.34|0.4|0.42
Donovan Walton|LAA|78|3|12|11|0|12|3|25|74|0|0|6|0|0.338|0.364|0.541
Otto Lopez|MIA|331|5|48|33|16|48|15|103|307|5|4|21|3|0.336|0.369|0.472
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Joey Meneses|ATH|3|0|0|1|0|0|0|1|3|0|0|0|0|0.333|0.333|0.333
Junior Perez|CHW|7|1|1|1|0|2|1|2|6|0|0|0|0|0.333|0.429|0.833
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Jung Hoo Lee|SFG|281|4|39|26|4|26|12|86|263|3|3|18|2|0.327|0.359|0.456
Yandy Díaz|TBR|317|12|38|50|1|42|31|90|276|2|8|13|1|0.326|0.407|0.511
Yordan Alvarez|HOU|343|25|55|56|1|58|51|92|285|2|5|15|0|0.323|0.431|0.639
Nelson Velázquez|STL|35|2|6|6|0|9|3|10|31|0|1|2|0|0.323|0.4|0.581
Luis Arraez|SFG|330|3|40|30|6|13|18|95|297|7|3|16|6|0.32|0.357|0.444
Alex Jackson|MIN|43|0|5|3|0|13|0|13|41|0|2|3|0|0.317|0.349|0.39
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Ali Sánchez|NYY|21|0|2|3|0|7|1|6|19|0|1|2|0|0.316|0.381|0.421
Henry Bolte|ATH|130|2|11|10|8|37|12|35|111|2|5|5|0|0.315|0.4|0.414
Brandon Marsh|PHI|282|10|41|36|7|72|13|82|264|3|2|13|2|0.311|0.344|0.489
Blaze Alexander|BAL|190|3|22|23|8|42|11|53|171|1|3|12|1|0.31|0.36|0.444
Troy Johnston|COL|266|3|30|34|4|47|22|73|237|2|4|21|0|0.308|0.374|0.435
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Jake Mangum|PIT|176|1|21|13|13|29|10|49|160|1|2|7|0|0.306|0.353|0.369
Michael Harris II|ATL|270|14|36|41|4|55|12|78|256|1|1|11|0|0.305|0.337|0.512
Nathan Lukes|TOR|151|2|15|14|0|24|6|42|138|1|4|8|0|0.304|0.349|0.406
Josh Jung|TEX|312|8|36|31|1|52|23|86|283|2|4|17|0|0.304|0.362|0.449
Nicky Lopez|TEX|71|1|7|5|2|11|2|20|66|0|1|1|0|0.303|0.333|0.364
Juan Soto|NYM|257|17|36|38|6|34|36|66|219|1|0|7|1|0.301|0.398|0.575
John Rave|KCR|13|1|3|1|0|3|3|3|10|0|0|1|1|0.3|0.462|0.9
Bryce Eldridge|SFG|144|6|19|16|0|30|19|37|124|1|0|9|0|0.298|0.389|0.516
Elias Díaz|TEX|49|2|7|10|0|9|1|14|47|1|0|4|0|0.298|0.306|0.511
Will Wagner|SDP|34|0|3|0|0|6|7|8|27|0|0|1|0|0.296|0.441|0.333
Casey Schmitt|SFG|293|16|34|42|7|57|7|82|277|3|6|15|1|0.296|0.324|0.531
Shohei Ohtani|LAD|330|17|54|44|6|74|53|79|267|3|5|15|2|0.296|0.418|0.558
William Contreras|MIL|314|7|43|46|1|39|28|83|281|4|1|12|0|0.295|0.357|0.413
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Jackson Chourio|MIL|196|10|30|30|5|48|14|53|180|1|1|12|0|0.294|0.347|0.528
Bobby Witt Jr.|KCR|337|10|40|32|28|57|35|88|299|2|1|19|1|0.294|0.368|0.465
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Jake McCarthy|COL|224|5|27|31|11|42|13|60|204|3|1|13|4|0.294|0.335|0.471
Paul Goldschmidt|NYY|203|12|27|37|1|40|15|54|184|1|3|8|1|0.293|0.355|0.543
Nick Gonzales|PIT|292|3|40|35|4|52|16|79|270|1|5|11|1|0.293|0.342|0.374
Ernie Clement|TOR|306|7|35|28|2|32|10|86|294|2|0|20|1|0.293|0.314|0.439
Riley Greene|DET|327|9|40|34|1|90|42|82|281|2|2|16|0|0.292|0.385|0.445
Sam Antonacci|CHW|235|4|37|22|11|37|17|58|199|1|16|10|2|0.291|0.391|0.422
Randy Arozarena|SEA|302|7|47|33|19|66|28|76|261|3|10|18|1|0.291|0.377|0.448
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Nick Kurtz|ATH|353|19|56|61|7|104|72|81|279|0|2|15|1|0.29|0.439|0.556
Xavier Edwards|MIA|330|6|43|27|11|43|40|83|286|3|0|11|5|0.29|0.374|0.427
Alika Williams|ATH|48|1|6|5|0|13|2|13|45|0|0|5|0|0.289|0.319|0.467
Tristan Peters|CHW|218|3|25|24|4|40|16|56|194|1|3|17|2|0.289|0.35|0.443
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Ben Rice|NYY|311|22|55|53|2|73|40|77|267|2|2|15|2|0.288|0.383|0.607
Alec Burleson|STL|330|13|41|56|2|49|29|85|295|3|3|19|1|0.288|0.355|0.492
Keibert Ruiz|WSH|168|6|22|29|1|21|4|46|160|2|2|15|0|0.288|0.31|0.494
