name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Logan Allen|CLE|4.0|0|0|0|0.0|1.5|7|0|0|0|5|1|0|19
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Tyler Callihan|PIT|1.3|0|0|0|0.0|1.5|0|0|0|0|1|1|0|6
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Jeff Criswell|COL|2.0|0|0|0|0.0|1.5|2|0|0|0|1|2|0|9
Yovanny Cruz|NYY|4.3|0|0|0|0.0|0.23|6|0|0|0|1|0|1|15
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|5.0|0|0|0|0.0|0.4|3|0|0|0|1|1|0|15
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Alec Gamboa|BOS|1.7|0|0|0|0.0|0.0|3|0|0|0|0|0|0|5
Michael Grove|TBR|3.0|1|0|0|0.0|0.33|4|0|0|0|1|0|0|10
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
William Kempner|MIA|9.0|1|0|0|0.0|0.56|10|0|0|0|3|2|1|33
Jared Koenig|MIL|4.3|0|0|1|0.0|1.62|5|0|0|0|5|2|0|20
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Jorge Mateo|ATL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Victor Mederos|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
A.J. Minter|NYM|12.7|1|0|1|0.0|0.63|10|0|0|0|7|1|0|46
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Jake Rogers|DET|1.3|0|0|0|0.0|1.5|1|0|0|0|2|0|0|6
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Javier Sanoja|MIA|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Myles Straw|TOR|1.3|0|0|0|0.0|3.75|0|0|0|0|4|1|0|9
Garrett Stubbs|PHI|1.3|0|0|0|0.0|0.0|0|0|0|0|0|0|0|4
Miguel Ullola|HOU|2.0|0|0|0|0.0|1.0|4|0|0|0|2|0|0|8
Ildemaro Vargas|ARI|1.7|0|0|0|0.0|1.2|0|0|0|0|0|2|0|6
Vince Velasquez|CHC|3.3|0|0|0|0.0|0.3|1|0|0|0|1|0|0|11
Hurston Waldrep|ATL|2.0|0|0|1|0.0|3.0|3|0|0|0|2|4|0|12
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Bryse Wilson|CHC|6.3|0|0|0|0.0|0.95|4|0|0|0|5|1|0|24
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Robert Suarez|ATL|32.0|4|4|12|0.56|0.84|26|1|0|2|21|6|0|121
Josh Hader|HOU|13.0|2|8|0|0.69|0.54|21|1|0|1|2|5|0|46
Alimber Santa|HOU|12.7|0|0|0|0.71|0.79|8|0|0|1|5|5|0|47
Mason Miller|SDP|34.7|2|21|0|0.78|0.84|66|0|0|3|16|13|0|132
Cam Booser|TBR|10.3|0|0|2|0.87|0.97|11|1|0|1|6|4|0|40
Samy Natera Jr.|LAA|9.3|0|1|1|0.96|0.96|12|0|0|1|3|6|0|37
Dylan Lee|ATL|37.0|4|0|15|0.97|0.62|44|1|0|4|18|5|0|134
Louis Varland|TOR|46.0|3|17|5|0.98|0.96|64|1|0|5|31|13|0|177
Yerry De los Santos|NYY|8.7|0|0|0|1.04|1.38|7|1|0|1|8|4|0|38
Mason Barnett|ATH|15.3|1|2|0|1.17|0.98|19|1|0|2|8|7|0|59
James Karinchak|ATL|7.7|0|0|0|1.17|0.65|7|0|0|1|2|3|0|27
Adam Macko|TOR|14.7|2|0|3|1.23|1.23|15|1|0|2|12|6|1|61
Raisel Iglesias|ATL|27.3|0|16|0|1.32|1.02|30|1|0|4|22|6|0|105
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Jacob Misiorowski|MIL|99.0|9|0|0|1.45|0.77|146|5|11|16|49|27|7|376
Colin Holderman|CLE|30.3|4|0|7|1.48|0.76|36|1|0|5|13|10|3|116
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
Joey Gerber|NYM|6.0|0|0|0|1.5|1.0|8|0|0|1|5|1|0|24
