name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Raynel Delgado|HOU|7|0|1|2|0|1|0|3|7|0|0|0|0|0.429|0.429|0.429
Jonah Cox|SFG|16|1|4|2|1|7|0|6|15|0|0|1|1|0.4|0.4|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Kameron Misner|KCR|17|0|0|3|1|6|1|6|16|0|0|0|0|0.375|0.412|0.375
Samad Taylor|SDP|35|1|6|8|3|9|3|11|31|0|0|1|0|0.355|0.412|0.484
Andrew Vaughn|MIL|111|2|14|18|0|12|11|34|98|0|2|9|1|0.347|0.423|0.52
Nelson Velázquez|STL|28|2|5|6|0|7|1|9|26|0|1|1|0|0.346|0.393|0.615
Otto Lopez|MIA|310|5|44|31|13|46|12|98|290|4|4|19|3|0.338|0.368|0.476
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Anthony Seigler|BOS|4|0|0|0|0|1|1|1|3|0|0|1|0|0.333|0.5|0.667
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Jung Hoo Lee|SFG|261|3|35|24|3|25|11|81|245|2|3|15|2|0.331|0.364|0.445
Yordan Alvarez|HOU|323|24|49|54|1|54|46|88|270|2|5|14|0|0.326|0.43|0.644
Brandon Marsh|PHI|262|9|39|34|7|63|13|79|244|3|2|13|2|0.324|0.359|0.504
Tyler Callihan|PIT|38|2|6|6|1|9|6|10|31|0|1|2|1|0.323|0.447|0.645
Donovan Walton|LAA|66|2|10|7|0|11|3|20|62|0|0|5|0|0.323|0.354|0.5
Jose Siri|LAA|55|3|12|12|0|15|5|15|47|0|1|3|0|0.319|0.396|0.574
Luis Arraez|SFG|306|2|35|26|5|13|15|88|276|7|3|14|6|0.319|0.352|0.435
Bryce Eldridge|SFG|121|5|18|14|0|25|16|33|104|1|0|9|0|0.317|0.405|0.548
Jackson Chourio|MIL|169|9|27|26|5|41|13|49|155|1|0|11|0|0.316|0.367|0.561
Blaze Jordan|STL|19|1|3|5|0|2|0|6|19|0|0|1|1|0.316|0.316|0.632
Yandy Díaz|TBR|295|12|34|46|1|38|27|81|259|2|7|11|1|0.313|0.39|0.502
Henry Bolte|ATH|109|1|10|7|6|32|7|30|96|1|5|5|0|0.313|0.385|0.396
Troy Johnston|COL|261|3|30|34|4|46|20|73|234|2|4|21|0|0.312|0.373|0.44
Alika Williams|ATH|45|1|6|5|0|11|2|13|42|0|0|5|0|0.31|0.341|0.5
Nathan Lukes|TOR|135|1|14|13|0|22|6|38|123|1|4|7|0|0.309|0.358|0.39
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Michael Harris II|ATL|258|14|34|41|3|52|12|74|244|1|1|9|0|0.303|0.337|0.512
Drake Baldwin|ATL|216|13|39|38|1|44|24|57|188|1|3|6|0|0.303|0.389|0.543
Elias Díaz|TEX|41|2|6|8|0|8|1|12|40|0|0|4|0|0.3|0.317|0.55
Jake Mangum|PIT|163|1|19|12|13|27|10|44|147|1|2|5|0|0.299|0.35|0.354
Riley Greene|DET|306|8|36|33|1|86|38|79|264|2|2|16|0|0.299|0.389|0.451
Ernie Clement|TOR|292|7|34|28|2|30|9|84|281|2|0|20|1|0.299|0.318|0.452
Josh Jung|TEX|288|8|32|30|1|46|21|78|261|2|4|16|0|0.299|0.358|0.452
Daniel Susac|SFG|98|0|5|13|1|21|6|26|87|1|2|5|1|0.299|0.354|0.379
Paul Goldschmidt|NYY|180|10|25|33|1|34|15|48|161|1|3|8|1|0.298|0.367|0.547
Shohei Ohtani|LAD|317|15|51|42|6|73|51|76|256|3|5|15|2|0.297|0.419|0.547
Blaze Alexander|BAL|173|2|19|19|7|40|10|46|155|1|3|10|1|0.297|0.349|0.413
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Willson Contreras|BOS|283|16|34|43|1|73|26|71|241|3|13|11|2|0.295|0.389|0.556
Tristan Peters|CHW|200|3|22|21|4|37|14|53|180|0|2|15|2|0.294|0.352|0.45
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Wade Meckler|LAA|75|2|10|13|2|14|7|20|68|0|0|5|0|0.294|0.36|0.456
Nick Madrigal|LAA|48|0|7|2|1|3|6|12|41|0|1|1|0|0.293|0.396|0.317
Xavier Edwards|MIA|313|6|43|25|11|40|39|79|270|3|0|11|4|0.293|0.378|0.43
Jordan Walker|STL|301|18|46|56|10|77|21|81|277|1|2|16|0|0.292|0.346|0.545
Nick Kurtz|ATH|330|18|52|57|7|93|68|76|260|0|2|13|1|0.292|0.442|0.558
Ben Rice|NYY|285|20|53|49|2|66|38|71|243|2|2|15|2|0.292|0.389|0.617
Yohendrick Piñango|TOR|128|4|9|18|0|28|8|35|120|0|0|6|0|0.292|0.336|0.442
Nick Gonzales|PIT|275|2|38|32|4|48|16|74|254|1|4|11|0|0.291|0.342|0.358
Randy Arozarena|SEA|302|7|47|33|19|66|28|76|261|3|10|18|1|0.291|0.377|0.448
Ryan Vilade|TBR|126|4|11|25|3|22|12|32|110|3|0|5|1|0.291|0.352|0.464
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Bobby Witt Jr.|KCR|330|9|38|29|27|57|34|85|293|2|1|19|1|0.29|0.364|0.454
William Contreras|MIL|291|6|39|43|1|38|24|76|262|4|1|12|0|0.29|0.347|0.405
Jake McCarthy|COL|202|4|23|27|11|40|12|53|183|3|1|11|3|0.29|0.332|0.448
Alex Jackson|MIN|39|0|5|2|0|13|0|11|38|0|1|3|0|0.289|0.308|0.368
Juan Soto|NYM|240|15|32|34|6|33|34|59|204|1|0|6|1|0.289|0.389|0.549
Carlos Cortes|ATH|198|6|17|21|1|22|21|50|173|1|3|9|1|0.289|0.374|0.457
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Ceddanne Rafaela|BOS|263|7|29|32|7|54|14|70|243|0|6|15|2|0.288|0.342|0.453
