name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Ben Malgeri|DET|3|0|1|0|0|0|0|2|3|0|0|0|0|0.667|0.667|0.667
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Justin Dean|CHC|2|0|1|3|0|0|0|1|2|0|0|0|1|0.5|0.5|1.5
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Luis Urías|TOR|5|1|1|2|0|1|0|2|5|0|0|0|0|0.4|0.4|1.0
Samad Taylor|SDP|62|1|11|9|5|17|6|20|54|0|0|1|0|0.37|0.433|0.444
Tommy Edman|LAD|24|0|0|1|0|4|2|8|22|0|0|1|0|0.364|0.417|0.409
Jonah Cox|SFG|18|1|5|2|2|9|0|6|17|0|0|1|1|0.353|0.353|0.706
Andrew Vaughn|MIL|129|2|16|21|0|14|16|38|110|1|2|11|1|0.345|0.434|0.518
Donovan Walton|LAA|78|3|12|11|0|12|3|25|74|0|0|6|0|0.338|0.364|0.541
Otto Lopez|MIA|336|5|49|33|16|48|15|105|312|5|4|21|3|0.337|0.369|0.471
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Raynel Delgado|HOU|18|0|1|2|0|2|0|6|18|0|0|0|0|0.333|0.333|0.333
Nate Eaton|BOS|15|1|3|3|2|3|3|4|12|0|0|2|0|0.333|0.467|0.75
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Kameron Misner|KCR|26|0|1|4|1|9|1|8|24|0|0|1|0|0.333|0.36|0.375
Josh Rojas|KCR|6|0|1|3|0|0|0|2|6|0|0|1|0|0.333|0.333|0.5
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Jung Hoo Lee|SFG|285|5|40|27|5|26|13|88|266|3|3|18|2|0.331|0.365|0.47
Yordan Alvarez|HOU|349|25|57|56|1|58|53|94|289|2|5|16|0|0.325|0.436|0.64
Yandy Díaz|TBR|321|12|39|50|1|43|32|90|278|2|9|13|1|0.324|0.408|0.507
Luis Arraez|SFG|332|3|40|30|6|13|18|96|299|7|3|16|6|0.321|0.358|0.445
Alex Jackson|MIN|43|0|5|3|0|13|0|13|41|0|2|3|0|0.317|0.349|0.39
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Ali Sánchez|NYY|21|0|2|3|0|7|1|6|19|0|1|2|0|0.316|0.381|0.421
Brandon Marsh|PHI|288|11|43|38|7|73|13|85|270|3|2|14|2|0.315|0.347|0.504
Troy Johnston|COL|270|3|30|34|4|47|22|75|241|2|4|22|0|0.311|0.375|0.44
Michael Harris II|ATL|275|14|37|42|4|56|12|81|261|1|1|13|0|0.31|0.342|0.521
Blaze Alexander|BAL|190|3|22|23|8|42|11|53|171|1|3|12|1|0.31|0.36|0.444
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Henry Bolte|ATH|134|2|11|10|8|38|12|35|115|2|5|5|0|0.304|0.388|0.4
Cooper Pratt|MIL|27|0|2|2|4|5|3|7|23|1|0|0|0|0.304|0.37|0.304
Nathan Lukes|TOR|153|2|15|14|0|25|6|42|140|1|4|8|0|0.3|0.344|0.4
John Rave|KCR|13|1|3|1|0|3|3|3|10|0|0|1|1|0.3|0.462|0.9
Josh Jung|TEX|317|8|36|31|1|52|24|86|287|2|4|17|0|0.3|0.36|0.443
Casey Schmitt|SFG|297|16|34|42|7|58|7|84|281|3|6|15|1|0.299|0.327|0.53
Jake Mangum|PIT|180|1|21|13|13|30|10|49|164|1|2|7|0|0.299|0.345|0.36
Juan Soto|NYM|259|17|36|38|6|34|36|66|221|1|0|7|1|0.299|0.395|0.57
Elias Díaz|TEX|49|2|7|10|0|9|1|14|47|1|0|4|0|0.298|0.306|0.511
Nick Gonzales|PIT|296|3|40|35|4|53|16|81|274|1|5|11|1|0.296|0.345|0.376
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
William Contreras|MIL|318|7|43|46|1|42|28|84|285|4|1|12|0|0.295|0.355|0.411
Bobby Witt Jr.|KCR|337|10|40|32|28|57|35|88|299|2|1|19|1|0.294|0.368|0.465
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Nelson Velázquez|STL|38|2|6|6|0|10|3|10|34|0|1|2|0|0.294|0.368|0.529
Jackson Chourio|MIL|200|10|30|30|5|50|14|54|184|1|1|12|0|0.293|0.345|0.522
Jake McCarthy|COL|229|5|27|31|12|42|14|61|208|3|1|13|4|0.293|0.336|0.466
Xavier Edwards|MIA|334|6|44|27|11|43|40|85|290|3|0|11|5|0.293|0.375|0.428
Shohei Ohtani|LAD|335|17|55|45|6|76|54|79|270|4|5|15|2|0.293|0.414|0.552
Paul Goldschmidt|NYY|207|12|28|37|1|41|15|55|188|1|3|8|1|0.293|0.353|0.537
Ernie Clement|TOR|306|7|35|28|2|32|10|86|294|2|0|20|1|0.293|0.314|0.439
Bryce Eldridge|SFG|148|6|20|16|0|32|20|37|127|1|0|9|0|0.291|0.385|0.504
Lars Nootbaar|STL|66|2|11|7|0|14|10|16|55|1|0|4|0|0.291|0.394|0.473
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Jordan Walker|STL|327|18|46|58|10|82|23|87|300|2|2|16|0|0.29|0.343|0.523
Nicky Lopez|TEX|75|1|7|6|2|11|3|20|69|0|1|1|0|0.29|0.329|0.348
Jose Siri|LAA|79|4|17|16|1|19|6|20|69|1|1|3|0|0.29|0.351|0.507
Riley Greene|DET|331|9|40|34|1|91|44|82|283|2|2|16|0|0.29|0.387|0.442
Alika Williams|ATH|48|1|6|5|0|13|2|13|45|0|0|5|0|0.289|0.319|0.467
Tristan Peters|CHW|218|3|25|24|4|40|16|56|194|1|3|17|2|0.289|0.35|0.443
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Alec Burleson|STL|334|13|42|57|2|49|29|86|299|3|3|20|1|0.288|0.353|0.492
