name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Jihwan Bae|MIL|2|0|0|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Andrew Pinckney|WSH|2|1|3|1|1|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Eduardo Valencia|DET|43|4|10|13|0|11|1|16|41|0|1|5|0|0.39|0.419|0.805
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Angel Genao|CLE|21|1|4|2|0|2|1|7|19|0|1|0|0|0.368|0.429|0.526
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Bryan De La Cruz|PHI|32|2|4|6|0|7|2|9|26|2|2|1|0|0.346|0.406|0.615
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|522|35|80|86|1|90|82|139|431|3|6|25|0|0.323|0.435|0.624
Otto Lopez|MIA|499|9|72|53|23|66|24|147|462|9|4|29|7|0.318|0.351|0.47
Luis Arraez|PHI|498|5|56|48|10|23|26|143|452|10|4|25|7|0.316|0.352|0.436
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Tyler Tolbert|KCR|98|3|23|6|15|16|7|27|86|1|0|4|0|0.314|0.362|0.465
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Freddie Freeman|LAD|497|15|58|57|5|78|51|135|439|4|3|27|1|0.308|0.38|0.476
Nick Gonzales|PIT|471|6|62|53|5|81|28|133|434|1|8|20|1|0.306|0.359|0.399
Jake McCarthy|COL|403|13|57|67|20|69|19|114|372|4|4|25|7|0.306|0.343|0.516
Chandler Simpson|TBR|445|0|49|24|33|39|20|126|413|5|0|12|6|0.305|0.333|0.363
Wade Meckler|LAA|193|3|23|20|4|42|17|53|174|0|1|10|0|0.305|0.37|0.414
Gabriel Moreno|ARI|377|8|49|52|4|55|43|98|322|8|4|22|1|0.304|0.385|0.453
James McCann|ARI|109|4|11|21|0|27|4|31|102|0|1|5|0|0.304|0.336|0.471
Alex Jackson|MIN|69|1|11|5|0|23|1|20|66|0|2|4|0|0.303|0.333|0.409
Jake Mangum|PIT|349|4|44|27|21|64|19|96|317|2|8|14|1|0.303|0.355|0.391
Yandy Díaz|TBR|500|16|64|67|3|73|43|134|443|5|9|21|1|0.302|0.372|0.463
Jung Hoo Lee|SFG|442|9|57|46|8|45|18|124|414|4|6|26|4|0.3|0.335|0.447
Max Clark|DET|42|1|5|7|0|13|4|11|37|0|1|2|1|0.297|0.381|0.486
Jeremy Peña|HOU|313|13|55|38|8|63|21|84|284|2|6|12|1|0.296|0.355|0.482
Luis Campusano|SDP|134|4|14|16|0|30|17|34|115|0|2|9|0|0.296|0.396|0.478
TJ Rumfield|COL|468|13|50|59|0|67|45|122|414|2|7|24|2|0.295|0.372|0.457
Pedro Ramírez|CHC|124|2|17|15|5|22|10|33|112|1|0|8|1|0.295|0.35|0.438
George Lombard Jr.|NYY|20|2|4|2|0|5|3|5|17|0|0|0|0|0.294|0.4|0.647
Andrew Vaughn|MIL|237|5|26|34|0|36|27|60|204|2|4|15|2|0.294|0.384|0.461
Josh Jung|TEX|396|9|46|35|1|71|33|104|354|3|6|23|1|0.294|0.361|0.441
Shohei Ohtani|LAD|500|26|75|72|7|114|69|123|419|5|5|23|2|0.294|0.396|0.544
Victor Bericoto|SFG|59|4|7|9|1|15|1|17|58|0|0|3|0|0.293|0.305|0.552
Michael Harris II|ATL|453|20|59|67|6|88|17|126|431|3|2|25|1|0.292|0.32|0.494
Ty France|SDP|329|17|41|51|1|74|17|86|296|5|10|15|2|0.291|0.345|0.527
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Cole Carrigg|COL|200|5|35|30|6|40|23|49|169|4|3|13|3|0.29|0.377|0.491
