name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Yohandy Morales|WSH|12|1|2|1|0|6|0|5|12|0|0|2|0|0.417|0.417|0.833
Michael Stefanic|ATH|20|0|2|2|0|3|2|7|18|0|0|1|0|0.389|0.45|0.444
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
Brewer Hicklen|ATL|28|0|7|3|0|10|6|8|22|0|0|4|0|0.364|0.5|0.545
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Adael Amador|COL|34|2|9|9|0|6|4|10|29|0|0|2|0|0.345|0.424|0.621
Brett Bateman|TOR|121|0|16|7|3|24|11|35|105|1|2|4|1|0.333|0.403|0.39
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Deyvison De Los Santos|MIA|12|0|0|0|0|3|0|4|12|0|0|2|0|0.333|0.333|0.5
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Bryan De La Cruz|PHI|59|2|6|11|0|13|2|17|53|2|2|3|0|0.321|0.356|0.491
Luis Arraez|PHI|591|6|64|57|10|26|28|171|541|12|4|29|7|0.316|0.347|0.429
Yordan Alvarez|HOU|623|38|94|95|1|109|99|160|509|5|10|29|1|0.314|0.432|0.599
Andrew Vaughn|MIL|311|6|32|42|0|49|34|84|269|2|6|17|2|0.312|0.399|0.457
Leo Bernal|STL|32|1|5|7|0|6|3|9|29|0|0|1|0|0.31|0.375|0.448
