name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Logan Allen|CLE|4.0|0|0|0|0.0|1.5|7|0|0|0|5|1|0|19
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
John Brebbia|COL|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Jose Cabrera|ARI|5.0|0|0|0|0.0|0.6|3|0|0|0|3|0|1|18
Tyler Callihan|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Jeff Criswell|COL|2.0|0|0|0|0.0|1.5|2|0|0|0|1|2|0|9
Yovanny Cruz|NYY|2.3|0|0|0|0.0|0.43|3|0|0|0|1|0|1|9
Nick Davila|SEA|12.7|0|1|1|0.0|1.11|9|0|0|0|5|9|1|51
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|5.0|0|0|0|0.0|0.4|3|0|0|0|1|1|0|15
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Alec Gamboa|BOS|1.7|0|0|0|0.0|0.0|3|0|0|0|0|0|0|5
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
James Karinchak|ATL|4.0|0|0|0|0.0|0.5|4|0|0|0|1|1|0|13
William Kempner|MIA|9.0|1|0|0|0.0|0.56|10|0|0|0|3|2|1|33
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Matt Krook|ATH|1.0|0|0|1|0.0|1.0|0|0|0|0|0|1|0|3
Jorge Mateo|ATL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Victor Mederos|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
A.J. Minter|NYM|9.0|0|0|1|0.0|0.56|7|0|0|0|4|1|0|32
Samy Natera Jr.|LAA|6.0|0|0|1|0.0|1.0|8|0|0|0|1|5|0|24
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Jake Rogers|DET|1.3|0|0|0|0.0|1.5|1|0|0|0|2|0|0|6
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Javier Sanoja|MIA|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Dylan Smith|SFG|6.7|0|1|0|0.0|1.2|7|0|0|0|4|4|0|29
Drew Sommers|DET|6.3|0|0|1|0.0|0.79|10|0|0|0|2|3|1|25
Brock Stewart|LAD|2.0|0|0|1|0.0|0.5|3|0|0|0|0|1|0|7
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Myles Straw|TOR|1.3|0|0|0|0.0|3.75|0|0|0|0|4|1|0|9
Garrett Stubbs|PHI|1.3|0|0|0|0.0|0.0|0|0|0|0|0|0|0|4
Logan VanWey|HOU|3.0|0|0|0|0.0|0.33|5|0|0|0|1|0|0|10
Ildemaro Vargas|ARI|1.7|0|0|0|0.0|1.2|0|0|0|0|0|2|0|6
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Bryse Wilson|PHI|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|0|7
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Robert Suarez|ATL|32.0|4|4|12|0.56|0.84|26|1|0|2|21|6|0|121
Mason Barnett|ATH|12.7|1|1|0|0.71|0.87|15|1|0|1|6|5|0|48
Alimber Santa|HOU|12.7|0|0|0|0.71|0.79|8|0|0|1|5|5|0|47
Aroldis Chapman|BOS|21.7|0|14|0|0.83|0.97|29|0|0|2|12|9|1|86
Louis Varland|TOR|42.0|3|15|5|0.86|0.93|57|1|0|4|28|11|0|161
Mason Miller|SDP|31.0|1|20|0|0.87|0.81|61|0|0|3|13|12|0|118
Dylan Lee|ATL|33.3|3|0|15|1.08|0.66|42|1|0|4|17|5|0|122
Hunter Brown|HOU|16.3|1|0|0|1.1|1.04|24|0|1|2|8|9|0|64
Robby Ahlstrom|TEX|8.0|1|0|1|1.13|1.13|4|0|0|1|6|3|0|31
Cam Booser|TBR|8.0|0|0|1|1.13|1.13|10|1|0|1|6|3|0|32
Josh Hader|HOU|8.0|1|5|0|1.13|0.38|13|1|0|1|2|1|0|27
Kendry Rojas|MIN|14.3|1|0|1|1.26|1.47|14|0|0|2|11|10|1|61
