name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Andrew Pinckney|WSH|2|1|2|1|0|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Angel Genao|CLE|17|1|3|2|0|1|0|7|16|0|1|0|0|0.438|0.471|0.625
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Eduardo Valencia|DET|39|4|10|13|0|10|0|15|38|0|1|4|0|0.395|0.41|0.816
George Lombard Jr.|NYY|16|2|4|2|0|4|3|5|13|0|0|0|0|0.385|0.5|0.846
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Bryan De La Cruz|PHI|32|2|4|6|0|7|2|9|26|2|2|1|0|0.346|0.406|0.615
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Max Clark|DET|38|1|5|6|0|13|4|11|33|0|1|2|1|0.333|0.421|0.545
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Tyler Tolbert|KCR|94|3|23|6|15|16|6|27|83|1|0|4|0|0.325|0.367|0.482
Yordan Alvarez|HOU|513|35|79|86|1|89|82|137|422|3|6|24|0|0.325|0.439|0.63
Luis Arraez|PHI|487|5|55|48|10|22|26|143|441|10|4|25|7|0.324|0.36|0.447
Otto Lopez|MIA|494|9|70|53|23|65|24|145|457|9|4|29|7|0.317|0.35|0.47
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Nick Gonzales|PIT|467|6|62|53|5|80|28|133|430|1|8|20|1|0.309|0.362|0.402
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Wade Meckler|LAA|184|3|22|20|4|40|16|51|167|0|1|10|0|0.305|0.37|0.419
Jake McCarthy|COL|394|13|56|67|20|68|18|111|364|4|4|24|7|0.305|0.341|0.516
Freddie Freeman|LAD|489|15|57|55|5|78|51|131|431|4|3|27|1|0.304|0.378|0.476
James McCann|ARI|109|4|11|21|0|27|4|31|102|0|1|5|0|0.304|0.336|0.471
Alex Jackson|MIN|69|1|11|5|0|23|1|20|66|0|2|4|0|0.303|0.333|0.409
Andrew Vaughn|MIL|231|5|26|34|0|34|27|60|198|2|4|15|2|0.303|0.394|0.475
Gabriel Moreno|ARI|368|8|47|50|4|55|42|95|314|8|4|20|0|0.303|0.383|0.443
Jeremy Peña|HOU|304|13|54|37|8|58|21|83|275|2|6|12|1|0.302|0.362|0.495
Jung Hoo Lee|SFG|433|8|56|45|8|43|18|122|405|4|6|26|4|0.301|0.337|0.444
Jake Mangum|PIT|345|3|43|26|21|63|19|94|313|2|8|14|1|0.3|0.354|0.38
TJ Rumfield|COL|459|13|50|59|0|66|45|121|405|2|7|24|2|0.299|0.377|0.464
Chandler Simpson|TBR|435|0|47|23|31|39|20|120|403|5|0|11|6|0.298|0.327|0.355
Pedro Ramírez|CHC|123|2|17|15|5|22|10|33|111|1|0|8|1|0.297|0.352|0.441
Osleivis Basabe|SFG|29|3|4|8|0|4|0|8|27|1|1|1|0|0.296|0.31|0.667
Cole Carrigg|COL|191|5|35|30|6|39|21|48|162|4|3|13|3|0.296|0.379|0.506
Luis Campusano|SDP|134|4|14|16|0|30|17|34|115|0|2|9|0|0.296|0.396|0.478
Shohei Ohtani|LAD|492|26|73|71|6|112|69|121|411|5|5|22|2|0.294|0.398|0.547
Josh Jung|TEX|396|9|46|35|1|71|33|104|354|3|6|23|1|0.294|0.361|0.441
Victor Bericoto|SFG|59|4|7|9|1|15|1|17|58|0|0|3|0|0.293|0.305|0.552
Yandy Díaz|TBR|490|15|61|64|3|73|43|127|434|4|9|20|1|0.293|0.365|0.447
Michael Harris II|ATL|444|20|58|66|6|84|17|123|422|3|2|24|1|0.291|0.32|0.495
