name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
DaShawn Keirsey Jr.|ATL|1|0|2|0|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Vimael Machín|COL|6|0|0|0|0|2|0|3|6|0|0|0|0|0.5|0.5|0.5
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Michael Stefanic|ATH|22|0|3|2|0|4|2|7|20|0|0|1|0|0.35|0.409|0.4
Brett Bateman|TOR|157|2|23|11|3|32|14|46|138|1|2|5|1|0.333|0.4|0.428
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Brewer Hicklen|ATL|34|0|8|3|0|12|7|9|27|0|0|5|0|0.333|0.471|0.519
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Ronny Simon|PIT|44|0|7|2|2|5|3|13|40|0|0|2|0|0.325|0.372|0.375
Eduardo Valencia|DET|105|6|16|18|0|26|3|32|100|0|1|10|0|0.32|0.346|0.6
Samad Taylor|SDP|148|1|23|14|10|39|15|41|129|0|1|3|2|0.318|0.393|0.395
Luis Arraez|PHI|630|6|66|62|10|27|34|180|572|13|5|33|7|0.315|0.351|0.428
Yordan Alvarez|HOU|651|40|97|99|1|115|103|166|533|5|10|31|1|0.311|0.429|0.598
Andrew Vaughn|MIL|326|6|33|43|0|52|35|88|283|2|6|18|2|0.311|0.396|0.452
Chandler Simpson|TBR|585|0|65|36|44|46|26|169|544|6|0|16|6|0.311|0.339|0.362
Dustin Harris|SDP|112|0|16|16|8|14|10|30|97|2|1|3|3|0.309|0.373|0.402
Alex Jackson|MIN|72|1|12|5|0|24|2|21|68|0|2|4|0|0.309|0.347|0.412
Michael Arroyo|SEA|18|1|3|3|1|4|4|4|13|1|0|1|0|0.308|0.444|0.615
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Gabriel Moreno|ARI|514|15|65|75|6|77|57|136|443|9|5|32|1|0.307|0.385|0.485
Otto Lopez|MIA|650|10|89|69|31|85|36|182|595|11|8|31|9|0.306|0.348|0.439
Nick Gonzales|PIT|580|6|68|60|7|95|41|160|526|1|12|26|1|0.304|0.367|0.392
Bryan De La Cruz|PHI|74|2|10|12|0|16|4|20|66|2|2|3|0|0.303|0.351|0.439
Blaze Alexander|BAL|289|4|35|31|10|63|19|79|261|1|4|13|2|0.303|0.358|0.414
TJ Rumfield|COL|600|15|62|69|0|82|70|156|518|2|10|29|3|0.301|0.393|0.456
Yohandy Morales|WSH|30|2|7|4|1|9|0|9|30|0|0|3|0|0.3|0.3|0.6
Ty France|SDP|461|20|54|66|1|98|34|121|405|8|13|23|2|0.299|0.365|0.514
Josh Jung|TEX|418|10|50|38|1|73|33|112|376|3|6|25|1|0.298|0.361|0.449
Jhonny Pereda|SEA|93|2|11|8|0|17|7|25|84|1|1|1|0|0.298|0.355|0.381
