name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jihwan Bae|MIL|4|0|1|0|1|1|0|1|2|0|1|0|0|0.5|0.667|0.5
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Yohandy Morales|WSH|11|1|2|1|0|5|0|5|11|0|0|2|0|0.455|0.455|0.909
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|20|0|2|2|0|3|2|7|18|0|0|1|0|0.389|0.45|0.444
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Gustavo Campero|LAA|12|0|0|2|0|4|0|4|11|1|0|1|0|0.364|0.333|0.455
Brewer Hicklen|ATL|28|0|7|3|0|10|6|8|22|0|0|4|0|0.364|0.5|0.545
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Brett Bateman|TOR|116|0|16|7|3|23|10|35|101|1|2|4|1|0.347|0.412|0.406
Adael Amador|COL|34|2|9|9|0|6|4|10|29|0|0|2|0|0.345|0.424|0.621
Leo Bernal|STL|27|1|5|6|0|5|3|8|24|0|0|1|0|0.333|0.407|0.5
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Deyvison De Los Santos|MIA|12|0|0|0|0|3|0|4|12|0|0|2|0|0.333|0.333|0.5
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Bryan De La Cruz|PHI|59|2|6|11|0|13|2|17|53|2|2|3|0|0.321|0.356|0.491
Luis Arraez|PHI|588|6|64|57|10|25|28|171|538|12|4|29|7|0.318|0.349|0.431
Yordan Alvarez|HOU|623|38|94|95|1|109|99|160|509|5|10|29|1|0.314|0.432|0.599
Andrew Vaughn|MIL|308|6|32|42|0|47|34|83|266|2|6|17|2|0.312|0.399|0.459
