name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Max Clark|DET|10|1|3|3|0|2|1|5|9|0|0|2|0|0.556|0.6|1.111
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Eduardo Valencia|DET|27|4|8|7|0|6|0|12|26|0|1|1|0|0.462|0.481|0.962
Bryan De La Cruz|PHI|20|1|2|3|0|5|1|8|18|1|0|1|0|0.444|0.45|0.667
Enrique Hernández|LAD|12|1|2|2|0|2|0|5|12|0|0|2|0|0.417|0.417|0.833
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Justin Dean|CHC|10|0|3|3|0|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tyler Tolbert|KCR|87|3|22|6|15|14|6|26|76|1|0|3|0|0.342|0.386|0.5
Osleivis Basabe|SFG|6|1|1|4|0|1|0|2|6|0|0|1|0|0.333|0.333|1.0
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|SFG|459|4|52|43|10|21|25|136|415|9|4|23|7|0.328|0.364|0.446
Yordan Alvarez|HOU|484|35|76|82|1|83|77|129|398|3|6|21|0|0.324|0.438|0.641
Otto Lopez|MIA|468|9|67|51|22|64|23|139|432|9|4|28|7|0.322|0.355|0.481
John Rave|KCR|31|2|5|2|1|8|3|9|28|0|0|4|1|0.321|0.387|0.75
Pedro Ramírez|CHC|105|1|15|14|4|16|9|30|94|1|0|8|1|0.319|0.375|0.457
Jeremy Peña|HOU|275|12|52|34|8|51|17|80|251|2|5|12|1|0.319|0.371|0.518
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Nick Gonzales|PIT|439|6|61|50|5|75|28|127|403|1|7|18|1|0.315|0.369|0.409
Tommy Edman|LAD|129|2|19|18|3|25|10|35|112|0|5|6|2|0.313|0.394|0.455
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
James McCann|ARI|92|3|10|18|0|23|2|27|87|0|1|4|0|0.31|0.333|0.46
Freddie Freeman|LAD|467|15|57|54|5|76|50|127|410|4|3|27|1|0.31|0.385|0.49
Alex Jackson|MIN|68|1|10|5|0|22|1|20|65|0|2|4|0|0.308|0.338|0.415
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Luis Campusano|SDP|115|4|14|15|0|26|16|30|98|0|1|8|0|0.306|0.409|0.51
Christian Encarnacion-Strand|BAL|41|3|5|11|0|8|4|11|36|0|0|2|0|0.306|0.375|0.611
