name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
John Rave|KCR|5|1|2|1|0|1|1|2|4|0|0|0|1|0.5|0.6|1.75
Raynel Delgado|HOU|7|0|1|2|0|1|0|3|7|0|0|0|0|0.429|0.429|0.429
Jonah Cox|SFG|16|1|5|2|2|7|0|6|15|0|0|1|1|0.4|0.4|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Kameron Misner|KCR|17|0|0|3|1|6|1|6|16|0|0|0|0|0.375|0.412|0.375
Andrew Vaughn|MIL|112|2|14|19|0|12|11|35|99|0|2|10|1|0.354|0.429|0.535
Samad Taylor|SDP|40|1|8|8|4|11|4|12|35|0|0|1|0|0.343|0.41|0.457
Otto Lopez|MIA|315|5|45|32|13|46|14|98|292|5|4|19|3|0.336|0.368|0.473
José Azócar|ATL|16|0|1|0|1|3|1|5|15|0|0|2|0|0.333|0.375|0.467
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Anthony Seigler|BOS|4|0|0|0|0|1|1|1|3|0|0|1|0|0.333|0.5|0.667
Nelson Velázquez|STL|29|2|5|6|0|8|1|9|27|0|1|1|0|0.333|0.379|0.593
LaMonte Wade Jr.|HOU|13|1|2|4|0|3|1|4|12|0|0|2|0|0.333|0.385|0.75
Luis Arraez|SFG|316|3|39|30|6|13|16|93|285|7|3|15|6|0.326|0.36|0.453
Jung Hoo Lee|SFG|269|4|36|26|3|25|11|82|252|3|3|15|2|0.325|0.357|0.448
Yordan Alvarez|HOU|327|24|50|55|1|55|46|89|274|2|5|15|0|0.325|0.428|0.642
Brandon Marsh|PHI|266|9|39|35|7|65|13|80|248|3|2|13|2|0.323|0.357|0.5
Donovan Walton|LAA|66|2|10|7|0|11|3|20|62|0|0|5|0|0.323|0.354|0.5
Bryce Eldridge|SFG|131|6|19|16|0|26|17|36|113|1|0|9|0|0.319|0.405|0.558
Yandy Díaz|TBR|300|12|35|47|1|39|28|83|262|2|8|11|1|0.317|0.397|0.504
Nathan Lukes|TOR|136|1|14|13|0|22|6|39|124|1|4|7|0|0.315|0.363|0.395
Jackson Chourio|MIL|173|10|28|28|5|41|13|50|159|1|0|11|0|0.314|0.364|0.572
Tyler Callihan|PIT|39|2|6|6|1|10|6|10|32|0|1|2|1|0.313|0.436|0.625
Troy Johnston|COL|261|3|30|34|4|46|20|73|234|2|4|21|0|0.312|0.373|0.44
Blaze Alexander|BAL|177|2|20|19|8|40|11|49|158|1|3|10|1|0.31|0.364|0.424
Henry Bolte|ATH|113|2|11|8|6|33|7|31|100|1|5|5|0|0.31|0.381|0.42
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Michael Harris II|ATL|259|14|35|41|3|52|12|75|245|1|1|9|0|0.306|0.34|0.514
Paul Goldschmidt|NYY|185|11|26|36|1|34|15|50|166|1|3|8|1|0.301|0.368|0.56
Elias Díaz|TEX|41|2|6|8|0|8|1|12|40|0|0|4|0|0.3|0.317|0.55
Jose Siri|LAA|58|3|12|12|0|16|5|15|50|0|1|3|0|0.3|0.375|0.54
Josh Jung|TEX|288|8|32|30|1|46|21|78|261|2|4|16|0|0.299|0.358|0.452
Drake Baldwin|ATL|226|14|41|39|1|49|24|59|198|1|3|6|0|0.298|0.381|0.54
Juan Soto|NYM|245|15|34|36|6|33|34|62|209|1|0|7|1|0.297|0.393|0.555
Jake Mangum|PIT|168|1|20|12|13|28|10|45|152|1|2|5|0|0.296|0.345|0.349
Shohei Ohtani|LAD|318|15|51|42|6|73|51|76|257|3|5|15|2|0.296|0.418|0.545
Alika Williams|ATH|47|1|6|5|0|12|2|13|44|0|0|5|0|0.295|0.326|0.477
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Riley Greene|DET|310|8|36|33|1|88|38|79|268|2|2|16|0|0.295|0.384|0.444
Ernie Clement|TOR|296|7|34|28|2|32|9|84|285|2|0|20|1|0.295|0.314|0.446
Tristan Peters|CHW|201|3|22|21|4|37|15|53|180|0|2|15|2|0.294|0.355|0.45
Jordan Lawlar|ARI|40|1|6|4|4|9|3|10|34|0|3|2|0|0.294|0.4|0.441
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Willson Contreras|BOS|288|16|34|43|1|75|27|72|245|3|13|11|2|0.294|0.389|0.551
Nick Gonzales|PIT|280|2|38|32|4|49|16|76|259|1|4|11|0|0.293|0.343|0.359
Dominic Canzone|SEA|189|11|26|31|1|36|17|49|167|2|3|12|1|0.293|0.365|0.575
Nick Madrigal|LAA|48|0|7|2|1|3|6|12|41|0|1|1|0|0.293|0.396|0.317
Nick Kurtz|ATH|334|18|53|57|7|96|68|77|264|0|2|13|1|0.292|0.44|0.553
Yohendrick Piñango|TOR|128|4|9|18|0|28|8|35|120|0|0|6|0|0.292|0.336|0.442
Ben Rice|NYY|290|20|53|49|2|67|39|72|247|2|2|15|2|0.291|0.39|0.611
Randy Arozarena|SEA|302|7|47|33|19|66|28|76|261|3|10|18|1|0.291|0.377|0.448
Xavier Edwards|MIA|318|6|43|26|11|42|39|80|275|3|0|11|4|0.291|0.375|0.425
William Contreras|MIL|295|6|41|43|1|38|25|77|265|4|1|12|0|0.291|0.349|0.404
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Ryan O'Hearn|PIT|245|11|33|41|1|54|20|64|221|2|2|8|0|0.29|0.351|0.475
Bobby Witt Jr.|KCR|335|9|38|30|28|57|35|86|297|2|1|19|1|0.29|0.364|0.451
Alex Jackson|MIN|39|0|5|2|0|13|0|11|38|0|1|3|0|0.289|0.308|0.368
Carlos Cortes|ATH|198|6|17|21|1|22|21|50|173|1|3|9|1|0.289|0.374|0.457
Jake McCarthy|COL|207|4|24|27|11|40|13|54|187|3|1|11|3|0.289|0.333|0.444
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Ryan Vilade|TBR|127|4|11|25|3|23|12|32|111|3|0|5|1|0.288|0.349|0.459
