name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Abimelec Ortiz|WSH|2|0|0|0|0|0|0|1|2|0|0|1|0|0.5|0.5|1.0
Joshua Kuroda-Grauer|ATH|50|0|5|1|0|6|0|21|49|0|1|6|0|0.429|0.44|0.551
Eduardo Valencia|DET|13|2|3|3|0|4|0|5|12|0|1|0|0|0.417|0.462|0.917
Justin Dean|CHC|6|0|3|3|0|2|1|2|5|0|0|0|1|0.4|0.5|0.8
Rafael Flores Jr.|PIT|12|1|2|2|0|1|2|4|10|0|0|1|0|0.4|0.5|0.8
Harry Ford|WSH|6|1|3|3|0|2|1|2|5|0|0|0|0|0.4|0.5|1.0
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Brewer Hicklen|ATL|9|0|2|1|0|2|1|3|8|0|0|2|0|0.375|0.444|0.625
Tyler Tolbert|KCR|60|2|17|5|11|11|4|20|54|1|0|1|0|0.37|0.407|0.5
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tommy Edman|LAD|81|1|11|11|2|16|8|24|70|0|1|5|1|0.343|0.418|0.486
Otto Lopez|MIA|414|9|61|45|17|58|20|129|384|6|4|27|6|0.336|0.37|0.508
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Jonatan Clase|TOR|20|2|4|6|0|6|2|6|18|0|0|0|0|0.333|0.4|0.667
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Lucas Spence|HOU|4|0|0|0|0|0|1|1|3|0|0|0|0|0.333|0.5|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Luis Arraez|SFG|407|4|48|35|8|16|24|120|366|8|3|21|7|0.328|0.367|0.456
Yordan Alvarez|HOU|425|31|65|71|1|72|65|113|352|3|5|18|0|0.321|0.431|0.636
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Yandy Díaz|TBR|402|13|51|55|1|55|37|111|353|3|9|17|1|0.314|0.391|0.479
Jim Jarvis|ATL|37|1|4|4|0|8|1|11|35|0|0|3|0|0.314|0.333|0.486
Blaze Alexander|BAL|246|4|31|29|9|54|16|69|221|1|4|12|2|0.312|0.368|0.439
Nicky Lopez|TEX|129|1|14|13|4|18|4|37|119|0|2|3|0|0.311|0.344|0.361
Jake Mangum|PIT|253|2|35|19|18|42|14|71|229|1|6|10|1|0.31|0.364|0.389
Andrew Vaughn|MIL|172|2|20|24|0|19|20|46|149|1|2|14|2|0.309|0.395|0.47
Esmerlyn Valdez|PIT|105|10|21|27|0|38|10|29|94|1|0|6|1|0.309|0.371|0.713
Donovan Walton|ATH|101|3|14|12|0|19|6|29|94|0|0|8|0|0.309|0.35|0.489
Nick Gonzales|PIT|373|4|51|43|4|66|28|104|338|1|6|14|1|0.308|0.37|0.391
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Jung Hoo Lee|SFG|356|5|48|33|6|34|14|103|335|3|4|21|3|0.307|0.34|0.433
Wade Meckler|LAA|141|2|19|17|3|31|14|39|127|0|0|8|0|0.307|0.376|0.417
Gabriel Moreno|ARI|279|6|35|32|4|44|32|73|240|4|3|15|0|0.304|0.387|0.442
