name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Robby Ahlstrom|TEX|6.0|0|0|0|0.0|0.83|4|0|0|0|4|1|0|22
Logan Allen|CLE|4.0|0|0|0|0.0|1.5|7|0|0|0|5|1|0|19
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Mason Barnett|ATH|9.7|1|1|0|0.0|0.72|13|0|0|0|3|4|0|35
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Cam Booser|TBR|5.3|0|0|1|0.0|0.94|7|0|0|0|3|2|0|20
Tyler Callihan|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Jeff Criswell|COL|2.0|0|0|0|0.0|1.5|2|0|0|0|1|2|0|9
Yovanny Cruz|NYY|2.3|0|0|0|0.0|0.43|3|0|0|0|1|0|1|9
Nick Davila|SEA|10.7|0|1|1|0.0|1.13|8|0|0|0|5|7|1|43
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Daniel Duarte|NYM|5.0|0|0|0|0.0|0.4|3|0|0|0|1|1|0|15
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
Alec Gamboa|BOS|1.7|0|0|0|0.0|0.0|3|0|0|0|0|0|0|5
Josh Hader|HOU|5.0|1|2|0|0.0|0.2|7|0|0|0|0|1|0|16
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Tommy Kahnle|BOS|5.0|0|0|0|0.0|1.4|4|0|0|0|4|3|0|20
James Karinchak|ATL|2.0|0|0|0|0.0|1.0|3|0|0|0|1|1|0|7
William Kempner|MIA|6.7|1|0|0|0.0|0.75|8|0|0|0|3|2|0|25
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Jorge Mateo|ATL|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Chayce McDermott|LAD|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|4
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Victor Mederos|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
A.J. Minter|NYM|7.3|0|0|0|0.0|0.68|7|0|0|0|4|1|0|27
Samy Natera Jr.|LAA|4.7|0|0|1|0.0|0.64|6|0|0|0|0|3|0|17
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Jake Rogers|DET|1.3|0|0|0|0.0|1.5|1|0|0|0|2|0|0|6
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Javier Sanoja|MIA|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Dylan Smith|SFG|5.0|0|1|0|0.0|0.6|6|0|0|0|1|2|0|19
Drew Sommers|DET|4.7|0|0|1|0.0|1.07|7|0|0|0|2|3|1|20
Brock Stewart|LAD|2.0|0|0|1|0.0|0.5|3|0|0|0|0|1|0|7
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Garrett Stubbs|PHI|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Sean Sullivan|COL|3.0|0|0|0|0.0|0.67|2|0|0|0|2|0|1|12
Logan VanWey|HOU|3.0|0|0|0|0.0|0.33|5|0|0|0|1|0|0|10
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Jacob Waguespack|DET|1.0|0|0|0|0.0|2.0|1|0|0|0|1|1|0|5
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Aroldis Chapman|BOS|20.7|0|14|0|0.44|0.92|28|0|0|1|10|9|1|81
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Robert Suarez|ATL|30.7|4|4|11|0.59|0.78|26|1|0|2|19|5|0|114
Alimber Santa|HOU|12.7|0|0|0|0.71|0.79|8|0|0|1|5|5|0|47
Hunter Brown|HOU|10.7|1|0|0|0.84|1.03|17|0|1|1|5|6|0|43
Mason Miller|SDP|30.0|1|19|0|0.9|0.8|59|0|0|3|12|12|0|114
Louis Varland|TOR|37.7|3|12|5|0.96|0.98|49|1|0|4|27|10|0|145
Shohei Ohtani|LAD|67.7|6|0|0|1.06|0.84|73|3|10|8|36|21|5|262
Dylan Lee|ATL|31.7|2|0|14|1.14|0.63|40|1|0|4|15|5|0|115
Raisel Iglesias|ATL|23.3|0|14|0|1.16|0.99|27|1|0|3|18|5|0|89
Dylan Dodd|ATL|15.3|0|1|1|1.17|0.85|18|1|0|2|7|6|0|58
Kendry Rojas|MIN|14.3|1|0|1|1.26|1.47|14|0|0|2|11|10|1|61
Jacob Misiorowski|MIL|87.0|8|0|0|1.34|0.74|131|4|9|13|42|22|7|329
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Jonathan Pintaro|NYM|6.7|0|0|0|1.35|0.3|5|1|0|1|1|1|0|22
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
Adam Macko|TOR|12.0|2|0|3|1.5|1.08|12|1|0|2|11|2|1|48
Bryce Miller|SEA|35.0|3|0|0|1.54|0.71|36|4|2|6|20|5|0|125
Sam Hentges|SFG|11.3|1|0|1|1.59|1.76|13|0|0|2|7|13|1|55
Jacob Latz|TEX|33.3|2|11|2|1.62|0.6|35|2|0|6|13|7|0|120
Yerry De los Santos|NYY|5.3|0|0|0|1.69|1.31|6|1|0|1|4|3|0|21
Josh Ekness|MIA|5.3|0|1|0|1.69|1.31|5|0|0|1|2|5|0|22
Erik Sabrowski|CLE|21.0|2|0|17|1.71|0.95|39|1|0|4|7|13|0|83
Colin Holderman|CLE|26.0|4|0|5|1.73|0.81|30|1|0|5|13|8|1|99
Ben Brown|CHC|62.0|3|1|2|1.74|0.97|61|1|2|12|41|19|2|243
Yuki Matsui|SDP|20.7|0|0|0|1.74|0.97|23|3|0|4|11|9|1|80
Jason Adam|SDP|25.3|2|1|15|1.78|1.26|17|3|0|5|24|8|1|107
Chase Silseth|LAA|25.3|1|0|6|1.78|1.38|27|2|0|5|20|15|1|110
Joey Gerber|NYM|5.0|0|0|0|1.8|1.2|6|0|0|1|5|1|0|21
Paul Gervase|LAD|5.0|0|0|0|1.8|1.4|5|0|0|1|5|2|0|21
Daniel Lynch IV|KCR|30.0|2|1|9|1.8|0.9|29|1|0|6|18|9|2|120
Orlando Ribalta|WSH|20.0|0|2|4|1.8|0.95|14|1|0|4|12|7|0|77
Evan Sisk|PIT|30.0|1|0|3|1.8|1.13|36|1|0|6|23|11|4|122
Cristopher Sánchez|PHI|99.0|8|0|0|1.82|1.09|116|6|11|20|89|19|1|400
Rico Garcia|BAL|29.7|3|4|9|1.82|0.74|32|4|0|6|12|10|0|109
Cam Schlittler|NYY|89.0|7|0|0|1.82|0.91|96|5|9|18|63|18|1|346
Jakob Junis|TEX|29.3|1|4|7|1.84|0.82|21|0|0|6|19|5|3|113
Ryan Fernandez|STL|9.7|1|0|0|1.86|1.34|17|1|0|2|8|5|0|43
Tyler Phillips|MIA|48.3|1|2|0|1.86|1.3|41|2|0|10|39|24|1|207
Brent Headrick|NYY|33.7|4|0|7|1.87|1.31|37|2|0|7|30|14|0|143
Jhoan Duran|PHI|23.7|1|18|0|1.9|0.97|35|1|0|5|18|5|0|91
Bryan Baker|TBR|28.3|1|18|1|1.91|0.95|32|1|0|6|16|11|1|113
Tyler Rogers|TOR|33.0|1|2|15|1.91|1.03|20|0|0|7|24|10|0|131
Kyle Finnegan|DET|32.7|1|1|9|1.93|1.47|20|2|0|7|27|21|0|136
Gabe Speier|SEA|18.0|1|1|8|2.0|1.17|17|1|0|4|15|6|3|76
Trent Thornton|CHC|18.0|2|0|0|2.0|1.0|8|3|0|4|11|7|0|69
Fernando Cruz|NYY|31.3|4|1|11|2.01|1.24|40|2|0|7|20|19|2|131
Huascar Brazobán|NYM|35.7|3|0|5|2.02|0.95|30|2|0|8|19|15|1|140
Orion Kerkering|PHI|26.7|3|1|5|2.03|1.13|29|2|0|6|19|11|1|112
DL Hall|MIL|31.0|0|0|3|2.03|1.23|32|1|0|7|14|24|1|126
Joe Mantiply|TOR|17.7|1|0|0|2.04|1.13|16|1|0|4|16|4|1|71
Caleb Ferguson|CIN|8.7|0|0|1|2.08|1.15|9|0|0|2|7|3|0|37
Brooks Raley|NYM|26.0|2|0|10|2.08|1.27|31|2|0|6|21|12|2|112
Antonio Senzatela|COL|38.3|6|3|2|2.11|1.02|32|3|0|9|28|11|1|149
Sam Aldegheri|LAA|17.0|2|0|0|2.12|1.29|12|1|0|4|14|8|0|72
Taylor Clarke|ARI|29.7|2|0|11|2.12|0.84|16|1|0|7|18|7|2|114
Ryan Rolison|CHC|25.3|5|0|0|2.13|1.18|24|3|0|6|18|12|0|100
Gordon Graceffo|STL|33.7|4|1|4|2.14|0.92|17|3|0|8|18|13|2|127
Chase Burns|CIN|75.7|7|0|0|2.14|0.99|88|9|8|18|52|23|0|297
Ethan Roberts|CHC|21.0|0|0|0|2.14|1.24|16|1|0|5|16|10|3|87
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Sean Newcomb|CHW|41.7|0|1|5|2.16|0.98|40|1|0|10|30|11|5|165
Bradgley Rodriguez|SDP|33.3|1|0|4|2.16|1.2|31|1|0|8|28|12|0|140
Wandy Peralta|SDP|33.0|1|0|2|2.18|1.42|23|3|0|8|30|17|2|140
Yennier Cano|BAL|24.7|1|0|4|2.19|0.77|23|1|0|6|15|4|1|94
Brad Lord|WSH|45.0|4|1|5|2.2|1.02|37|4|0|11|33|13|4|185
Grant Taylor|CHW|36.7|2|2|4|2.21|1.04|52|2|0|9|29|9|0|148
Zack Wheeler|PHI|56.7|5|0|0|2.22|0.85|53|7|7|14|36|12|2|213
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Didier Fuentes|ATL|28.0|4|1|5|2.25|1.04|33|1|0|7|20|9|2|113
Will Klein|LAD|28.0|2|1|8|2.25|1.29|32|1|0|7|26|10|1|118
Casey Mize|DET|47.7|2|0|0|2.27|0.97|49|2|5|12|34|12|1|185
Kevin Kelly|TBR|31.7|4|2|14|2.27|0.82|25|2|0|8|20|6|2|117
Ryan Thompson|ARI|23.7|2|0|5|2.28|1.14|15|2|0|6|19|8|1|97
Eduard Bazardo|SEA|31.3|3|0|12|2.3|1.37|27|2|0|8|32|11|1|132
Chris Sale|ATL|78.3|8|0|0|2.3|1.05|92|6|9|20|62|20|8|319
Jared Shuster|STL|7.7|0|0|0|2.35|1.17|2|0|0|2|6|3|0|32
Cal Quantrill|TEX|26.7|3|0|0|2.36|1.09|18|2|0|7|20|9|4|109
Bryan King|HOU|30.3|1|6|6|2.37|1.29|24|1|0|8|27|12|4|131
Joel Peguero|SFG|11.3|0|0|1|2.38|1.24|5|0|0|3|10|4|2|48
Clay Holmes|NYM|52.7|4|0|0|2.39|1.1|45|3|4|14|40|18|1|215
Luke Weaver|NYM|30.0|2|0|8|2.4|0.93|27|2|0|8|20|8|1|119
Davis Martin|CHW|78.3|9|0|0|2.41|1.1|79|3|9|21|69|17|4|313
Nick Martinez|TBR|77.7|6|0|0|2.43|1.16|44|6|8|21|77|13|2|318
Walbert Ureña|LAA|55.3|4|0|1|2.44|1.36|55|4|5|15|42|33|3|242
Gerrit Cole|NYY|22.0|1|0|0|2.45|1.05|18|3|2|6|17|6|1|89
Carlos Cortes|ATH|3.7|0|0|0|2.45|2.18|0|1|0|1|4|4|0|18
Chad Dallas|TOR|3.7|1|0|0|2.45|1.09|2|0|0|1|2|2|0|15
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
Bryan Hudson|CHW|33.0|3|3|4|2.45|1.27|28|1|0|9|28|14|3|140
Kyle Harrison|MIL|65.7|8|0|0|2.47|1.1|80|7|5|18|54|18|4|267
Cade Smith|CLE|32.7|2|23|0|2.48|1.04|49|1|0|9|28|6|0|129
John King|MIA|29.0|3|1|3|2.48|0.72|22|3|0|8|13|8|4|109
Tanner Scott|LAD|29.0|1|7|5|2.48|0.76|35|4|0|8|19|3|0|108
Yoshinobu Yamamoto|LAD|85.7|7|0|0|2.52|0.84|80|10|10|24|57|15|3|323
Ryan Helsley|BAL|10.7|0|7|0|2.53|1.31|15|0|0|3|7|7|0|46
Eduardo Rodriguez|ARI|81.3|5|0|0|2.55|1.23|60|8|7|23|68|32|0|336
Spencer Arrighetti|HOU|63.0|7|0|0|2.57|1.22|60|3|5|18|45|32|10|269
Juan Morillo|ARI|28.0|2|1|8|2.57|1.04|37|2|0|8|18|11|2|116
Kevin Ginkel|ARI|27.7|2|0|5|2.6|1.12|32|2|0|8|24|7|0|112
Matt Gage|SFG|24.0|4|1|5|2.63|1.29|19|3|0|7|18|13|0|102
Mason Black|KCR|13.7|0|0|0|2.63|1.68|15|2|0|4|15|8|2|63
Tyler Samaniego|BOS|20.3|0|0|1|2.66|1.48|17|1|0|6|22|8|2|90
Hogan Harris|ATH|33.7|3|6|10|2.67|1.49|39|2|0|10|27|23|2|151
Parker Messick|CLE|80.7|6|0|0|2.68|1.09|82|8|4|24|63|25|1|320
Stephen Kolek|KCR|50.3|4|0|0|2.68|1.03|34|5|5|15|42|10|1|198
Garrett Acton|MIN|6.7|1|0|0|2.7|1.05|9|0|0|2|4|3|1|28
Payton Tolle|BOS|53.3|3|0|0|2.7|1.05|54|3|5|16|42|14|2|215
Drew Rasmussen|TBR|73.0|6|0|0|2.71|0.88|77|8|7|22|51|13|2|282
Aaron Ashby|MIL|43.0|9|0|2|2.72|1.33|59|3|0|13|37|20|2|184
Tyler Glasnow|LAD|39.7|3|0|0|2.72|0.83|49|5|4|12|20|13|0|148
Jacob Webb|CHC|29.7|1|1|4|2.73|1.31|35|4|0|9|29|10|0|127
Logan Henderson|MIL|23.0|2|0|0|2.74|1.04|30|2|1|7|18|6|0|90
Alex Vesia|LAD|23.0|1|2|10|2.74|1.0|31|0|0|7|11|12|0|93
Max Meyer|MIA|85.0|7|0|0|2.75|1.12|95|7|5|26|63|32|6|353
Grant Anderson|MIL|29.3|1|0|5|2.76|0.99|23|3|0|9|19|10|0|109
Steven Okert|HOU|32.3|0|0|7|2.78|0.96|26|3|0|10|21|10|2|126
Sam Moll|CIN|29.0|1|1|2|2.79|1.17|31|3|0|9|20|14|4|124
Nate Pearson|HOU|9.7|1|1|0|2.79|1.14|10|1|0|3|7|4|0|39
José Soriano|LAA|87.0|8|0|0|2.79|1.23|92|9|6|27|65|42|3|360
Troy Melton|DET|25.7|3|0|0|2.81|1.01|14|5|2|8|20|6|1|102
Tarik Skubal|DET|48.0|3|0|0|2.81|0.98|49|3|5|15|40|7|2|187
John Schreiber|KCR|28.7|0|1|4|2.83|1.19|21|5|0|9|23|11|1|116
Brant Hurter|DET|25.3|4|0|1|2.84|1.07|18|1|0|8|15|12|1|101
Austin Warren|NYM|25.3|1|0|0|2.84|1.26|27|3|0|8|21|11|1|107
Paul Skenes|PIT|82.0|6|0|0|2.85|0.93|99|8|7|26|60|16|4|326
José A. Ferrer|SEA|31.3|1|3|8|2.87|1.4|27|2|0|10|36|8|3|140
Daniel Palencia|CHC|15.7|1|3|0|2.87|1.4|16|2|0|5|17|5|0|67
Richard Lovelady|WSH|28.0|2|4|6|2.89|1.82|24|3|0|9|31|20|2|134
Martín Pérez|ATL|62.0|5|0|0|2.9|1.05|51|6|1|20|44|21|2|245
Garrett Whitlock|BOS|21.7|4|0|9|2.91|1.06|27|2|0|7|17|6|0|88
Dylan Cease|TOR|68.0|3|0|0|2.91|1.16|103|5|5|22|52|27|3|280
Tim Herrin|CLE|24.7|0|0|11|2.92|1.38|23|2|0|8|19|15|3|110
Justin Wrobleski|LAD|73.3|7|0|0|2.95|1.05|45|6|7|24|61|16|2|295
Mitch Farris|LAA|27.3|0|0|1|2.96|1.5|27|5|0|9|28|13|0|119
Paul Blackburn|NYY|30.3|2|0|0|2.97|1.35|21|2|0|10|30|11|1|127
George Soriano|STL|30.3|3|2|9|2.97|1.12|27|4|0|10|24|10|1|125
Michael McGreevy|STL|78.3|3|0|0|2.99|1.11|51|11|9|26|68|19|0|310
JT Brubaker|SFG|36.0|0|0|1|3.0|1.28|26|2|0|12|29|17|0|148
Brock Burke|CIN|33.0|2|1|7|3.0|1.42|30|3|0|11|25|22|1|145
Carlos Carrasco|ATL|9.0|0|0|0|3.0|1.22|4|1|0|3|10|1|1|37
Anthony Molina|ATL|3.0|0|0|0|3.0|1.33|2|0|0|1|3|1|0|12
Jovani Morán|BOS|33.0|1|0|1|3.0|1.06|38|5|0|11|20|15|1|134
Alan Rangel|PHI|3.0|0|0|0|3.0|1.0|5|0|0|1|3|0|0|12
Joe Rock|CHW|3.0|0|0|0|3.0|2.0|3|0|0|1|1|5|2|16
Blade Tidwell|SFG|12.0|0|1|1|3.0|1.08|10|1|0|4|10|3|1|47
Craig Yoho|MIL|3.0|0|0|0|3.0|1.0|5|1|0|1|1|2|0|12
Sonny Gray|BOS|62.3|8|0|0|3.03|1.2|51|6|7|21|59|16|3|256
Brandon Young|BAL|56.3|5|0|0|3.04|1.24|42|6|5|19|51|19|1|239
Lake Bachar|MIA|38.3|0|0|1|3.05|0.91|45|5|0|13|22|13|3|153
Anthony Bender|MIA|29.3|1|2|7|3.07|0.95|36|1|0|10|17|11|3|120
Brandyn Garcia|ARI|14.7|0|0|5|3.07|0.95|13|0|0|5|10|4|3|56
Michael Petersen|MIA|29.3|1|1|9|3.07|1.06|34|1|0|10|18|13|2|119
Paul Sewald|ARI|26.3|2|17|0|3.08|0.72|29|4|0|9|12|7|1|99
Gage Jump|ATH|23.3|2|0|0|3.09|1.11|19|0|2|8|20|6|2|94
Christian Scott|NYM|40.7|2|0|0|3.1|1.35|47|4|0|14|36|19|5|178
Michael Soroka|ARI|81.0|8|0|0|3.11|1.07|79|6|7|28|70|17|5|329
Jonathan Loáisiga|ARI|26.0|1|1|4|3.12|1.19|17|1|0|9|24|7|1|106
Caleb Kilian|SFG|31.7|2|4|3|3.13|1.14|36|5|0|11|21|15|1|131
Chase Shugart|PHI|23.0|2|0|0|3.13|1.09|25|3|0|8|17|8|3|93
Bryce Elder|ATL|88.7|5|0|0|3.15|1.14|73|9|10|31|74|27|2|366
Ty Madden|DET|20.0|0|0|0|3.15|1.05|23|2|0|7|16|5|1|82
J.T. Ginn|ATH|71.3|4|0|0|3.15|1.15|65|8|5|25|52|30|4|290
Jacob deGrom|TEX|76.7|5|0|0|3.17|0.99|89|13|6|27|61|15|0|305
Joe Ryan|MIN|82.3|4|0|0|3.17|1.0|92|8|9|29|66|16|5|332
Carter Baumler|TEX|5.7|0|0|0|3.18|1.76|6|1|0|2|4|6|1|27
Tyler Kinley|ATL|28.3|4|0|9|3.18|1.2|31|5|0|10|24|10|1|119
Burch Smith|DET|17.0|0|0|0|3.18|1.47|20|2|0|6|18|7|0|73
Casey Legumina|TBR|31.0|2|0|3|3.19|1.26|23|2|0|11|33|6|4|129
Carlos Rodón|NYY|31.0|2|0|0|3.19|1.19|34|2|3|11|18|19|1|129
Max Fried|NYY|61.7|4|0|0|3.21|1.01|50|1|6|22|43|19|2|240
Tyler Alexander|TEX|28.0|1|2|6|3.21|1.39|22|2|0|10|31|8|2|122
Ranger Suarez|BOS|70.0|2|0|0|3.21|1.17|70|4|4|25|61|21|2|286
Keaton Winn|SFG|30.7|2|1|11|3.23|0.98|26|2|0|11|21|9|1|119
Shane McClanahan|TBR|64.0|6|0|0|3.23|1.17|66|3|1|23|53|22|2|268
Tejay Antone|CIN|16.7|1|1|1|3.24|1.02|14|2|0|6|13|4|1|70
Tim Mayza|PHI|30.3|2|0|1|3.26|1.02|29|4|0|11|24|7|1|121
Gregory Soto|PIT|30.3|4|10|6|3.26|0.92|35|2|0|11|16|12|2|120
Pierce Johnson|CIN|22.0|2|1|4|3.27|1.23|20|3|0|8|19|8|0|92
Emerson Hancock|SEA|79.7|5|0|0|3.28|1.02|75|11|8|29|64|17|4|313
Brenan Hanifee|DET|13.7|0|0|2|3.29|1.39|6|2|0|5|15|4|1|59
Braxton Ashcraft|PIT|84.7|5|0|0|3.3|1.1|90|8|8|31|74|19|6|344
Sam Bachman|LAA|32.7|1|0|11|3.31|1.22|35|4|0|12|23|17|2|136
Seth Halvorsen|COL|16.3|0|0|2|3.31|1.65|16|2|0|6|14|13|0|77
Zack Kelly|BOS|16.3|0|0|3|3.31|1.29|14|1|0|6|14|7|1|71
