name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Victor Mederos|ATL|1|0|0|2|0|0|0|1|1|0|0|0|0|1.0|1.0|1.0
Brett Bateman|TOR|4|0|1|0|0|0|2|1|2|0|0|1|0|0.5|0.75|1.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Andrew Pinckney|WSH|2|1|2|1|0|0|0|1|2|0|0|0|0|0.5|0.5|2.0
Bryan De La Cruz|PHI|27|2|4|6|0|5|2|9|21|2|2|1|0|0.429|0.481|0.762
Joshua Kuroda-Grauer|ATH|62|1|8|4|0|7|1|25|60|0|1|7|0|0.417|0.435|0.583
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Eduardo Valencia|DET|37|4|9|11|0|10|0|14|36|0|1|3|0|0.389|0.405|0.806
Angel Genao|CLE|13|0|2|1|0|1|0|5|13|0|0|0|0|0.385|0.385|0.385
Justin Dean|CHC|10|0|3|3|1|4|2|3|8|0|0|0|1|0.375|0.5|0.625
Brewer Hicklen|ATL|23|0|5|3|0|8|4|7|19|0|0|4|0|0.368|0.478|0.579
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Osleivis Basabe|SFG|26|3|4|8|0|4|0|8|24|1|1|1|0|0.333|0.346|0.75
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yordan Alvarez|HOU|509|35|79|86|1|87|82|137|418|3|6|24|0|0.328|0.442|0.636
Tyler Tolbert|KCR|94|3|23|6|15|16|6|27|83|1|0|4|0|0.325|0.367|0.482
Luis Arraez|PHI|482|5|54|47|10|22|26|141|437|9|4|25|7|0.323|0.359|0.446
Max Clark|DET|33|1|4|4|0|12|4|9|28|0|1|2|0|0.321|0.424|0.5
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
