name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Eduardo Valencia|DET|6|1|2|2|0|2|0|3|5|0|1|0|0|0.6|0.667|1.2
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|38|0|4|1|0|5|0|16|37|0|1|3|0|0.432|0.447|0.514
Rafael Flores Jr.|PIT|9|1|2|2|0|1|2|3|7|0|0|1|0|0.429|0.556|1.0
Justin Dean|CHC|6|0|3|3|0|2|1|2|5|0|0|0|1|0.4|0.5|0.8
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Tyler Tolbert|KCR|60|2|17|5|10|11|4|20|54|1|0|1|0|0.37|0.407|0.5
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tommy Edman|LAD|71|1|10|9|2|13|8|21|60|0|1|3|1|0.35|0.435|0.483
Otto Lopez|MIA|401|9|61|45|17|53|19|127|372|6|4|26|6|0.341|0.374|0.516
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Luis Arraez|SFG|394|4|47|35|8|15|23|117|354|8|3|21|7|0.331|0.369|0.463
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Yandy Díaz|TBR|385|13|49|55|1|54|37|108|336|3|9|16|1|0.321|0.4|0.491
Nicky Lopez|TEX|119|1|13|11|4|17|4|35|109|0|2|3|0|0.321|0.357|0.376
Andrew Vaughn|MIL|167|2|20|24|0|19|20|46|144|1|2|14|2|0.319|0.407|0.486
Donovan Walton|LAA|97|3|14|12|0|18|5|29|91|0|0|8|0|0.319|0.354|0.505
Luis Campusano|SDP|77|4|13|11|0|17|10|21|66|0|1|7|0|0.318|0.416|0.606
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Yordan Alvarez|HOU|410|30|63|68|1|72|59|107|343|3|5|16|0|0.312|0.417|0.621
Jake Mangum|PIT|244|2|32|18|18|42|13|69|222|1|5|10|0|0.311|0.361|0.383
Nick Gonzales|PIT|360|4|50|41|4|64|27|101|326|1|6|13|1|0.31|0.372|0.393
Jung Hoo Lee|SFG|344|5|46|33|6|32|14|100|324|3|3|21|3|0.309|0.34|0.438
Tsung-Che Cheng|BOS|29|0|4|4|0|8|2|8|26|1|0|1|0|0.308|0.345|0.346
Jim Jarvis|ATL|27|1|1|3|0|5|1|8|26|0|0|1|0|0.308|0.333|0.462
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Troy Johnston|COL|307|3|33|39|4|52|28|83|270|3|5|23|0|0.307|0.379|0.426
Brandon Marsh|PHI|355|15|50|46|8|94|17|102|333|3|2|15|2|0.306|0.341|0.498
Blaze Alexander|BAL|242|4|29|29|9|54|15|67|219|1|3|12|2|0.306|0.357|0.434
Tristan Peters|CHW|270|6|37|35|5|49|18|74|244|1|3|20|3|0.303|0.357|0.484
Jake McCarthy|COL|299|9|38|52|14|53|17|82|272|3|3|18|6|0.301|0.346|0.511
Xavier Edwards|MIA|401|6|50|36|13|47|50|104|345|5|0|13|6|0.301|0.385|0.426
TJ Rumfield|COL|376|12|42|47|0|53|38|99|329|2|7|20|2|0.301|0.383|0.483
Wade Meckler|LAA|136|2|19|17|2|30|13|37|123|0|0|7|0|0.301|0.368|0.407
Michael Harris II|ATL|344|16|45|53|6|71|15|98|326|2|1|16|0|0.301|0.331|0.497
Ernie Clement|TOR|364|7|41|30|2|34|12|104|349|3|0|23|1|0.298|0.319|0.43
Juan Soto|NYM|326|21|44|51|7|42|54|80|269|2|0|8|2|0.297|0.412|0.576
Josh Jung|TEX|367|9|44|34|1|66|30|98|330|2|5|23|0|0.297|0.362|0.448
Alex Jackson|MIN|56|1|6|4|0|16|0|16|54|0|2|3|0|0.296|0.321|0.407
Gabriel Moreno|ARI|266|6|31|32|4|41|29|68|230|4|3|14|0|0.296|0.376|0.435
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Jeremy Peña|HOU|206|6|34|21|8|35|15|55|187|1|3|9|0|0.294|0.354|0.439
Ryan Jeffers|MIN|153|7|26|26|1|23|24|37|126|1|1|8|1|0.294|0.408|0.54
