name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Andrew Alvarez|WSH|4.3|1|0|0|0.0|0.92|5|0|0|0|4|0|0|16
Mason Barnett|ATH|2.0|0|0|0|0.0|1.5|1|0|0|0|1|2|0|9
Mason Black|KCR|4.7|0|0|0|0.0|1.93|5|0|0|0|7|2|0|22
Matt Brash|SEA|11.3|2|0|4|0.0|0.44|8|0|0|0|3|2|1|38
Carlos Carrasco|ATL|2.3|0|0|0|0.0|0.43|2|0|0|0|1|0|0|8
Nick Davila|SEA|3.0|0|0|1|0.0|1.33|2|0|0|0|3|1|0|12
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
Alec Gamboa|BOS|1.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|3
Brandyn Garcia|ARI|5.7|0|0|1|0.0|0.18|6|0|0|0|1|0|0|17
Joey Gerber|NYM|2.0|0|0|0|0.0|1.5|5|0|0|0|2|1|0|9
Domingo Gonzalez|SEA|1.0|0|0|0|0.0|2.0|1|0|0|0|1|1|0|5
Ryan Gusto|MIA|1.0|0|0|1|0.0|0.0|1|0|0|0|0|0|0|3
Brenan Hanifee|DET|7.3|0|0|0|0.0|1.09|4|0|0|0|7|1|0|29
Austin Hedges|CLE|0.3|0|0|0|0.0|0.0|0|0|0|0|0|0|0|1
Sam Hentges|SFG|1.3|0|0|0|0.0|3.0|2|0|0|0|1|3|0|8
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Raisel Iglesias|ATL|11.7|0|7|0|0.0|0.6|15|0|0|0|6|1|0|41
Alek Jacob|SDP|2.0|1|0|0|0.0|1.0|3|0|0|0|1|1|1|9
William Kempner|MIA|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Alek Manoah|LAA|6.0|0|0|0|0.0|1.17|3|0|0|0|2|5|0|25
Yuki Matsui|SDP|4.7|0|0|0|0.0|1.07|5|0|0|0|4|1|0|18
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Anthony Molina|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Ethan Roberts|CHC|5.7|0|0|0|0.0|0.71|2|0|0|0|1|3|2|21
Yariel Rodríguez|TOR|1.0|0|0|0|0.0|1.0|2|0|0|0|0|1|0|3
Jake Rogers|DET|1.3|0|0|0|0.0|1.5|1|0|0|0|2|0|0|6
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
