name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Enrique Hernández|LAD|4|1|2|2|0|0|0|4|4|0|0|2|0|1.0|1.0|2.25
Rafael Flores Jr.|PIT|5|1|2|2|0|0|2|2|3|0|0|1|0|0.667|0.8|2.0
Jair Camargo|ATL|2|0|1|0|0|1|0|1|2|0|0|1|0|0.5|0.5|1.0
Gabriel Gonzalez|MIN|4|0|1|0|0|0|2|1|2|0|0|0|0|0.5|0.75|0.5
Joshua Kuroda-Grauer|ATH|31|0|4|1|0|2|0|15|30|0|1|3|0|0.5|0.516|0.6
Justin Dean|CHC|6|0|3|3|0|2|1|2|5|0|0|0|1|0.4|0.5|0.8
Alan Roden|MIN|5|0|0|2|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Michael Stefanic|ATH|5|0|1|0|0|1|0|2|5|0|0|0|0|0.4|0.4|0.4
Tyler Tolbert|KCR|57|2|17|5|10|11|4|19|51|1|0|1|0|0.373|0.411|0.51
José Azócar|ATL|18|0|2|0|1|4|1|6|17|0|0|2|0|0.353|0.389|0.471
Tommy Edman|LAD|67|1|9|9|2|12|7|20|57|0|1|3|1|0.351|0.431|0.491
Otto Lopez|MIA|392|9|60|43|17|52|17|126|365|6|4|26|5|0.345|0.375|0.518
Tyler Black|MIL|28|0|2|7|0|7|1|9|27|0|0|4|0|0.333|0.357|0.481
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Samad Taylor|SDP|102|1|14|11|6|30|12|29|88|0|0|1|1|0.33|0.41|0.398
Andrew Vaughn|MIL|163|2|19|24|0|19|20|46|140|1|2|14|2|0.329|0.417|0.5
Yandy Díaz|TBR|376|13|48|55|1|52|37|107|327|3|9|16|1|0.327|0.407|0.502
Luis Arraez|SFG|384|4|45|34|7|15|21|112|346|8|3|20|7|0.324|0.36|0.457
Donovan Walton|LAA|97|3|14|12|0|18|5|29|91|0|0|8|0|0.319|0.354|0.505
Luis Campusano|SDP|72|4|12|11|0|17|8|20|63|0|1|7|0|0.317|0.403|0.619
Jordan Lawlar|ARI|44|1|6|4|4|10|3|12|38|0|3|2|0|0.316|0.409|0.447
Luis Urías|TOR|22|1|2|2|0|3|3|6|19|0|0|1|0|0.316|0.409|0.526
Nicky Lopez|TEX|116|1|13|11|4|17|3|34|108|0|2|2|0|0.315|0.345|0.361
Alex Jackson|MIN|53|1|6|4|0|15|0|16|51|0|2|3|0|0.314|0.34|0.431
Nick Gonzales|PIT|356|4|49|41|4|64|24|101|325|1|6|13|1|0.311|0.368|0.394
Yordan Alvarez|HOU|406|29|62|67|1|72|59|105|339|3|5|16|0|0.31|0.416|0.614
Victor Bericoto|SFG|56|4|7|9|1|13|1|17|55|0|0|3|0|0.309|0.321|0.582
Jung Hoo Lee|SFG|338|5|46|33|6|32|14|98|318|3|3|20|3|0.308|0.34|0.437
Blaze Alexander|BAL|234|3|27|28|9|53|15|65|211|1|3|12|2|0.308|0.361|0.427
Romy Gonzalez|BOS|28|1|3|5|0|8|1|8|26|0|1|1|1|0.308|0.357|0.538
Trey Mancini|LAA|14|0|1|4|0|3|0|4|13|1|0|0|1|0.308|0.286|0.462
Troy Johnston|COL|306|3|32|39|4|52|27|83|270|3|5|23|0|0.307|0.377|0.426
Michael Harris II|ATL|334|16|44|53|5|69|15|97|316|2|1|16|0|0.307|0.338|0.509
Cole Carrigg|COL|105|4|23|21|2|20|12|27|88|3|1|6|3|0.307|0.385|0.58
Brandon Marsh|PHI|347|15|50|46|8|91|17|99|325|3|2|15|2|0.305|0.34|0.502
Xavier Edwards|MIA|392|6|50|36|13|47|49|102|337|5|0|13|6|0.303|0.386|0.43
Jake McCarthy|COL|290|9|37|51|14|50|15|80|265|3|3|17|6|0.302|0.343|0.513
Jake Mangum|PIT|239|1|31|15|17|42|13|65|217|1|5|9|0|0.3|0.352|0.355
Josh Jung|TEX|359|9|41|34|1|64|29|96|323|2|5|22|0|0.297|0.362|0.449
Ernie Clement|TOR|359|7|40|30|2|34|12|102|344|3|0|23|1|0.297|0.318|0.43
TJ Rumfield|COL|368|12|42|47|0|53|35|96|324|2|7|20|2|0.296|0.375|0.481
Pete Crow-Armstrong|CHC|400|21|60|52|23|102|42|102|345|2|10|14|4|0.296|0.386|0.542
Freddie Freeman|LAD|398|15|52|49|3|64|47|102|345|3|3|23|1|0.296|0.382|0.499
Juan Soto|NYM|318|20|42|49|7|40|52|78|264|1|0|8|2|0.295|0.41|0.568
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Jeremy Peña|HOU|202|6|34|21|8|35|15|54|183|1|3|9|0|0.295|0.356|0.443
Esmerlyn Valdez|PIT|87|6|15|17|0|32|8|23|78|1|0|5|1|0.295|0.356|0.615
Jordan Walker|STL|380|21|58|70|12|95|31|101|343|3|3|19|0|0.294|0.355|0.534
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Gabriel Moreno|ARI|257|6|31|30|4|39|29|65|221|4|3|13|0|0.294|0.377|0.434
Connor Wong|BOS|122|1|14|15|2|26|13|30|102|1|3|8|0|0.294|0.387|0.402
Sam Antonacci|CHW|290|5|46|25|12|44|21|73|249|1|17|12|2|0.293|0.385|0.418
Anthony Seigler|BOS|66|1|11|3|2|12|7|17|58|0|1|6|0|0.293|0.379|0.448
Ryan O'Hearn|PIT|323|16|47|61|1|70|25|86|294|2|2|12|0|0.293|0.35|0.497
Riley Greene|DET|384|13|46|45|2|102|47|97|332|3|2|18|1|0.292|0.38|0.47
Luis García Jr.|WSH|307|20|45|68|4|46|14|85|292|1|0|16|3|0.291|0.322|0.572
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Shohei Ohtani|LAD|395|20|62|56|6|90|60|94|324|4|5|15|2|0.29|0.405|0.534
Tristan Peters|CHW|264|5|35|31|5|48|18|69|238|1|3|19|2|0.29|0.346|0.45
Nathan Lukes|TOR|210|4|21|17|0|31|12|55|190|1|4|8|0|0.289|0.343|0.395
Bobby Witt Jr.|KCR|386|12|49|38|30|65|39|99|343|3|1|20|1|0.289|0.36|0.458
Austin Hedges|CLE|142|3|16|14|1|24|11|36|125|1|1|7|0|0.288|0.348|0.416
Liam Hicks|MIA|328|13|49|56|1|30|31|82|285|6|5|8|1|0.288|0.361|0.46
Kevin McGonigle|DET|396|7|57|32|11|53|59|96|334|0|3|18|3|0.287|0.399|0.422
Randy Arozarena|SEA|361|9|56|41|19|79|33|89|311|3|14|21|1|0.286|0.377|0.447
