name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Spencer Bivens|SFG|2.0|0|0|0|0.0|2.0|3|0|0|0|3|1|0|10
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Cody Bradford|TEX|4.3|0|0|0|0.0|1.62|5|0|0|0|5|2|0|20
Raymond Burgos|BOS|3.0|0|1|0|0.0|0.0|2|0|0|0|0|0|0|9
Tyler Callihan|PIT|3.0|0|0|0|0.0|2.0|1|0|0|0|3|3|0|15
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Khristian Curtis|PIT|5.0|0|0|0|0.0|0.8|4|0|0|0|2|2|0|17
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Kevin Herget|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Ben Joyce|LAA|2.0|0|0|1|0.0|1.0|2|0|0|0|1|1|0|7
Antoine Kelly|CHC|1.3|0|0|0|0.0|0.75|1|0|0|0|0|1|0|4
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Nate Lavender|NYM|2.3|0|0|2|0.0|0.43|3|0|0|0|0|1|0|7
Alex McFarlane|PHI|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Noah Murdock|PIT|3.0|0|0|0|0.0|2.0|4|0|0|0|3|3|0|14
Luke Murphy|LAA|3.3|0|0|2|0.0|1.2|4|0|0|0|0|4|0|13
Parker Mushinski|COL|2.0|0|0|1|0.0|1.0|0|0|0|0|1|1|0|7
Jake Rogers|DET|2.3|0|0|0|0.0|1.71|3|0|0|0|3|1|1|12
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
