name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Tanner Andrews|TOR|3.0|0|0|0|0.0|1.0|1|0|0|0|1|2|0|11
Ty Blach|CHC|3.0|0|0|0|0.0|0.33|2|0|0|0|1|0|0|9
Tyler Callihan|PIT|3.0|0|0|0|0.0|2.0|1|0|0|0|3|3|0|15
Eiberson Castellano|COL|3.0|0|1|0|0.0|1.33|2|0|0|0|4|0|1|12
Khristian Curtis|PIT|8.0|0|0|0|0.0|0.63|5|0|0|0|2|3|0|27
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Rafael Flores Jr.|PIT|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|5
Anthony Gose|KCR|2.7|1|0|0|0.0|0.0|0|0|0|0|0|0|0|8
Sam Haggerty|TEX|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|1|3
Kevin Herget|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Welinton Herrera|COL|2.3|0|0|0|0.0|1.29|2|0|0|0|2|1|0|10
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Troy Johnston|COL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|1|9
Antoine Kelly|CHC|1.3|0|0|0|0.0|0.75|1|0|0|0|0|1|0|4
Brooks Kriske|ATH|2.7|0|0|0|0.0|1.13|2|0|0|0|2|1|0|11
Nate Lavender|NYM|11.0|1|0|7|0.0|0.55|12|0|0|0|4|2|0|37
Luke Maile|KCR|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Justin Martinez|ARI|3.7|1|0|0|0.0|1.09|4|0|0|0|1|3|1|16
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jake Meyers|HOU|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Noah Murdock|PIT|3.3|0|0|0|0.0|1.8|4|0|0|0|3|3|0|15
Wyatt Olds|BOS|6.0|1|0|0|0.0|1.17|8|0|0|0|4|3|0|27
Manuel Rodríguez|TBR|3.0|0|0|2|0.0|2.0|5|0|0|0|2|4|0|15
Jake Rogers|DET|2.3|0|0|0|0.0|1.71|3|0|0|0|3|1|1|12
Josh Rojas|KCR|1.0|0|0|0|0.0|1.0|0|0|0|0|1|0|0|4
Braxton Roxby|SFG|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Max Schuemann|NYY|1.0|0|0|0|0.0|2.0|0|0|0|0|1|1|0|5
Zack Short|NYM|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Garrett Stallings|MIL|8.0|0|0|0|0.0|0.75|9|0|0|0|3|3|0|30
Gary Sánchez|MIL|2.0|0|0|0|0.0|2.0|0|0|0|0|4|0|0|10
Erik Tolman|WSH|6.7|0|1|1|0.0|0.75|8|0|0|0|3|2|0|23
Bryan Torres|STL|2.0|0|0|0|0.0|1.0|0|0|0|0|1|1|0|8
Vince Velasquez|CHC|3.3|0|0|0|0.0|0.3|1|0|0|0|1|0|0|11
Cameron Weston|BAL|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|3
Cade Winquest|STL|2.0|0|0|0|0.0|0.5|2|0|0|0|0|1|0|6
Guillo Zuñiga|NYM|1.0|0|0|0|0.0|1.0|1|0|0|0|0|1|0|4
Matt Brash|SEA|16.7|3|0|6|0.54|0.84|15|0|0|1|8|6|3|64
Robert Suarez|ATL|32.0|4|4|12|0.56|0.84|26|1|0|2|21|6|0|121
Josh Hader|HOU|36.3|4|21|0|0.74|0.69|48|1|0|3|14|11|0|134
Hagen Smith|CHW|11.0|2|0|1|0.82|1.18|16|1|0|1|3|10|0|46
Alex McFarlane|PHI|10.3|4|0|2|0.87|0.97|10|0|0|1|5|5|0|40
Gerardo Carrillo|ARI|17.0|3|0|0|1.06|1.41|20|0|0|2|10|14|0|73
Alec Gamboa|BOS|24.0|1|1|1|1.13|0.92|16|1|0|3|16|6|1|92
Alimber Santa|HOU|15.3|0|0|0|1.17|0.91|9|1|0|2|8|6|0|59
Louis Varland|TOR|68.7|5|31|5|1.18|0.98|84|2|0|9|49|18|0|267
Mason Miller|SDP|57.3|4|32|0|1.26|0.84|104|2|0|8|28|20|2|219
Yerry De los Santos|NYY|20.0|1|0|0|1.35|1.2|15|2|0|3|16|8|0|84
Brian Fitzpatrick|MIL|6.7|0|0|0|1.35|1.5|5|0|0|1|7|3|0|30
Marco Gonzales|TEX|6.7|0|1|0|1.35|1.65|3|0|0|1|7|4|0|29
Carlos Vargas|SEA|6.7|0|0|0|1.35|0.75|8|0|0|1|4|1|0|25
Kervin Castro|NYY|6.3|0|0|0|1.42|0.79|8|0|0|1|3|2|0|23
Michael Fulmer|NYY|6.3|0|0|2|1.42|1.26|7|0|0|1|5|3|1|28
Luke Murphy|LAA|12.3|0|0|4|1.46|1.05|12|0|0|2|5|8|1|47
Bryan Baker|TBR|54.0|1|39|2|1.5|0.87|60|4|0|9|30|17|2|210
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
Elieser Hernández|ATL|6.0|1|1|0|1.5|1.67|6|1|0|1|6|4|0|28
Logan VanWey|HOU|6.0|1|0|0|1.5|0.83|5|0|0|1|5|0|0|22
Jhoan Duran|PHI|50.3|2|29|0|1.61|1.05|69|1|0|9|44|9|4|203
Paul Blackburn|NYY|76.7|7|1|9|1.64|1.03|62|6|0|14|51|28|1|299
Jacob Latz|TEX|60.0|3|27|2|1.65|0.75|66|3|0|11|27|18|0|222
Jacob Misiorowski|MIL|151.0|14|0|0|1.73|0.75|222|13|17|29|79|35|9|571
Aroldis Chapman|BOS|45.7|3|30|0|1.77|1.14|60|2|0|9|32|20|1|189
Shohei Ohtani|LAD|85.7|8|0|0|1.79|0.95|95|4|12|17|55|26|6|340
Jose Cuas|KCR|15.0|0|0|3|1.8|1.67|16|0|0|3|16|9|0|67
Jack Ralston|MIA|5.0|0|0|1|1.8|0.8|4|1|0|1|4|0|0|19
Eddy Yean|WSH|10.0|0|0|1|1.8|0.7|6|1|0|2|5|2|1|39
A.J. Minter|MIN|34.7|2|0|6|1.82|0.95|29|5|0|7|27|6|1|137
Ben Brown|CHC|68.0|4|1|2|1.85|0.94|65|2|3|14|45|19|2|265
Troy Melton|DET|97.0|7|0|0|1.86|1.01|80|10|9|20|70|28|3|382
James Karinchak|ATL|9.7|0|0|1|1.86|0.93|8|1|0|2|4|5|0|37
Brock Stewart|LAD|19.0|0|1|7|1.89|0.89|18|2|0|4|9|8|0|72
Tyler Rogers|TOR|61.7|2|4|29|1.9|1.2|35|1|0|13|53|21|1|258
Randy Dobnak|KCR|51.7|2|0|0|1.92|1.37|34|3|2|11|50|21|0|221
Yunior Marte|SFG|4.7|0|0|0|1.93|1.07|3|0|0|1|3|2|0|18
Brent Headrick|NYY|68.7|7|0|23|1.97|1.21|86|4|0|15|62|21|0|285
Cam Booser|TBR|32.0|1|0|9|1.97|0.81|38|5|0|7|20|6|0|121
Kevin Kelly|TBR|63.7|6|4|28|1.98|0.85|50|5|0|14|43|11|3|237
Samy Natera Jr.|LAA|27.0|1|3|4|2.0|0.85|42|1|0|6|13|10|1|104
Garrett Whitlock|BOS|45.0|6|2|22|2.0|0.87|50|3|0|10|32|7|0|171
Yuki Matsui|SDP|53.3|3|0|8|2.03|1.14|58|6|0|12|30|31|2|217
Grant Taylor|CHW|71.0|7|8|10|2.03|1.03|92|4|0|16|49|24|1|282
Joe Mantiply|TOR|17.7|1|0|0|2.04|1.13|16|1|0|4|16|4|1|71
Abner Uribe|MIL|48.3|4|6|18|2.05|1.03|48|3|0|11|32|18|1|191
Chris Sale|ATL|144.0|13|0|0|2.06|1.0|177|8|17|33|116|28|12|576
Bradgley Rodriguez|SDP|61.0|3|2|11|2.07|1.1|65|3|0|14|49|18|0|252
Scott Blewett|ATH|21.7|0|0|2|2.08|1.25|17|0|0|5|21|6|0|90
Juan Burgos|ARI|4.3|0|0|0|2.08|0.69|0|0|0|1|3|0|1|17
Dylan Dodd|ATL|43.3|4|1|14|2.08|0.9|45|4|0|10|26|13|2|168
Jack Weisenburger|NYM|4.3|0|0|0|2.08|1.15|4|0|0|1|3|2|0|18
Cam Schlittler|NYY|163.7|12|0|0|2.09|0.97|201|14|16|38|117|42|6|651
Clay Holmes|CHC|81.7|6|0|0|2.09|1.07|63|4|7|19|60|27|1|326
Steven Okert|HOU|67.7|6|0|21|2.13|0.87|68|7|0|16|45|14|4|261
Juan Morillo|ARI|54.3|3|2|17|2.15|1.05|62|2|0|13|37|20|3|220
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Jack Anderson|MIN|12.3|1|1|0|2.19|1.05|12|1|0|3|10|3|0|48
Daniel Duarte|NYM|24.7|1|2|6|2.19|0.81|25|2|0|6|14|6|1|93
Sean Newcomb|CHW|78.0|2|4|11|2.19|1.06|71|2|0|19|56|27|6|313
Brooks Raley|PHI|49.0|5|1|16|2.2|1.08|48|4|0|12|37|16|3|200
Trevor Megill|MIL|52.3|2|25|7|2.24|0.84|57|0|0|13|30|14|1|203
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Brandyn Garcia|ARI|40.0|0|4|15|2.25|0.8|47|2|0|10|22|10|5|152
Erik Miller|BOS|44.0|3|4|12|2.25|1.27|65|3|0|11|31|25|3|188
Luke Weaver|PIT|51.7|2|1|17|2.26|0.91|55|3|0|13|33|14|2|203
Josh Walker|BAL|19.3|1|0|3|2.33|1.24|18|2|0|5|18|6|1|81
Dylan Cease|TOR|150.3|9|0|0|2.33|1.05|217|10|14|39|93|65|3|601
Nate Pearson|KCR|34.7|2|3|4|2.34|1.18|29|1|0|9|23|18|4|143
Paul Gervase|LAD|7.7|0|0|0|2.35|1.57|8|0|0|2|7|5|0|34
DL Hall|MIL|46.0|2|0|5|2.35|1.07|50|4|0|12|21|28|1|180
Cade Smith|CLE|61.0|3|35|0|2.36|1.08|86|5|0|16|45|21|3|251
Joel Peguero|SFG|11.3|0|0|1|2.38|1.24|5|0|0|3|10|4|2|48
Didier Fuentes|ATL|60.3|5|3|15|2.39|1.13|77|4|0|16|49|19|2|247
Blake Snell|LAD|26.0|2|0|0|2.42|1.08|36|0|3|7|16|12|1|109
Jonathan Loáisiga|ARI|55.3|5|1|8|2.44|1.01|40|3|0|15|45|11|1|215
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
